"Mppcv";"Mppnm_";"Link2MPG";"Link2PVT"
"2787950";"Letrozole Teva filmomh. tabl. 100 x 2,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=58974";"http://www.bcfi.be/nl/contents/jump?amppid=58974&view=pvt"
"2787935";"Letrozole Teva filmomh. tabl. 30 x 2,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=58966";"http://www.bcfi.be/nl/contents/jump?amppid=58966&view=pvt"
"2795599";"Letrozol Sandoz filmomh. tabl. 100 x 2,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=106807";"http://www.bcfi.be/nl/contents/jump?amppid=106807&view=pvt"
"2795607";"Letrozol Sandoz filmomh. tabl. 30 x 2,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=106815";"http://www.bcfi.be/nl/contents/jump?amppid=106815&view=pvt"
"4652376";"Letybo inj. oploss. (pdr.) i.m. [flac.] 1 x 50 E";"http://www.bcfi.be/nl/contents/jump?amppid=189951";"http://www.bcfi.be/nl/contents/jump?amppid=189951&view=pvt"
"1599570";"Leukeran filmomh. tabl. 50 x 2 mg";"http://www.bcfi.be/nl/contents/jump?amppid=25569";"http://www.bcfi.be/nl/contents/jump?amppid=25569&view=pvt"
"1475581";"Leustatin inf. oploss. (conc.) i.v. [amp.] 7 x 10 mg / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=21857";"http://www.bcfi.be/nl/contents/jump?amppid=21857&view=pvt"
"2784700";"Levact 2,5 mg / 1 ml inf. oploss. conc. (pdr.) i.v. [flac.] 5 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=57844";"http://www.bcfi.be/nl/contents/jump?amppid=57844&view=pvt"
"2784676";"Levact 2,5 mg / 1 ml inf. oploss. conc. (pdr.) i.v. [flac.] 5 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=57836";"http://www.bcfi.be/nl/contents/jump?amppid=57836&view=pvt"
"2249449";"Levemir inj. oploss. s.c. FlexPen [voorgev. pen] 5 x 3 ml 100 E / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=37747";"http://www.bcfi.be/nl/contents/jump?amppid=37747&view=pvt"
"2243608";"Levemir inj. oploss. s.c. Penfill [patr.] 5 x 3 ml 100 E / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=37572";"http://www.bcfi.be/nl/contents/jump?amppid=37572&view=pvt"
"3716719";"Levesialle Continu 20 filmomh. tabl. 13 x 28 (21+7)";"http://www.bcfi.be/nl/contents/jump?amppid=159889";"http://www.bcfi.be/nl/contents/jump?amppid=159889&view=pvt"
"3716693";"Levesialle Continu 20 filmomh. tabl. 3 x 28 (21+7)";"http://www.bcfi.be/nl/contents/jump?amppid=159863";"http://www.bcfi.be/nl/contents/jump?amppid=159863&view=pvt"
"3716685";"Levesialle Continu 20 filmomh. tabl. 6 x 28 (21+7)";"http://www.bcfi.be/nl/contents/jump?amppid=159871";"http://www.bcfi.be/nl/contents/jump?amppid=159871&view=pvt"
"2903045";"Levetiracetam Sandoz filmomh. tabl. (deelb.) 100 x 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=64105";"http://www.bcfi.be/nl/contents/jump?amppid=64105&view=pvt"
"2903011";"Levetiracetam Sandoz filmomh. tabl. (deelb.) 100 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=64071";"http://www.bcfi.be/nl/contents/jump?amppid=64071&view=pvt"
"2903029";"Levetiracetam Sandoz filmomh. tabl. (deelb.) 100 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=64089";"http://www.bcfi.be/nl/contents/jump?amppid=64089&view=pvt"
"2903037";"Levetiracetam Sandoz filmomh. tabl. (deelb.) 100 x 750 mg";"http://www.bcfi.be/nl/contents/jump?amppid=64097";"http://www.bcfi.be/nl/contents/jump?amppid=64097&view=pvt"
"2936383";"Levetiracetam Sandoz filmomh. tabl. (deelb.) 200 x 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=68130";"http://www.bcfi.be/nl/contents/jump?amppid=68130&view=pvt"
"2936367";"Levetiracetam Sandoz filmomh. tabl. (deelb.) 200 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=68122";"http://www.bcfi.be/nl/contents/jump?amppid=68122&view=pvt"
"2903052";"Levetiracetam Sandoz oploss. 300 ml 100 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=68510";"http://www.bcfi.be/nl/contents/jump?amppid=68510&view=pvt"
"3430246";"Levmentin 1000/200 inj. oploss. (pdr.) i.v. [flac.] 10 x";"http://www.bcfi.be/nl/contents/jump?amppid=137968";"http://www.bcfi.be/nl/contents/jump?amppid=137968&view=pvt"
"3429651";"Levmentin 2000/200 inf. oploss. (pdr.) i.v. [flac.] 10 x";"http://www.bcfi.be/nl/contents/jump?amppid=140715";"http://www.bcfi.be/nl/contents/jump?amppid=140715&view=pvt"
"3456571";"Levmentin 500/50 inj./inf. oploss. (pdr.) i.v. P [flac.] 10 x";"http://www.bcfi.be/nl/contents/jump?amppid=140145";"http://www.bcfi.be/nl/contents/jump?amppid=140145&view=pvt"
"3264363";"Levobupivacaine Fresenius Kabi 1,25 mg / 1 ml inf. oploss. epidur. [zak] 5 x 250 mg / 200 ml";"http://www.bcfi.be/nl/contents/jump?amppid=134833";"http://www.bcfi.be/nl/contents/jump?amppid=134833&view=pvt"
"3264371";"Levobupivacaine Fresenius Kabi 2,5 mg / 1 ml inj. oploss./inf. oploss. (conc.) i.thec./epidur./p.neur. [amp., locoregionale infiltr.] 5 x 25 mg / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=134841";"http://www.bcfi.be/nl/contents/jump?amppid=134841&view=pvt"
"3264389";"Levobupivacaine Fresenius Kabi 5 mg / 1 ml inj. oploss./inf. oploss. (conc.) i.thec./epidur./p.neur. [amp., locoregionale infiltr.] 5 x 50 mg / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=134858";"http://www.bcfi.be/nl/contents/jump?amppid=134858&view=pvt"
"3264397";"Levobupivacaine Fresenius Kabi 7,5 mg / 1 ml inj. oploss./inf. oploss. (conc.) i.thec./epidur./p.neur. [amp., locoregionale infiltr.] 5 x 75 mg / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=134874";"http://www.bcfi.be/nl/contents/jump?amppid=134874&view=pvt"
"4247680";"Levocetirizin AB filmomh. tabl. 100 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=108126";"http://www.bcfi.be/nl/contents/jump?amppid=108126&view=pvt"
"4247656";"Levocetirizin AB filmomh. tabl. 10 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=176974";"http://www.bcfi.be/nl/contents/jump?amppid=176974&view=pvt"
"4247664";"Levocetirizin AB filmomh. tabl. 20 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=118760";"http://www.bcfi.be/nl/contents/jump?amppid=118760&view=pvt"
"4247672";"Levocetirizin AB filmomh. tabl. 40 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=108118";"http://www.bcfi.be/nl/contents/jump?amppid=108118&view=pvt"
"2660884";"Levocetirizine EG filmomh. tabl. 100 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52597";"http://www.bcfi.be/nl/contents/jump?amppid=52597&view=pvt"
"2660892";"Levocetirizine EG filmomh. tabl. 10 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52605";"http://www.bcfi.be/nl/contents/jump?amppid=52605&view=pvt"
"2661007";"Levocetirizine EG filmomh. tabl. 20 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52704";"http://www.bcfi.be/nl/contents/jump?amppid=52704&view=pvt"
"2660983";"Levocetirizine EG filmomh. tabl. 40 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52696";"http://www.bcfi.be/nl/contents/jump?amppid=52696&view=pvt"
"2659068";"Levocetirizine Sandoz filmomh. tabl. 100 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52449";"http://www.bcfi.be/nl/contents/jump?amppid=52449&view=pvt"
"2659043";"Levocetirizine Sandoz filmomh. tabl. 20 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52423";"http://www.bcfi.be/nl/contents/jump?amppid=52423&view=pvt"
"2659050";"Levocetirizine Sandoz filmomh. tabl. 40 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52431";"http://www.bcfi.be/nl/contents/jump?amppid=52431&view=pvt"
"2686434";"Levocetirizine Teva filmomh. tabl. 100 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=54510";"http://www.bcfi.be/nl/contents/jump?amppid=54510&view=pvt"
"2669299";"Levocetirizine Teva filmomh. tabl. 10 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=53264";"http://www.bcfi.be/nl/contents/jump?amppid=53264&view=pvt"
"2657583";"Levocetirizine Teva filmomh. tabl. 20 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52274";"http://www.bcfi.be/nl/contents/jump?amppid=52274&view=pvt"
"2657591";"Levocetirizine Teva filmomh. tabl. 40 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52282";"http://www.bcfi.be/nl/contents/jump?amppid=52282&view=pvt"
"2657609";"Levocetirizine Teva filmomh. tabl. 60 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52290";"http://www.bcfi.be/nl/contents/jump?amppid=52290&view=pvt"
"3116274";"Levodonna tabl. 1 x 1,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=118869";"http://www.bcfi.be/nl/contents/jump?amppid=118869&view=pvt"
"2769420";"Levofloxacine EG filmomh. tabl. (deelb.) 10 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=58214";"http://www.bcfi.be/nl/contents/jump?amppid=58214&view=pvt"
"2769412";"Levofloxacine EG filmomh. tabl. (deelb.) 30 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=58206";"http://www.bcfi.be/nl/contents/jump?amppid=58206&view=pvt"
"2834109";"Levofloxacine Fresenius Kabi inf. oploss. i.v. [flac.] 1 x 500 mg / 100 ml";"http://www.bcfi.be/nl/contents/jump?amppid=58461";"http://www.bcfi.be/nl/contents/jump?amppid=58461&view=pvt"
"2766640";"Levofloxacine Sandoz filmomh. tabl. (deelb.) 10 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=58180";"http://www.bcfi.be/nl/contents/jump?amppid=58180&view=pvt"
"2766624";"Levofloxacine Sandoz filmomh. tabl. (deelb.) 10 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=58164";"http://www.bcfi.be/nl/contents/jump?amppid=58164&view=pvt"
"2796795";"Levofloxacine Sandoz filmomh. tabl. (deelb.) 30 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=60806";"http://www.bcfi.be/nl/contents/jump?amppid=60806&view=pvt"
"2786044";"Levofloxacine Viatris filmomh. tabl. (deelb.) 10 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=58271";"http://www.bcfi.be/nl/contents/jump?amppid=58271&view=pvt"
"2786051";"Levofloxacine Viatris filmomh. tabl. (deelb.) 10 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=58289";"http://www.bcfi.be/nl/contents/jump?amppid=58289&view=pvt"
"2772390";"Levofloxacine Viatris filmomh. tabl. (deelb.) 14 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=58222";"http://www.bcfi.be/nl/contents/jump?amppid=58222&view=pvt"
"2608503";"Levofolic inj./inf. oploss. i.v. [flac.] 1 x 200 mg / 4 ml";"http://www.bcfi.be/nl/contents/jump?amppid=50450";"http://www.bcfi.be/nl/contents/jump?amppid=50450&view=pvt"
"2608511";"Levofolic inj./inf. oploss. i.v. [flac.] 1 x 450 mg / 9 ml";"http://www.bcfi.be/nl/contents/jump?amppid=50468";"http://www.bcfi.be/nl/contents/jump?amppid=50468&view=pvt"
"2608479";"Levofolic inj./inf. oploss. i.v. [flac.] 1 x 50 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=50443";"http://www.bcfi.be/nl/contents/jump?amppid=50443&view=pvt"
"3376092";"Levonortis i.uter. afleveringssysteem 52 mg";"http://www.bcfi.be/nl/contents/jump?amppid=133066";"http://www.bcfi.be/nl/contents/jump?amppid=133066&view=pvt"
"0053744";"Levophed inf. oploss. (conc.) i.v. [amp.] 10 x 8 mg / 4 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2253";"http://www.bcfi.be/nl/contents/jump?amppid=2253&view=pvt"
"2383107";"Levorichter 30 0,03/0,15 omh. tabl. 13 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=41574";"http://www.bcfi.be/nl/contents/jump?amppid=41574&view=pvt"
"1625516";"Levorichter 30 0,03/0,15 omh. tabl. 3 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=26013";"http://www.bcfi.be/nl/contents/jump?amppid=26013&view=pvt"
"2383115";"Levorichter 30 0,03/0,15 omh. tabl. 6 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=41582";"http://www.bcfi.be/nl/contents/jump?amppid=41582&view=pvt"
"3114121";"Levosert i.uter. afleveringssysteem 52 mg";"http://www.bcfi.be/nl/contents/jump?amppid=76810";"http://www.bcfi.be/nl/contents/jump?amppid=76810&view=pvt"
"4570073";"Levosimendan Kabi inf. oploss. (conc.) i.v. [flac.] 1 x 12,5 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=185090";"http://www.bcfi.be/nl/contents/jump?amppid=185090&view=pvt"
"1411735";"Levotuss siroop oploss. 200 ml 6 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=20206";"http://www.bcfi.be/nl/contents/jump?amppid=20206&view=pvt"
"4872933";"Lexotan (PI-Pharma) tabl. (deelb.) 50 x 6 mg";"http://www.bcfi.be/nl/contents/jump?amppid=201624";"http://www.bcfi.be/nl/contents/jump?amppid=201624&view=pvt"
"0052571";"Lexotan tabl. (deelb.) 50 x 3 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2170";"http://www.bcfi.be/nl/contents/jump?amppid=2170&view=pvt"
"0052597";"Lexotan tabl. (deelb.) 50 x 6 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2196";"http://www.bcfi.be/nl/contents/jump?amppid=2196&view=pvt"
"4132064";"Libroxar 2/0,5 subling. tabl. 28 x";"http://www.bcfi.be/nl/contents/jump?amppid=173302";"http://www.bcfi.be/nl/contents/jump?amppid=173302&view=pvt"
"4132072";"Libroxar 8/2 subling. tabl. 28 x";"http://www.bcfi.be/nl/contents/jump?amppid=173328";"http://www.bcfi.be/nl/contents/jump?amppid=173328&view=pvt"
"4309456";"Libtayo (Abacus) inf. oploss. (conc.) i.v. [flac.] 1 x 350 mg / 7 ml";"http://www.bcfi.be/nl/contents/jump?amppid=176644";"http://www.bcfi.be/nl/contents/jump?amppid=176644&view=pvt"
"4105052";"Libtayo inf. oploss. (conc.) i.v. [flac.] 1 x 350 mg / 7 ml";"http://www.bcfi.be/nl/contents/jump?amppid=176172";"http://www.bcfi.be/nl/contents/jump?amppid=176172&view=pvt"
"4993564";"Lidocaïne / Adrenaline Aguettant 10 mg + 5 µg / 1 ml 100/50 inj. oploss. i.v./epidur./p.neur. [amp., locoregionale infiltr.] 10 x 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=204891";"http://www.bcfi.be/nl/contents/jump?amppid=204891&view=pvt"
"4993556";"Lidocaïne / Adrenaline Aguettant 20 mg + 5 µg / 1 ml 200/50 inj. oploss. i.v./epidur./p.neur. [amp., locoregionale infiltr.] 10 x 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=204909";"http://www.bcfi.be/nl/contents/jump?amppid=204909&view=pvt"
"4894788";"Lidocaine Aguettant 10 mg / 1 ml inj. oploss. i.v./s.c./i.derm./s.mucos. [voorgev. spuit, locoregionale infiltr.] 10 x 50 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=202002";"http://www.bcfi.be/nl/contents/jump?amppid=202002&view=pvt"
"4894796";"Lidocaine Aguettant 20 mg / 1 ml inj. oploss. i.v./s.c./i.derm./s.mucos. [voorgev. spuit, locoregionale infiltr.] 10 x 100 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=202010";"http://www.bcfi.be/nl/contents/jump?amppid=202010&view=pvt"
"4769683";"Lidocaine Grindeks 20 mg / 1 ml inj. oploss. i.m./i.v./s.c./epidur. [amp., locoregionale infiltr.] 10 x 100 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=198812";"http://www.bcfi.be/nl/contents/jump?amppid=198812&view=pvt"
"0316331";"Lignospan 20/12,5 inj. oploss. dent. [patr.] 50 x 1,8 ml";"http://www.bcfi.be/nl/contents/jump?amppid=124347";"http://www.bcfi.be/nl/contents/jump?amppid=124347&view=pvt"
"0118273";"Lincocin harde caps. 16 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=5504";"http://www.bcfi.be/nl/contents/jump?amppid=5504&view=pvt"
"0054262";"Lincocin inf. oploss. (conc.) i.v. [voorgev. spuit] 6 x 600 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2279";"http://www.bcfi.be/nl/contents/jump?amppid=2279&view=pvt"
"2314771";"Lindynette 20 0,075/0,02 omh. tabl. 13 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=39230";"http://www.bcfi.be/nl/contents/jump?amppid=39230&view=pvt"
"2257178";"Lindynette 20 0,075/0,02 omh. tabl. 3 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=37994";"http://www.bcfi.be/nl/contents/jump?amppid=37994&view=pvt"
"2257160";"Lindynette 20 0,075/0,02 omh. tabl. 6 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=37986";"http://www.bcfi.be/nl/contents/jump?amppid=37986&view=pvt"
"2314763";"Lindynette 30 0,075/0,03 omh. tabl. 13 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=39222";"http://www.bcfi.be/nl/contents/jump?amppid=39222&view=pvt"
"2257152";"Lindynette 30 0,075/0,03 omh. tabl. 3 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=37978";"http://www.bcfi.be/nl/contents/jump?amppid=37978&view=pvt"
"2257186";"Lindynette 30 0,075/0,03 omh. tabl. 6 x 21";"http://www.bcfi.be/nl/contents/jump?amppid=38000";"http://www.bcfi.be/nl/contents/jump?amppid=38000&view=pvt"
"4426615";"Linezolid Fresenius Kabi inf. oploss. i.v. [flac.] 10 x 600 mg / 300 ml";"http://www.bcfi.be/nl/contents/jump?amppid=180224";"http://www.bcfi.be/nl/contents/jump?amppid=180224&view=pvt"
"3195336";"Linezolid Sandoz filmomh. tabl. 20 x 600 mg";"http://www.bcfi.be/nl/contents/jump?amppid=125864";"http://www.bcfi.be/nl/contents/jump?amppid=125864&view=pvt"
"1204270";"Linisol 1 % inj. oploss. i.v./s.c./i.derm./epidur. [amp.] 20 x 100 mg / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=15735";"http://www.bcfi.be/nl/contents/jump?amppid=15735&view=pvt"
"1205749";"Linisol 2 % inj. oploss. i.v./s.c./epidur. [amp.] 20 x 200 mg / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=15800";"http://www.bcfi.be/nl/contents/jump?amppid=15800&view=pvt"
"1295351";"Lioresal inj./inf. oploss. i.thec. [amp.] 1 x 0,05 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=17467";"http://www.bcfi.be/nl/contents/jump?amppid=17467&view=pvt"
"1295377";"Lioresal inj./inf. oploss. i.thec. [amp.] 1 x 10 mg / 20 ml";"http://www.bcfi.be/nl/contents/jump?amppid=17475";"http://www.bcfi.be/nl/contents/jump?amppid=17475&view=pvt"
"1295369";"Lioresal inj./inf. oploss. i.thec. [amp.] 1 x 10 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=17483";"http://www.bcfi.be/nl/contents/jump?amppid=17483&view=pvt"
"0063354";"Lioresal tabl. (deelb.) 50 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2915";"http://www.bcfi.be/nl/contents/jump?amppid=2915&view=pvt"
"0063362";"Lioresal tabl. (deelb.) 50 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2923";"http://www.bcfi.be/nl/contents/jump?amppid=2923&view=pvt"
"1434711";"Lipactin 175/5 gel 3 g";"http://www.bcfi.be/nl/contents/jump?amppid=20982";"http://www.bcfi.be/nl/contents/jump?amppid=20982&view=pvt"
"1440585";"Lipanthyl harde caps. 90 x 67 mg";"http://www.bcfi.be/nl/contents/jump?amppid=21089";"http://www.bcfi.be/nl/contents/jump?amppid=21089&view=pvt"
"2388700";"Lipanthylnano filmomh. tabl. 30 x 145 mg";"http://www.bcfi.be/nl/contents/jump?amppid=41905";"http://www.bcfi.be/nl/contents/jump?amppid=41905&view=pvt"
"2388692";"Lipanthylnano filmomh. tabl. 90 x 145 mg";"http://www.bcfi.be/nl/contents/jump?amppid=41897";"http://www.bcfi.be/nl/contents/jump?amppid=41897&view=pvt"
"3391448";"Lipertance 10/5/5 filmomh. tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=158097";"http://www.bcfi.be/nl/contents/jump?amppid=158097&view=pvt"
"3391455";"Lipertance 10/5/5 filmomh. tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=158105";"http://www.bcfi.be/nl/contents/jump?amppid=158105&view=pvt"
"3391489";"Lipertance 20/10/10 filmomh. tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=158113";"http://www.bcfi.be/nl/contents/jump?amppid=158113&view=pvt"
"3391497";"Lipertance 20/10/10 filmomh. tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=158121";"http://www.bcfi.be/nl/contents/jump?amppid=158121&view=pvt"
"3391398";"Lipertance 20/10/5 filmomh. tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=138727";"http://www.bcfi.be/nl/contents/jump?amppid=138727&view=pvt"
"3391406";"Lipertance 20/10/5 filmomh. tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=138735";"http://www.bcfi.be/nl/contents/jump?amppid=138735&view=pvt"
"3391414";"Lipertance 20/5/5 filmomh. tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=138701";"http://www.bcfi.be/nl/contents/jump?amppid=138701&view=pvt"
"3391430";"Lipertance 20/5/5 filmomh. tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=138719";"http://www.bcfi.be/nl/contents/jump?amppid=138719&view=pvt"
"3391463";"Lipertance 40/10/10 filmomh. tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=138743";"http://www.bcfi.be/nl/contents/jump?amppid=138743&view=pvt"
"3391471";"Lipertance 40/10/10 filmomh. tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=138750";"http://www.bcfi.be/nl/contents/jump?amppid=138750&view=pvt"
"4969317";"Lipertance (Orifarm Belgium) 20/10/5 filmomh. tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=201467";"http://www.bcfi.be/nl/contents/jump?amppid=201467&view=pvt"
"4947842";"Lipertance (PI-Pharma) 20/10/5 filmomh. tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=202671";"http://www.bcfi.be/nl/contents/jump?amppid=202671&view=pvt"
"2064194";"Lipiodol Ultra Fluide 480 mg / 1 ml inj. oploss. i.arter./i.lymf./i.uter. [amp.] 1 x 4 800 mg / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=31955";"http://www.bcfi.be/nl/contents/jump?amppid=31955&view=pvt"
"1361518";"Lipitor filmomh. tabl. 28 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=18986";"http://www.bcfi.be/nl/contents/jump?amppid=18986&view=pvt"
"1361534";"Lipitor filmomh. tabl. 28 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=19000";"http://www.bcfi.be/nl/contents/jump?amppid=19000&view=pvt"
"1361526";"Lipitor filmomh. tabl. 84 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=18994";"http://www.bcfi.be/nl/contents/jump?amppid=18994&view=pvt"
"1361542";"Lipitor filmomh. tabl. 84 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=19018";"http://www.bcfi.be/nl/contents/jump?amppid=19018&view=pvt"
"1641018";"Lipitor filmomh. tabl. 84 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=26393";"http://www.bcfi.be/nl/contents/jump?amppid=26393&view=pvt"
"1720127";"Lipitor filmomh. tabl. 98 x 80 mg";"http://www.bcfi.be/nl/contents/jump?amppid=28712";"http://www.bcfi.be/nl/contents/jump?amppid=28712&view=pvt"
"2767473";"Lipitor kauwtabl. 30 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=60749";"http://www.bcfi.be/nl/contents/jump?amppid=60749&view=pvt"
"1696400";"Liposic ocul. gel 10 g 2 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=28126";"http://www.bcfi.be/nl/contents/jump?amppid=28126&view=pvt"
"4917886";"Lisinopril EG (Orifarm Belgium) tabl. (deelb. in 4) 98 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=200683";"http://www.bcfi.be/nl/contents/jump?amppid=200683&view=pvt"
"2675775";"Lisinopril EG (PI-Pharma) tabl. (deelb. in 4) 98 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=62497";"http://www.bcfi.be/nl/contents/jump?amppid=62497&view=pvt"
"1721356";"Lisinopril EG tabl. (deelb.) 28 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=28852";"http://www.bcfi.be/nl/contents/jump?amppid=28852&view=pvt"
"2341402";"Lisinopril EG tabl. (deelb.) 56 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=40493";"http://www.bcfi.be/nl/contents/jump?amppid=40493&view=pvt"
"1721364";"Lisinopril EG tabl. (deelb. in 4) 28 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=28860";"http://www.bcfi.be/nl/contents/jump?amppid=28860&view=pvt"
"1721372";"Lisinopril EG tabl. (deelb. in 4) 56 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=28878";"http://www.bcfi.be/nl/contents/jump?amppid=28878&view=pvt"
"2093383";"Lisinopril EG tabl. (deelb. in 4) 98 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=32938";"http://www.bcfi.be/nl/contents/jump?amppid=32938&view=pvt"
"4769709";"Lisinopril Grindeks tabl. 56 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=195743";"http://www.bcfi.be/nl/contents/jump?amppid=195743&view=pvt"
"4769691";"Lisinopril Grindeks tabl. (deelb.) 84 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=195750";"http://www.bcfi.be/nl/contents/jump?amppid=195750&view=pvt"
"1791029";"Lisinopril Sandoz tabl. (deelb.) 100 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=30999";"http://www.bcfi.be/nl/contents/jump?amppid=30999&view=pvt"
"1645217";"Lisinopril Sandoz tabl. (deelb.) 56 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=26609";"http://www.bcfi.be/nl/contents/jump?amppid=26609&view=pvt"
"1705540";"Lisinopril Sandoz tabl. (deelb.) 56 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=28258";"http://www.bcfi.be/nl/contents/jump?amppid=28258&view=pvt"
"2082766";"Lisinopril Teva tabl. (deelb.) 100 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=32607";"http://www.bcfi.be/nl/contents/jump?amppid=32607&view=pvt"
