"Mppcv";"Mppnm_";"Link2MPG";"Link2PVT"
"1591163";"2Lebv subling. glob. 30 x 1 dos.";"http://www.bcfi.be/nl/contents/jump?amppid=156448";"http://www.bcfi.be/nl/contents/jump?amppid=156448&view=pvt"
"1591254";"2Lherp subling. glob. 30 x 1 dos.";"http://www.bcfi.be/nl/contents/jump?amppid=157669";"http://www.bcfi.be/nl/contents/jump?amppid=157669&view=pvt"
"1591296";"2Lpapi subling. glob. 30 x 1 dos.";"http://www.bcfi.be/nl/contents/jump?amppid=153775";"http://www.bcfi.be/nl/contents/jump?amppid=153775&view=pvt"
"1591338";"2Lveru subling. glob. 30 x 1 dos.";"http://www.bcfi.be/nl/contents/jump?amppid=153759";"http://www.bcfi.be/nl/contents/jump?amppid=153759&view=pvt"
"3595600";"2Lveru subling. glob. Junior 30 x 1 dos.";"http://www.bcfi.be/nl/contents/jump?amppid=153767";"http://www.bcfi.be/nl/contents/jump?amppid=153767&view=pvt"
"4102968";"Aacidexam inj./instill. oploss. i.m./i.v./i.artic./i.burs./rect. [amp.] 10 x 5 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=173799";"http://www.bcfi.be/nl/contents/jump?amppid=173799&view=pvt"
"0860932";"Aacifemine ovule 15 x 0,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=12286";"http://www.bcfi.be/nl/contents/jump?amppid=12286&view=pvt"
"0016188";"Aacifemine tabl. (deelb.) 30 x 2 mg";"http://www.bcfi.be/nl/contents/jump?amppid=265";"http://www.bcfi.be/nl/contents/jump?amppid=265&view=pvt"
"0860924";"Aacifemine vag. crème 15 g 1 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=12278";"http://www.bcfi.be/nl/contents/jump?amppid=12278&view=pvt"
"4247763";"Abacavir / Lamivudine Viatris 600/300 filmomh. tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=177980";"http://www.bcfi.be/nl/contents/jump?amppid=177980&view=pvt"
"4522744";"Abevmy 25 mg / 1 ml inf. oploss. (conc.) i.v. [flac.] 1 x 100 mg / 4 ml";"http://www.bcfi.be/nl/contents/jump?amppid=189381";"http://www.bcfi.be/nl/contents/jump?amppid=189381&view=pvt"
"4522751";"Abevmy 25 mg / 1 ml inf. oploss. (conc.) i.v. [flac.] 1 x 400 mg / 16 ml";"http://www.bcfi.be/nl/contents/jump?amppid=189266";"http://www.bcfi.be/nl/contents/jump?amppid=189266&view=pvt"
"4165536";"Abilify (Abacus) tabl. 28 x 10 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=171652";"http://www.bcfi.be/nl/contents/jump?amppid=171652&view=pvt"
"4904702";"Abilify (Abacus) tabl. 28 x 15 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=200022";"http://www.bcfi.be/nl/contents/jump?amppid=200022&view=pvt"
"4753158";"Abilify (Abacus) tabl. 28 x 30 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=193052";"http://www.bcfi.be/nl/contents/jump?amppid=193052&view=pvt"
"4165726";"Abilify (Abacus) tabl. 98 x 10 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=171660";"http://www.bcfi.be/nl/contents/jump?amppid=171660&view=pvt"
"4178901";"Abilify (Abacus) tabl. 98 x 15 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=171942";"http://www.bcfi.be/nl/contents/jump?amppid=171942&view=pvt"
"2567576";"Abilify inj. oploss. i.m. [flac.] 1 x 9,75 mg / 1,3 ml";"http://www.bcfi.be/nl/contents/jump?amppid=47944";"http://www.bcfi.be/nl/contents/jump?amppid=47944&view=pvt"
"4969077";"Abilify inj. susp. verl. afgifte i.m. [voorgev. spuit] 1 x 960 mg / 3,2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=201913";"http://www.bcfi.be/nl/contents/jump?amppid=201913&view=pvt"
"3154887";"Abilify inj. susp. verl. afgifte (pdr. + solv.) i.m. Maintena [2x flac.] 1 x 400 mg";"http://www.bcfi.be/nl/contents/jump?amppid=109421";"http://www.bcfi.be/nl/contents/jump?amppid=109421&view=pvt"
"3060001";"Abilify oploss. 150 ml 1 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=74625";"http://www.bcfi.be/nl/contents/jump?amppid=74625&view=pvt"
"4201737";"Abilify (Orifarm Belgium) tabl. 28 x 10 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=175992";"http://www.bcfi.be/nl/contents/jump?amppid=175992&view=pvt"
"4201745";"Abilify (Orifarm Belgium) tabl. 98 x 10 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=176008";"http://www.bcfi.be/nl/contents/jump?amppid=176008&view=pvt"
"4272100";"Abilify (Orifarm Belgium) tabl. 98 x 15 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=176016";"http://www.bcfi.be/nl/contents/jump?amppid=176016&view=pvt"
"3534807";"Abilify (PI-Pharma) tabl. 28 x 10 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=165985";"http://www.bcfi.be/nl/contents/jump?amppid=165985&view=pvt"
"3534948";"Abilify (PI-Pharma) tabl. 28 x 15 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=166009";"http://www.bcfi.be/nl/contents/jump?amppid=166009&view=pvt"
"3573573";"Abilify (PI-Pharma) tabl. 28 x 30 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=166017";"http://www.bcfi.be/nl/contents/jump?amppid=166017&view=pvt"
"3573557";"Abilify (PI-Pharma) tabl. 98 x 10 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=165993";"http://www.bcfi.be/nl/contents/jump?amppid=165993&view=pvt"
"3573565";"Abilify (PI-Pharma) tabl. 98 x 15 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=160945";"http://www.bcfi.be/nl/contents/jump?amppid=160945&view=pvt"
"2237220";"Abilify tabl. 28 x 10 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=37481";"http://www.bcfi.be/nl/contents/jump?amppid=37481&view=pvt"
"2237238";"Abilify tabl. 28 x 15 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=37499";"http://www.bcfi.be/nl/contents/jump?amppid=37499&view=pvt"
"2237246";"Abilify tabl. 28 x 30 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=37507";"http://www.bcfi.be/nl/contents/jump?amppid=37507&view=pvt"
"3255684";"Abilify tabl. 98 x 10 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=127530";"http://www.bcfi.be/nl/contents/jump?amppid=127530&view=pvt"
"3255676";"Abilify tabl. 98 x 15 mg (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=127548";"http://www.bcfi.be/nl/contents/jump?amppid=127548&view=pvt"
"4614384";"Abiraterone Accord filmomh. tabl. 56 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=185439";"http://www.bcfi.be/nl/contents/jump?amppid=185439&view=pvt"
"4607750";"Abirateron EG filmomh. tabl. 56 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=185546";"http://www.bcfi.be/nl/contents/jump?amppid=185546&view=pvt"
"4549655";"Abiraterone Krka filmomh. tabl. 60 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=186288";"http://www.bcfi.be/nl/contents/jump?amppid=186288&view=pvt"
"4495099";"Abiraterone Mylan filmomh. tabl. 60 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=186296";"http://www.bcfi.be/nl/contents/jump?amppid=186296&view=pvt"
"4495081";"Abiraterone Mylan filmomh. tabl. (deelb.) 30 x 1 000 mg";"http://www.bcfi.be/nl/contents/jump?amppid=186304";"http://www.bcfi.be/nl/contents/jump?amppid=186304&view=pvt"
"2834786";"Abraxane 5 mg / 1 ml inf. disp. (pdr.) i.v. [flac.] 1 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=140863";"http://www.bcfi.be/nl/contents/jump?amppid=140863&view=pvt"
"4736807";"Abrysvo inj. oploss. (pdr. + solv.) i.m. [flac. + voorgev. spuit] 1 dos.";"http://www.bcfi.be/nl/contents/jump?amppid=193466";"http://www.bcfi.be/nl/contents/jump?amppid=193466&view=pvt"
"3906799";"Acarizax subling. lyofilisaat 30 x 12 SQ-HDM";"http://www.bcfi.be/nl/contents/jump?amppid=173088";"http://www.bcfi.be/nl/contents/jump?amppid=173088&view=pvt"
"4154878";"Acarizax subling. lyofilisaat 90 x 12 SQ-HDM";"http://www.bcfi.be/nl/contents/jump?amppid=173096";"http://www.bcfi.be/nl/contents/jump?amppid=173096&view=pvt"
"4133641";"Acatar Mono siroop oploss. (zonder suiker) 125 ml 3 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=169813";"http://www.bcfi.be/nl/contents/jump?amppid=169813&view=pvt"
"4441077";"Accofil inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit] 1 x 12 ME / 0,2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=186726";"http://www.bcfi.be/nl/contents/jump?amppid=186726&view=pvt"
"4441085";"Accofil inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit] 1 x 70 ME / 0,73 ml";"http://www.bcfi.be/nl/contents/jump?amppid=185595";"http://www.bcfi.be/nl/contents/jump?amppid=185595&view=pvt"
"3258662";"Accofil inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit] 5 x 30 ME / 0,5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=132993";"http://www.bcfi.be/nl/contents/jump?amppid=132993&view=pvt"
"3258670";"Accofil inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit] 5 x 48 ME / 0,5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=134650";"http://www.bcfi.be/nl/contents/jump?amppid=134650&view=pvt"
"3277605";"Aceclofenac EG filmomh. tabl. 20 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132290";"http://www.bcfi.be/nl/contents/jump?amppid=132290&view=pvt"
"3277613";"Aceclofenac EG filmomh. tabl. 60 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132308";"http://www.bcfi.be/nl/contents/jump?amppid=132308&view=pvt"
"1286285";"Acetylcysteine EG bruistabl. 10 x 600 mg";"http://www.bcfi.be/nl/contents/jump?amppid=17186";"http://www.bcfi.be/nl/contents/jump?amppid=17186&view=pvt"
"3276094";"Acetylcysteine EG bruistabl. 30 x 600 mg";"http://www.bcfi.be/nl/contents/jump?amppid=127738";"http://www.bcfi.be/nl/contents/jump?amppid=127738&view=pvt"
"3276102";"Acetylcysteine EG bruistabl. 60 x 600 mg";"http://www.bcfi.be/nl/contents/jump?amppid=127746";"http://www.bcfi.be/nl/contents/jump?amppid=127746&view=pvt"
"0600189";"Acetylcysteine EG harde caps. 30 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=9399";"http://www.bcfi.be/nl/contents/jump?amppid=9399&view=pvt"
"1286269";"Acetylcysteine EG oploss. (gran., zakjes) 10 x 600 mg";"http://www.bcfi.be/nl/contents/jump?amppid=17160";"http://www.bcfi.be/nl/contents/jump?amppid=17160&view=pvt"
"1286251";"Acetylcysteine EG oploss. (gran., zakjes) 30 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=17152";"http://www.bcfi.be/nl/contents/jump?amppid=17152&view=pvt"
"3276078";"Acetylcysteine EG oploss. (gran., zakjes) 30 x 600 mg";"http://www.bcfi.be/nl/contents/jump?amppid=127753";"http://www.bcfi.be/nl/contents/jump?amppid=127753&view=pvt"
"3276086";"Acetylcysteine EG oploss. (gran., zakjes) 60 x 600 mg";"http://www.bcfi.be/nl/contents/jump?amppid=127761";"http://www.bcfi.be/nl/contents/jump?amppid=127761&view=pvt"
"0139592";"Acetylsalicylzuur Panpharma inj./inf. oploss. (pdr. + solv.) i.m./i.v. [flac. + amp.] 6 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=6619";"http://www.bcfi.be/nl/contents/jump?amppid=6619&view=pvt"
"4232633";"Aciclovir AB tabl. 25 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=178020";"http://www.bcfi.be/nl/contents/jump?amppid=178020&view=pvt"
"4232625";"Aciclovir AB tabl. (deelb.) 35 x 800 mg";"http://www.bcfi.be/nl/contents/jump?amppid=178012";"http://www.bcfi.be/nl/contents/jump?amppid=178012&view=pvt"
"4166914";"Aciclovir Agepha ocul. zalf [zonder bew.] 4,5 g 30 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=169326";"http://www.bcfi.be/nl/contents/jump?amppid=169326&view=pvt"
"1487347";"Aciclovir EG crème 15 g 50 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=22343";"http://www.bcfi.be/nl/contents/jump?amppid=22343&view=pvt"
"2155075";"Aciclovir EG crème Labialis 2 g 50 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=34421";"http://www.bcfi.be/nl/contents/jump?amppid=34421&view=pvt"
"1464015";"Aciclovir EG tabl. 25 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=21634";"http://www.bcfi.be/nl/contents/jump?amppid=21634&view=pvt"
"1464049";"Aciclovir EG tabl. (deelb.) 35 x 800 mg";"http://www.bcfi.be/nl/contents/jump?amppid=21642";"http://www.bcfi.be/nl/contents/jump?amppid=21642&view=pvt"
"1621721";"Aciclovir GSK crème 10 g 50 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=25817";"http://www.bcfi.be/nl/contents/jump?amppid=25817&view=pvt"
"0013714";"Aciclovir GSK inj./inf. oploss. (pdr.) i.v. [flac.] 5 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=166";"http://www.bcfi.be/nl/contents/jump?amppid=166&view=pvt"
"1003607";"Aciclovir GSK susp. 100 ml 400 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=13078";"http://www.bcfi.be/nl/contents/jump?amppid=13078&view=pvt"
"0889071";"Aciclovir GSK tabl. 25 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=12682";"http://www.bcfi.be/nl/contents/jump?amppid=12682&view=pvt"
"0458133";"Aciclovir GSK tabl. 35 x 800 mg";"http://www.bcfi.be/nl/contents/jump?amppid=8763";"http://www.bcfi.be/nl/contents/jump?amppid=8763&view=pvt"
"1563105";"Aciclovir Hospira inf. oploss. (conc.) i.v. [flac.] 1 x 1 g / 40 ml";"http://www.bcfi.be/nl/contents/jump?amppid=24349";"http://www.bcfi.be/nl/contents/jump?amppid=24349&view=pvt"
"1563113";"Aciclovir Hospira inf. oploss. (conc.) i.v. [flac.] 5 x 500 mg / 20 ml";"http://www.bcfi.be/nl/contents/jump?amppid=24356";"http://www.bcfi.be/nl/contents/jump?amppid=24356&view=pvt"
"1679018";"Aciclovir Sandoz tabl. 25 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=27524";"http://www.bcfi.be/nl/contents/jump?amppid=27524&view=pvt"
"1679000";"Aciclovir Sandoz tabl. 35 x 800 mg";"http://www.bcfi.be/nl/contents/jump?amppid=27516";"http://www.bcfi.be/nl/contents/jump?amppid=27516&view=pvt"
"2976868";"Acidcare maagsapresist. harde caps. 14 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=67207";"http://www.bcfi.be/nl/contents/jump?amppid=67207&view=pvt"
"2976850";"Acidcare maagsapresist. harde caps. 28 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=67199";"http://www.bcfi.be/nl/contents/jump?amppid=67199&view=pvt"
"4132213";"Aclasta (Abacus) inf. oploss. i.v. [flac.] 1 x 5 mg / 100 ml";"http://www.bcfi.be/nl/contents/jump?amppid=169946";"http://www.bcfi.be/nl/contents/jump?amppid=169946&view=pvt"
"2213114";"Aclasta inf. oploss. i.v. [flac.] 1 x 5 mg / 100 ml";"http://www.bcfi.be/nl/contents/jump?amppid=36434";"http://www.bcfi.be/nl/contents/jump?amppid=36434&view=pvt"
"1497635";"Acneplus 20/50 crème 30 g";"http://www.bcfi.be/nl/contents/jump?amppid=22566";"http://www.bcfi.be/nl/contents/jump?amppid=22566&view=pvt"
"3130705";"Actheane subling. tabl. 120 x";"http://www.bcfi.be/nl/contents/jump?amppid=183731";"http://www.bcfi.be/nl/contents/jump?amppid=183731&view=pvt"
"0685479";"Actilyse inj./inf. oploss. (pdr. + solv.) i.v. [2x flac.] 1 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=10710";"http://www.bcfi.be/nl/contents/jump?amppid=10710&view=pvt"
"0656835";"Actilyse inj./inf. oploss. (pdr. + solv.) i.v. [2x flac.] 1 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=10058";"http://www.bcfi.be/nl/contents/jump?amppid=10058&view=pvt"
"1569581";"Actisorb Silver 220 verband 10 x (10,5 x 10,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=190926";"http://www.bcfi.be/nl/contents/jump?amppid=190926&view=pvt"
"1569565";"Actisorb Silver 220 verband 10 x (19 x 10,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=190934";"http://www.bcfi.be/nl/contents/jump?amppid=190934&view=pvt"
"1569607";"Actisorb Silver 220 verband 10 x (9,5 x 6,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=190918";"http://www.bcfi.be/nl/contents/jump?amppid=190918&view=pvt"
"1436872";"Activelle 1/0,5 filmomh. tabl. 3 x 28";"http://www.bcfi.be/nl/contents/jump?amppid=21006";"http://www.bcfi.be/nl/contents/jump?amppid=21006&view=pvt"
"3163128";"Activelle (Impexeco) 1/0,5 filmomh. tabl. 3 x 28";"http://www.bcfi.be/nl/contents/jump?amppid=133587";"http://www.bcfi.be/nl/contents/jump?amppid=133587&view=pvt"
"4651337";"Activelle (Orifarm Belgium) 1/0,5 filmomh. tabl. 3 x 28";"http://www.bcfi.be/nl/contents/jump?amppid=190710";"http://www.bcfi.be/nl/contents/jump?amppid=190710&view=pvt"
"2613024";"Actonel Combi D 12 x (filmomh. tabl. 1 + bruisgran. (zakjes) 6)";"http://www.bcfi.be/nl/contents/jump?amppid=106476";"http://www.bcfi.be/nl/contents/jump?amppid=106476&view=pvt"
"1597863";"Actonel filmomh. tabl. 84 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=25536";"http://www.bcfi.be/nl/contents/jump?amppid=25536&view=pvt"
"1768548";"Actonel filmomh. tabl. Wekelijks 12 x 35 mg";"http://www.bcfi.be/nl/contents/jump?amppid=30494";"http://www.bcfi.be/nl/contents/jump?amppid=30494&view=pvt"
"0664482";"Actosolv inj./inf. oploss. (pdr.) i.v./i.arter. [flac.] 1 x 100 000 IE";"http://www.bcfi.be/nl/contents/jump?amppid=10231";"http://www.bcfi.be/nl/contents/jump?amppid=10231&view=pvt"
"0290189";"Actosolv inj./inf. oploss. (pdr.) i.v./i.arter. [flac.] 1 x 600 000 IE";"http://www.bcfi.be/nl/contents/jump?amppid=7310";"http://www.bcfi.be/nl/contents/jump?amppid=7310&view=pvt"
"4793550";"Actos (PI-Pharma) tabl. 98 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=197079";"http://www.bcfi.be/nl/contents/jump?amppid=197079&view=pvt"
"1669373";"Actos tabl. 28 x 15 mg";"http://www.bcfi.be/nl/contents/jump?amppid=27136";"http://www.bcfi.be/nl/contents/jump?amppid=27136&view=pvt"
"1732874";"Actos tabl. 28 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=29348";"http://www.bcfi.be/nl/contents/jump?amppid=29348&view=pvt"
"2494276";"Actos tabl. 98 x 15 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45484";"http://www.bcfi.be/nl/contents/jump?amppid=45484&view=pvt"
"2494268";"Actos tabl. 98 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45476";"http://www.bcfi.be/nl/contents/jump?amppid=45476&view=pvt"
"0245399";"Actrapid inj. oploss. i.v./s.c. [flac.] 1 x 10 ml 100 IE / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=6825";"http://www.bcfi.be/nl/contents/jump?amppid=6825&view=pvt"
"1198837";"Aculare 0,5 % ocul. druppels oploss. 10 ml 5 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=15693";"http://www.bcfi.be/nl/contents/jump?amppid=15693&view=pvt"
"3440963";"Adaptic Touch verband 10 x (12,7 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=190959";"http://www.bcfi.be/nl/contents/jump?amppid=190959&view=pvt"
"3440955";"Adaptic Touch verband 10 x (7,6 x 11 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=190967";"http://www.bcfi.be/nl/contents/jump?amppid=190967&view=pvt"
"3440948";"Adaptic Touch verband 10 x (7,6 x 5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=190975";"http://www.bcfi.be/nl/contents/jump?amppid=190975&view=pvt"
"3440971";"Adaptic Touch verband 5 x (20 x 32 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=190942";"http://www.bcfi.be/nl/contents/jump?amppid=190942&view=pvt"
"4219770";"Adcetris (Abacus) inf. oploss. conc. (pdr.) i.v. [flac.] 1 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=174581";"http://www.bcfi.be/nl/contents/jump?amppid=174581&view=pvt"
"3010774";"Adcetris inf. oploss. conc. (pdr.) i.v. [flac.] 1 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=73155";"http://www.bcfi.be/nl/contents/jump?amppid=73155&view=pvt"
"2714319";"Adcirca filmomh. tabl. 56 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=60012";"http://www.bcfi.be/nl/contents/jump?amppid=60012&view=pvt"
"4637146";"Adcirca (Orifarm Belgium) filmomh. tabl. 56 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=203703";"http://www.bcfi.be/nl/contents/jump?amppid=203703&view=pvt"
"4868501";"Adcirca susp. 220 ml 2 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=198952";"http://www.bcfi.be/nl/contents/jump?amppid=198952&view=pvt"
"4252789";"Additiva Vitamin C bruistabl. 20 x 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=34272";"http://www.bcfi.be/nl/contents/jump?amppid=34272&view=pvt"
"4695607";"Adempas (Abacus) filmomh. tabl. 42 x 2,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=192237";"http://www.bcfi.be/nl/contents/jump?amppid=192237&view=pvt"
"3144086";"Adempas filmomh. tabl. 42 x 0,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=109157";"http://www.bcfi.be/nl/contents/jump?amppid=109157&view=pvt"
"3144102";"Adempas filmomh. tabl. 42 x 1,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=109173";"http://www.bcfi.be/nl/contents/jump?amppid=109173&view=pvt"
"3144094";"Adempas filmomh. tabl. 42 x 1 mg";"http://www.bcfi.be/nl/contents/jump?amppid=109165";"http://www.bcfi.be/nl/contents/jump?amppid=109165&view=pvt"
"3144136";"Adempas filmomh. tabl. 42 x 2,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=109199";"http://www.bcfi.be/nl/contents/jump?amppid=109199&view=pvt"
"3144110";"Adempas filmomh. tabl. 42 x 2 mg";"http://www.bcfi.be/nl/contents/jump?amppid=109181";"http://www.bcfi.be/nl/contents/jump?amppid=109181&view=pvt"
"4733077";"Adempas (Orifarm Belgium) filmomh. tabl. 42 x 2,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=200352";"http://www.bcfi.be/nl/contents/jump?amppid=200352&view=pvt"
"1186139";"Adenocor inj. oploss. i.v. [amp.] 6 x 6 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=15586";"http://www.bcfi.be/nl/contents/jump?amppid=15586&view=pvt"
"2878429";"Adenuric filmomh. tabl. 28 x 120 mg";"http://www.bcfi.be/nl/contents/jump?amppid=61564";"http://www.bcfi.be/nl/contents/jump?amppid=61564&view=pvt"
"2878395";"Adenuric filmomh. tabl. 28 x 80 mg";"http://www.bcfi.be/nl/contents/jump?amppid=61531";"http://www.bcfi.be/nl/contents/jump?amppid=61531&view=pvt"
"2878403";"Adenuric filmomh. tabl. 84 x 120 mg";"http://www.bcfi.be/nl/contents/jump?amppid=61549";"http://www.bcfi.be/nl/contents/jump?amppid=61549&view=pvt"
"2878411";"Adenuric filmomh. tabl. 84 x 80 mg";"http://www.bcfi.be/nl/contents/jump?amppid=61556";"http://www.bcfi.be/nl/contents/jump?amppid=61556&view=pvt"
"2915304";"Adoport harde caps. 100 x 0,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=66472";"http://www.bcfi.be/nl/contents/jump?amppid=66472&view=pvt"
"2915312";"Adoport harde caps. 100 x 1 mg";"http://www.bcfi.be/nl/contents/jump?amppid=66480";"http://www.bcfi.be/nl/contents/jump?amppid=66480&view=pvt"
"3187226";"Adoport harde caps. 100 x 2 mg";"http://www.bcfi.be/nl/contents/jump?amppid=125799";"http://www.bcfi.be/nl/contents/jump?amppid=125799&view=pvt"
"2915320";"Adoport harde caps. 100 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=66498";"http://www.bcfi.be/nl/contents/jump?amppid=66498&view=pvt"
"4516001";"Adrenaline Sterop inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.] 10 x 1 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=188235";"http://www.bcfi.be/nl/contents/jump?amppid=188235&view=pvt"
"4581476";"Adrenaline Sterop inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.] 5 x 1 mg / 1 ml (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=188953";"http://www.bcfi.be/nl/contents/jump?amppid=188953&view=pvt"
"3425642";"Adrenaline (Tartrate) Aguettant 0,1 mg / 1 ml inj. oploss. i.v./endotrach./i.oss. [voorgev. spuit] 10 x 1 mg / 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=135079";"http://www.bcfi.be/nl/contents/jump?amppid=135079&view=pvt"
"4220398";"Adrenaline (Tartrate) Aguettant 1 mg / 1 ml inj. oploss. i.v./endotrach./i.oss. [voorgev. spuit] 10 x 5 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=175877";"http://www.bcfi.be/nl/contents/jump?amppid=175877&view=pvt"
"2598712";"Adrenaline (Tartrate) Sterop inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.] 10 x 1 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=78691";"http://www.bcfi.be/nl/contents/jump?amppid=78691&view=pvt"
"2598746";"Adrenaline (Tartrate) Sterop inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.] 5 x 1 mg / 1 ml (UD)";"http://www.bcfi.be/nl/contents/jump?amppid=49825";"http://www.bcfi.be/nl/contents/jump?amppid=49825&view=pvt"
"0288399";"Adriblastina inf./instill. oploss. (conc.) i.v./i.vesic. [flac.] 1 x 10 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=7286";"http://www.bcfi.be/nl/contents/jump?amppid=7286&view=pvt"
"1204379";"Adriblastina inf./instill. oploss. (conc.) i.v./i.vesic. [flac.] 1 x 200 mg / 100 ml";"http://www.bcfi.be/nl/contents/jump?amppid=15743";"http://www.bcfi.be/nl/contents/jump?amppid=15743&view=pvt"
"0251454";"Adriblastina inf./instill. oploss. (conc.) i.v./i.vesic. [flac.] 1 x 50 mg / 25 ml";"http://www.bcfi.be/nl/contents/jump?amppid=6932";"http://www.bcfi.be/nl/contents/jump?amppid=6932&view=pvt"
