"GalCV";"NGalNm";"FGalNm";"Amb";"Hosp"
"00388";"inj. disp. i.v. [flac.]";"disp. inj. i.v. [flac.]";true;false
"00389";"crème (pomp)";"crème (pompe)";true;false
"00390";"tabl. geregul. afgifte";"compr. lib. modif.";true;false
"00391";"inj. oploss. (pdr.) i.m./i.gland. [flac.]";"sol. inj. (pdr) i.m./i.gland. [flac.]";true;false
"00392";"omh. tabl. (deelb. kwantit.)";"compr. enr. (séc. quantit.)";true;false
"00393";"inj. oploss./inf. oploss. (conc.) i.v. [flac.]";"sol. inj./sol. perf. à diluer i.v. [flac.]";true;false
"00394";"inj. susp. (pdr.) s.c. [flac.]";"susp. inj. (pdr) s.c. [flac.]";true;false
"00395";"gran. (zakjes) Instant Vanille Aardbei";"gran. (sachet) Instant Vanille Fraise";true;false
"00396";"inj. oploss. s.c. KwikPen [voorgev. pen]";"sol. inj. s.c. KwikPen [stylo prérempli]";true;false
"00397";"inf. disp. (conc.) i.v. Pegylated Liposomal [flac.]";"disp. perf. à diluer i.v. Pegylated Liposomal [flac.]";true;false
"00398";"inj./inf. oploss. (pdr.) i.m./i.v./s.c. [flac.]";"sol. inj./perf. (pdr) i.m./i.v./s.c. [flac.]";true;false
"00399";"inj. oploss. s.c. Junior KwikPen [voorgev. pen]";"sol. inj. s.c. Junior KwikPen [stylo prérempli]";true;false
"00400";"inj. susp. (pdr. + susp.) i.m. [2x flac.]";"susp. inj. (pdr + susp.) i.m. [2x flac.]";true;false
"00401";"inj. susp. s.c. Starter Pack [flac.]";"susp. inj. s.c. Starter Pack [flac.]";true;false
"00402";"endocerv. gel [voorgev. spuit]";"gel endocerv. [ser. préremplie]";true;false
"00403";"inf. disp. conc. (pdr.) i.v. Liposomaal [flac.]";"disp. perf. à diluer (pdr) i.v. Liposomale [flac.]";true;false
"00404";"nas. druppels oploss.";"gtts sol. nas.";true;false
"00405";"cut. oploss. Lotion";"sol. cut. Lotion";true;false
"00406";"inf. emuls. (conc.) i.v. Kind [amp.]";"émuls. perf. à diluer i.v. Enfant [amp.]";true;false
"00407";"inf. emuls. (conc.) i.v. Volw. [amp.]";"émuls. perf. à diluer i.v. Adulte [amp.]";true;false
"00408";"transderm. pleister Septem";"dispositif transderm. Septem";true;false
"00409";"filmomh. tabl. Conti";"compr. pellic. Conti";true;false
"00410";"inf. oploss. (pdr.) i.v. I.V. [flac.]";"sol. perf. (pdr) i.v. I.V. [flac.]";true;false
"00411";"transderm. lok. spray oploss.";"sol. spray transderm. local";true;false
"00412";"s.c. implantaat NXT [implantaatinjector]";"implant s.c. NXT [pistolet pour implant]";true;false
"00413";"zalf voor inhalatiedamp [pot]";"pommade inhal. vapeur [pot]";true;false
"00414";"tabl. (deelb. kwantit.) Besilaat";"compr. (séc. quantit.) Besilaat";true;false
"00415";"omh. tabl. (deelb. kwantit.) Divule";"compr. enr. (séc. quantit.) Divule";true;false
"00416";"tabl. Besilate";"compr. Besilate";true;false
"00417";"ocul. insert";"insert opht.";true;false
"00418";"inj./inf. oploss. (conc.) i.v./s.c. [flac.]";"sol. inj./perf. à diluer i.v./s.c. [flac.]";true;false
"00419";"inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit]";"sol. inj./perf. à diluer i.v./s.c. [ser. préremplie]";true;false
"00420";"orofar. spray oploss. Honing en Citroen";"sol. spray orophar. Miel et Citron";true;false
"00421";"siroop susp. (pdr.)";"sirop susp. (pdr)";true;false
"00422";"inj./inf. oploss. (conc.) i.v. [flac.]";"sol. inj./perf. à diluer i.v. [flac.]";true;false
"00423";"inj./drinkb. oploss. i.v./or. [amp.]";"sol. inj./buv. i.v./or. [amp.]";true;false
"00424";"inj./drinkb. oploss. i.m./i.v./or. Paediatric [amp.]";"sol. inj./buv. i.m./i.v./or. Paediatric [amp.]";true;false
"00425";"inf. oploss. (toed. systeem) p.neur. [pomp, locoregionale infiltr.]";"sol. perf. (système admin.) p.neur. [pompe, infiltr. locorégionale]";true;false
"00426";"inj. oploss. i.derm. [flac.]";"sol. inj. i.derm. [flac.]";true;false
"00427";"vag. afgiftesysteem";"système de diffusion vag.";true;false
"00428";"inj. oploss. (pdr. + solv.) i.m./i.v./s.c. Hypokit [flac. + voorgev. spuit]";"sol. inj. (pdr + solv.) i.m./i.v./s.c. Hypokit [flac. + ser. préremplie]";true;false
"00429";"i.laes. implantaat";"implant i.lés.";true;false
"00430";"inf. oploss. (conc.)/inf. oploss. i.v./s.c. [flac.]";"sol. perf. à diluer/sol. perf. i.v./s.c. [flac.]";true;false
"00431";"cut. oploss. (doseerpomp)";"sol. cut. (pompe doseuse)";true;false
"00432";"zalf Balsem";"pommade Baume";true;false
"00433";"gorgeldrank/mondspoeling";"gargarisme/bain de bouche";true;false
"00434";"i.vitr. implantaat (applic.)";"implant (applic.) i.vitr.";true;false
"00435";"omh. tabl. Forte";"compr. enr. Forte";true;false
"00436";"omh. tabl. Kinderen";"compr. enr. Enfants";true;false
"00437";"inj. oploss. (pdr.) i.v./s.c./i.derm./p.tumor. [flac.]";"sol. inj. (pdr) i.v./s.c./i.derm./p.tumor. [flac.]";true;false
"00438";"orofar. zuigtabl. Honing/Citroen";"past. orophar. Miel/Citron";true;false
"00439";"orofar. zuigtabl. Suikervrij Citroen";"past. orophar. Sans Sucre Citron";true;false
"00440";"orofar. zuigtabl. Suikervrij Aardbei";"past. orophar. Sans Sucre Fraise";true;false
"00441";"inj./inf. oploss. (pdr.) i.v. P [flac.]";"sol. inj./perf. (pdr) i.v. P [flac.]";true;false
"00442";"siroop oploss. (zakjes)";"sirop sol. (sachet)";true;false
"00443";"siroop oploss. (zakjes) Fruit";"sirop sol. (sachet) Fruit";true;false
"00444";"filmomh. tabl. Low";"compr. pellic. Low";true;false
"00445";"inhalatiepdr. (harde caps.) Breezhaler";"poudre inhal. (gél.) Breezhaler";true;false
"00446";"oploss. (conc.) Vloeibaar Sinaasappelsmaak";"sol. à diluer Liquide Goût orange";true;false
"00447";"inj. oploss. i.artic./epidur./p.neur. [flac., locoregionale infiltr.]";"sol. inj. i.artic./p.dural/p.neur. [flac., infiltr. locorégionale]";true;false
"00448";"inj. susp. verl. afgifte (pdr. + solv.) i.m./s.c. [flac. + amp.]";"susp. inj. lib. prol. (pdr + solv.) i.m./s.c. [flac. + amp.]";true;false
"00449";"2/125 tabl.";"2/125 compr.";true;false
"00450";"verband Tulle";"pansement Tulle";true;false
"00451";"inj. oploss. verl. afgifte i.m. Depot [amp.]";"sol. inj. lib. prol. i.m. Depot [amp.]";true;false
"00452";"inj. oploss. i.m. Acutard [amp.]";"sol. inj. i.m. Acutard [amp.]";true;false
"00453";"inj./inf. oploss. s.c. [flac.]";"sol. inj./perf. s.c. [flac.]";true;false
"00454";"tabl. verl. afgifte (deelb. kwantit.) Chrono 500";"compr. lib. prol. (séc. quantit.) Chrono 500";true;false
"00455";"tabl. verl. afgifte (deelb. kwantit.)";"compr. lib. prol. (séc. quantit.)";true;false
"00456";"harde caps. verl. afgifte Exel";"gél. lib. prol. Exel";true;false
"00457";"harde caps. verl. afgifte Retard";"gél. lib. prol. Retard";true;false
"00458";"ocul. druppels verl. afgifte Ocumeter Plus";"collyre lib. prol. Ocumeter Plus";true;false
"00459";"tabl. verl. afgifte Ocas";"compr. lib. prol. Ocas";true;false
"00460";"tabl. verl. afgifte Modutab";"compr. lib. prol. Modutab";true;false
"00461";"inj. susp. verl. afgifte (pdr. + solv.) i.m. Consta [flac. + voorgev. spuit]";"susp. inj. lib. prol. (pdr + solv.) i.m. Consta [flac. + ser. préremplie]";true;false
"00462";"tabl. verl. afgifte Once Daily";"compr. lib. prol. Once Daily";true;false
"00463";"tabl. verl. afgifte XR";"compr. lib. prol. XR";true;false
"00464";"inj. oploss. i.thec. [flac.]";"sol. inj. i.théc. [flac.]";true;false
"00465";"inhalatiepdr. (voorverdeeld) Ellipta";"poudre inhal. (unidose) Ellipta";true;false
"00466";"gran. verl. afgifte (zakjes)";"gran. lib. prol. (sachet)";true;false
"00467";"inj. oploss. i.vitr. [flac.]";"sol. inj. i.vitr. [flac.]";true;false
"00468";"inj. oploss. s.c. ACTPen [voorgev. pen]";"sol. inj. s.c. ACTPen [stylo prérempli]";true;false
"00469";"verband Post-op";"pansement Post-op";true;false
"00470";"verband Sacrum";"pansement Sacrum";true;false
"00471";"inhalatiepdr. Easyhaler";"poudre inhal. Easyhaler";true;false
"00472";"ocul. druppels oploss. Sine Conservans [zonder bew.]";"collyre sol. Sine Conservans [sans cons.]";true;false
"00473";"zuigtabl.";"past.";true;false
"00474";"bruistabl. (deelb. kwantit.) Forte";"compr. efferv. (séc. quantit.) Forte";true;false
"00475";"wiek Extra";"mèche Extra";true;false
"00476";"verband Standard";"pansement Standard";true;false
"00477";"crème (zakjes)";"crème (sachet)";true;false
"00478";"inj. oploss. i.v./s.c./i.derm./epidur. [amp.]";"sol. inj. i.v./s.c./i.derm./p.dural [amp.]";true;false
"00479";"urethr. gel";"gel urétr.";true;false
"00480";"inf. oploss. s.c. [flac.]";"sol. perf. s.c. [flac.]";true;false
"00481";"tabl. (deelb. in 4 niet kwantit.) A";"compr. (séc. en 4 non quantit.) A";true;false
"00482";"inj. oploss. i.thec. [amp.]";"sol. inj. i.théc. [amp.]";true;false
"00483";"i.vesic. oploss. (pdr. + solv.) [2x flac.]";"sol. (pdr + solv.) i.vésic. [2x flac.]";true;false
"00484";"inj./inf. oploss. epidur./p.neur. [amp., locoregionale infiltr.]";"sol. inj./perf. p.dural/p.neur. [amp., infiltr. locorégionale]";true;false
"00485";"rect. zalf";"pommade rect.";true;false
"00486";"druppels susp.";"gtts susp.";true;false
"00487";"inj./inf. oploss. epidur./p.neur. [zak, locoregionale infiltr.]";"sol. inj./perf. p.dural/p.neur. [sac, infiltr. locorégionale]";true;false
"00488";"inf./instill. oploss. i.v./i.vesic. [flac.]";"sol. perf./instill. i.v./i.vésic. [flac.]";true;false
"00489";"susp. (zonder suiker)";"susp. (sans sucre)";true;false
"00490";"cut./vag. oploss.";"sol. cut./vag.";true;false
"00491";"disp. maagsapresist. tabl. Mups";"compr. gastro-résist. disp. Mups";true;false
"00492";"tabl. verl. afgifte (deelb. niet kwantit.) 200";"compr. lib. prol. (séc. non quantit.) 200";true;false
"00493";"tabl. verl. afgifte (deelb. kwantit.) 25";"compr. lib. prol. (séc. quantit.) 25";true;false
"00494";"inj. susp. verl. afgifte (pdr. + solv.) i.m. L.A.R. [flac. + voorgev. spuit]";"susp. inj. lib. prol. (pdr + solv.) i.m. L.A.R. [flac. + ser. préremplie]";true;false
"00495";"s.c. implantaat L.A. [implantaatinjector]";"implant s.c. L.A. [pistolet pour implant]";true;false
"00496";"inj. oploss. verl. afgifte i.m. Decanoas [amp.]";"sol. inj. lib. prol. i.m. Decanoas [amp.]";true;false
"00497";"tabl. geregul. afgifte (deelb. kwantit.)";"compr. lib. modif. (séc. quantit.)";true;false
"00498";"tabl. (deelb. kwantit.) Forte";"compr. (séc. quantit.) Forte";true;false
"00499";"harde caps. verl. afgifte Slow Release";"gél. lib. prol. Slow Release";true;false
"00500";"tabl. geregul. afgifte Uno";"compr. lib. modif. Uno";true;false
"00501";"inf. oploss. (conc. + solv.) i.v. [2x flac.]";"sol. perf. (sol. à diluer + solv.) i.v. [2x flac.]";true;false
"00502";"inj./drinkb. oploss. i.m./i.v./s.c./or. [amp.]";"sol. inj./buv. i.m./i.v./s.c./or. [amp.]";true;false
"00503";"tabl. geregul. afgifte (deelb. kwantit.) CR";"compr. lib. modif. (séc. quantit.) CR";true;false
"00504";"siroop oploss. Menthol";"sirop sol. Menthol";true;false
"00505";"ocul. druppels verl. afgifte LA";"collyre lib. prol. LA";true;false
"00506";"susp. (gran., zakjes) Junior";"susp. (gran., sachet) Junior";true;false
"00507";"inhal. verneveloploss. (pdr. + solv.) [flac. + amp.]";"sol. inhal. nébul. (pdr + solv.) inhal. [flac. + amp.]";true;false
"00508";"inj. oploss. i.thec. Hyperbare [amp., locoregionale infiltr.]";"sol. inj. i.théc. Hyperbare [amp., infiltr. locorégionale]";true;false
"00509";"susp. (gran., zakjes) Baby";"susp. (gran., sachet) Baby";true;false
"00510";"harde caps. verl. afgifte HBS";"gél. lib. prol. HBS";true;false
"00511";"oromuc. spray oploss. Mint";"sol. spray oromuq. Mint";true;false
"00512";"inf. oploss. (conc.) i.v. [voorgev. spuit]";"sol. perf. à diluer i.v. [ser. préremplie]";true;false
"00513";"dosisaerosol susp. Autohaler [ademgest.]";"susp. inhal. (flacon press.) Autohaler [déclenché par la resp.]";true;false
"00514";"maagsapresist. zachte caps.";"caps. molle gastro-résist.";true;false
"00515";"inj. oploss. i.m. [voorgev. pen]";"sol. inj. i.m. [stylo prérempli]";true;false
"00516";"filmomh. tabl. (deelb. kwantit.) Forte";"compr. pellic. (séc. quantit.) Forte";true;false
"00517";"inf. oploss. conc. (pdr. + solv.) i.v. Liposomal [flac.]";"sol. perf. à diluer (pdr + solv.) i.v. Liposomal [flac.]";true;false
"00518";"cut. oploss. (unidose) (alc.) Getinte";"sol. (unidose) cut. (alc.) Coloré";true;false
"00519";"crème Lipid";"crème Lipid";true;false
"00520";"inj. oploss. (pdr. + solv.) i.v. [voorgev. spuit]";"sol. inj. (pdr + solv.) i.v. [ser. préremplie]";true;false
"00521";"inj. oploss. i.m./i.v. [voorgev. spuit]";"sol. inj. i.m./i.v. [ser. préremplie]";true;false
"00522";"inj. susp. (pdr. + solv.) s.c. [flac. + amp.]";"susp. inj. (pdr + solv.) s.c. [flac. + amp.]";true;false
"00523";"inj. oploss. s.c. Daily [voorgev. spuit]";"sol. inj. s.c. Daily [ser. préremplie]";true;false
"00524";"inhalatiepdr. (harde caps.) [Handihaler]";"poudre inhal. (gél.) [Handihaler]";true;false
"00525";"inj./inf./drinkb. oploss. i.m./i.v./or. [amp.]";"sol. inj./perf./buv. i.m./i.v./or. [amp.]";true;false
"00526";"inf./instill. oploss. i.v./i.cistern. [flac.]";"sol. perf./instill. i.v./i.cistern. [flac.]";true;false
"00527";"subling. lyofilisaat Melt";"lyophilisat subling. Melt";true;false
"00528";"inj./inf. oploss. i.v./i.arter. [flac.]";"sol. inj./perf. i.v./i.artér. [flac.]";true;false
"00529";"harde caps. geregul. afgifte Retard";"gél. lib. modif. Retard";true;false
"00530";"rect. oploss.";"sol. rect.";true;false
"00531";"rect. oploss. Kind";"sol. rect. Enfant";true;false
"00532";"harde caps. geregul. afgifte XR";"gél. lib. modif. XR";true;false
"00533";"or. poeder (zakjes)";"poudre (sachet) or.";true;false
"00534";"inj. oploss./inf. oploss. (conc.) i.v./s.c. [flac.]";"sol. inj./sol. perf. à diluer i.v./s.c. [flac.]";true;false
"00535";"rect. oploss. Volw.";"sol. rect. Adulte";true;false
"00536";"inj. susp. verl. afgifte (pdr. + solv.) i.m. SR [flac. + amp.]";"susp. inj. lib. prol. (pdr + solv.) i.m. SR [flac. + amp.]";true;false
"00537";"inj. susp. verl. afgifte (pdr. + solv.) i.m./s.c. SR [flac. + amp.]";"susp. inj. lib. prol. (pdr + solv.) i.m./s.c. SR [flac. + amp.]";true;false
"00538";"inj. oploss. i.thec. Hyperbar [amp.]";"sol. inj. i.théc. Hyperbar [amp.]";true;false
"00539";"lyofilisaat Expidet";"lyophilisat Expidet";true;false
"00540";"inj./inf. oploss. (pdr.) i.m./i.v./s.c./i.arter./i.perit./i.pleur./i.tumor. [flac.]";"sol. inj./perf. (pdr) i.m./i.v./s.c./i.artér./i.périt./i.pleur./i.tumor. [flac.]";true;false
"00541";"omh. tabl. Fasttabs";"compr. enr. Fasttabs";true;false
"00542";"transderm. pleister Invisipatch";"dispositif transderm. Invisipatch";true;false
"00543";"inj. oploss. i.m./s.c. [flac.]";"sol. inj. i.m./s.c. [flac.]";true;false
"00544";"maagsapresist. gran. verl. afgifte (zakjes)";"gran. gastro-résist. lib. prol. (sachet)";true;false
"00545";"tabl. geregul. afgifte XR";"compr. lib. modif. XR";true;false
"00546";"orofar. zuigtabl. Honing";"compr. à sucer orophar. Miel";true;false
"00547";"gel (pdr. + gel)";"gel (pdr + gel)";true;false
"00548";"orofar. zuigtabl. Aardbei";"compr. à sucer orophar. Fraise";true;false
"00549";"inj./drinkb. oploss. i.m./i.v./or. [amp.]";"sol. inj./buv. i.m./i.v./or. [amp.]";true;false
"00550";"filmomh. tabl. + bruisgran. (zakjes)";"compr. pellic. + gran. efferv. (sachet)";true;false
"00551";"wiek";"mèche";true;false
"00552";"cut. oploss. (alc.) Transdermaal";"sol. cut. (alc.) Transdermique";true;false
"00553";"oploss. (unidose) Forte";"sol. (unidose) Forte";true;false
"00554";"cut. oploss. (unidose) (alc.)";"sol. (unidose) cut. (alc.)";true;false
"00555";"inj./inf./instill. oploss. i.v./i.artic./i.laes./cut./i.oss./i.perit./i.pleur. [amp.]";"sol. inj./perf./instill. i.v./i.artic./i.lés./cut./i.oss./i.périt./i.pleur. [amp.]";true;false
"00556";"kauwtabl. Antizuur-Antireflux";"compr. à croquer Antiacide-Antireflux";true;false
"00557";"lyofilisaat Zydis";"lyophilisat Zydis";true;false
"00558";"gel Forte";"gel Forte";true;false
"00559";"gel Hydro";"gel Hydro";true;false
"00560";"wiek Filler";"mèche Filler";true;false
"00561";"verband Transparent";"pansement Transparent";true;false
"00562";"wiek T";"mèche T";true;false
"00563";"verband Extra dun";"pansement Extra mince";true;false
"00564";"verband Extra dun [Ovaal]";"pansement Extra mince [Ovale]";true;false
"00565";"verband Signal";"pansement Signal";true;false
"00566";"verband Signal Hiel";"pansement Signal Talon";true;false
"00567";"verband Signal Sacraal";"pansement Signal Sacrum";true;false
"00568";"verband Concave";"pansement Concave";true;false
"00569";"verband Sacral";"pansement Sacral";true;false
"00570";"verband Thin";"pansement Thin";true;false
"00571";"tabl. verl. afgifte Uno";"compr. lib. prol. Uno";true;false
"00572";"ocul. druppels oploss. (unidose) Unit Dose [zonder bew.]";"collyre sol. (unidose) Unit Dose [sans cons.]";true;false
"00573";"verband Gentle Border Lite";"pansement Gentle Border Lite";true;false
"00574";"verband Dun";"pansement Fin";true;false
"00575";"verband Ultra";"pansement Ultra";true;false
"00576";"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. [amp.]";"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. [amp.]";true;false
"00577";"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. [voorgev. spuit]";"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. [ser. préremplie]";true;false
"00578";"verband Conformable";"pansement Conformable";true;false
"00579";"verband Gentle Border";"pansement Gentle Border";true;false
"00580";"verband Adhesive";"pansement Adhesive";true;false
"00581";"verband Gentle Border Heel";"pansement Gentle Border Heel";true;false
"00582";"inj. oploss. dent. Normal [patr.]";"sol. inj. dent. Normal [cart.]";true;false
"00583";"inj. oploss. dent. Special [patr.]";"sol. inj. dent. Special [cart.]";true;false
"00584";"ocul. druppels oploss. (unidose)";"collyre sol. (unidose)";true;false
"00585";"verband Life";"pansement Life";true;false
"00586";"verband Life Sacrum";"pansement Life Sacrum";true;false
"00587";"verband Life Heel";"pansement Life Heel";true;false
"00588";"verband Non-adhesive";"pansement Non-adhesive";true;false
"00589";"verband Adhesive Sacrum";"pansement Adhesive Sacrum";true;false
"00590";"verband Klevend";"pansement Adhésif";true;false
"00591";"verband Niet-klevend";"pansement Non adhésif";true;false
"00592";"verband Soft Hold";"pansement Soft Hold";true;false
"00593";"inj. oploss. dent. [patr.]";"sol. inj. dent. [cart.]";true;false
"00594";"verband Hiel";"pansement Talon";true;false
"00595";"verband Heel";"pansement Heel";true;false
"00596";"verband Adhesive [Ovaal]";"pansement Adhesive [Ovale]";true;false
"00597";"inf. oploss. (conc.) i.m./i.v. [amp.]";"sol. perf. à diluer i.m./i.v. [amp.]";true;false
"00598";"gingiv./oromuc. geïmpr. wattenschijfjes Pellets";"tampon impr. gingiv./oromuq. Pellets";true;false
"00599";"gingiv./oromuc. spray oploss. (alc.)";"sol. spray gingiv./oromuq. (alc.)";true;false
"00600";"oploss. [doseerpomp]";"sol. [pompe dos.]";true;false
"00601";"verneveloploss. [flac.]";"sol. inhal. nébul. [flac.]";true;false
"00602";"auric. druppels oploss. (unidose)";"gtts sol. (unidose) auric.";true;false
"00603";"verband Border [Driehoekig]";"pansement Border [Triangle]";true;false
"00604";"verband Contour";"pansement Contour";true;false
"00605";"verband Transparent Postoperatief";"pansement Transparent Post-opératoire";true;false
"00606";"verband Zelfklevend";"pansement Auto-adhésif";true;false
"00607";"maagsapresist. gran.";"gran. gastro-résist.";true;false
"00608";"inj./inf. oploss. s.c. [amp.]";"sol. inj./perf. s.c. [amp.]";true;false
"00609";"inj. oploss. s.c. [patr.] voor Ovaleap Pen";"sol. inj. s.c. [cart.] pour Ovaleap Pen";true;false
"00610";"rect. schuim";"mousse rect.";true;false
"00611";"i.epiderm. oploss. voor huidpriktest [flac.]";"sol. pour prick-test i.épiderm. [flac.]";true;false
"00612";"ocul. druppels oploss. [pomp, zonder bew.]";"collyre sol. [pompe, sans cons.]";true;false
"00613";"kauwtabl. (deelb. kwantit.)";"compr. à croquer (séc. quantit.)";true;false
"00614";"verband Rol";"pansement Rouleau";true;false
"00615";"verband Tracheo";"pansement Trachéo-fenestré";true;false
"00616";"bruisgran. (zakjes) Forte Citron";"gran. efferv. (sachet) Forte Citron";true;false
"00617";"gingiv./oromuc. gel";"gel gingiv./oromuq.";true;false
"00618";"p.odont. gel (patr.)";"gel p.odont. (cart.)";true;false
"00619";"inf. oploss. (conc.) i.v. (alc.) [amp.]";"sol. perf. à diluer i.v. (alc.) [amp.]";true;false
"00620";"inf. emuls. i.v. [flac.]";"émuls. perf. i.v. [flac.]";true;false
"00621";"inj. oploss. s.c. Sureclick [voorgev. pen]";"sol. inj. s.c. Sureclick [stylo prérempli]";true;false
"00622";"bucc. spray oploss.";"sol. spray bucc.";true;false
"00623";"transderm. spray oploss. (doseerpomp)";"sol. spray transderm. (pompe doseuse)";true;false
"00624";"inj. oploss. i.camer. [amp.]";"sol. inj. i.camér. [amp.]";true;false
"00625";"gel (pomp) Forte";"gel (pompe) Forte";true;false
"00626";"oploss. (unidose) Junior";"sol. (unidose) Junior";true;false
"00627";"verband Border Lite";"pansement Border Lite";true;false
"00628";"verband Heel Border";"pansement Heel Border";true;false
"00629";"inj. oploss. (pdr. + solv.) i.m./s.c. [flac. + amp.]";"sol. inj. (pdr + solv.) i.m./s.c. [flac. + amp.]";true;false
"00630";"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. Chronodose [flac.]";"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. Chronodose [flac.]";true;false
"00631";"susp. [voorgev. applicator]";"susp. [applic. prérempli]";true;false
"00632";"inf. oploss. (pdr. + solv.) i.v. [3x flac., thermostabiele formule]";"sol. perf. (pdr + solv.) i.v. [3x flac., formule thermostable]";true;false
"00633";"nas. druppels oploss. Sine Conservans Baby";"gtts sol. nas. Sine Conservans Bébé";true;false
"00634";"nas. spray oploss. Sine Conservans";"sol. spray nas. Sine Conservans";true;false
"00635";"nas. spray oploss. Sine Conservans Pediatrie";"sol. spray nas. Sine Conservans Pediatrie";true;false
"00636";"cut. oploss. (pdr. + solv.)";"sol. (pdr + solv.) cut.";true;false
"00637";"rect. susp. (tabl.) Enema";"susp. rect. (compr.) Enema";true;false
"00638";"urethr. crème (unidose)";"crème urétr. (unidose)";true;false
"00639";"nas. spray oploss. (unidose)";"sol. spray (unidose) nas.";true;false
"00640";"inj. oploss. verl. afgifte (pdr. + solv.) s.c. [2x voorgev. spuit]";"sol. inj. lib. prol. (pdr + solv.) s.c. [2x ser. préremplie]";true;false
"00641";"inj. oploss. (pdr.) i.m./s.c./i.derm. [flac.]";"sol. inj. (pdr) i.m./s.c./i.derm. [flac.]";true;false
"00642";"weefsellijm (oploss.) [voorgev. spuit]";"colle (sol.) [ser. préremplie]";true;false
"00643";"oploss. (pdr.)";"sol. (pdr)";true;false
"00644";"siroop oploss. Kinderen";"sirop sol. Enfants";true;false
"00645";"dosisaerosol susp. Aerosphere";"susp. inhal. (flacon press.) Aerosphere";true;false
"00646";"inj. oploss. (pdr. + solv.) i.m. [flac. + amp.]";"sol. inj. (pdr + solv.) i.m. [flac. + amp.]";true;false
"00647";"transderm. gel (zakjes)";"gel (sachet) transderm.";true;false
"00648";"disp. tabl. (deelb. kwantit.)";"compr. disp. (séc. quantit.)";true;false
"00649";"inj./inf./verneveloploss. (pdr.) i.v./i.thec./inhal./i.ventr. [flac.]";"sol. inj./perf./inhal. nébul. (pdr) i.v./i.théc./inhal./i.ventr. [flac.]";true;false
"00650";"verneveloploss. [druppelfl.]";"sol. inhal. nébul. [flac. compte-gouttes]";true;false
"00651";"susp. [tube]";"susp. [tube]";true;false
"00652";"ocul. druppels oploss. (unidose) EDO [zonder bew.]";"collyre sol. (unidose) EDO [sans cons.]";true;false
"00653";"ocul. gel (unidose) [zonder bew.]";"gel (unidose) opht. [sans cons.]";true;false
"00654";"inj./inf. oploss. i.m./i.v./s.c./i.thec./epidur. [amp.]";"sol. inj./perf. i.m./i.v./s.c./i.théc./p.dural [amp.]";true;false
"00655";"transderm. lok. gel (doseerpomp)";"gel transderm. local (pompe doseuse)";true;false
"00656";"transderm. lok. gel Forte";"gel transderm. local Forte";true;false
"00657";"orofar. spray oploss. Kers en Munt";"sol. spray orophar. Cerise et Menthe";true;false
"00658";"orofar. zuigtabl. Suikervrij Muntsmaak";"past. orophar. Sans Sucre Goût Menthe";true;false
"00659";"transderm. pleister Clear";"dispositif transderm. Clear";true;false
"00660";"oromuc. zuigtabl. Minilozenge";"compr. à sucer oromuq. Minilozenge";true;false
"00661";"inj. oploss. s.c. ClickJect [voorgev. pen]";"sol. inj. s.c. ClickJect [stylo prérempli]";true;false
"00662";"epilaes. medic. spons";"éponge médic. épilés.";true;false
"00663";"inj./inf./instill. oploss. (pdr.) i.v./i.vesic. [flac.]";"sol. inj./perf./instill. (pdr) i.v./i.vésic. [flac.]";true;false
"00664";"inf./drinkb. oploss. i.v./or. [amp.]";"sol. perf./buv. i.v./or. [amp.]";true;false
"00665";"bucc. oploss. [voorgev. spuit]";"sol. bucc. [ser. préremplie]";true;false
"00666";"cut./or. oploss. (pdr.)";"sol. (pdr) cut./or.";true;false
"00667";"inhalatiepdr. [Nexthaler]";"poudre inhal. [Nexthaler]";true;false
"00668";"inhalatiepdr. Nexthaler";"poudre inhal. Nexthaler";true;false
"00669";"inhalatiepdr. Turbohaler";"poudre inhal. Turbohaler";true;false
"00670";"oromuc. zuigtabl. Minilozenge Citrus";"compr. à sucer oromuq. Minilozenge Citrus";true;false
"00671";"inhalatiepdr. Forte Turbohaler";"poudre inhal. Forte Turbohaler";true;false
"00672";"inhalatiepdr. Genuair";"poudre inhal. Genuair";true;false
"00673";"inhalatiepdr. (harde caps.) Podhaler";"poudre inhal. (gél.) Podhaler";true;false
"00674";"inhalatiepdr. (harde caps.) [Turbospin]";"poudre inhal. (gél.) [Turbospin]";true;false
"00675";"tabl. Minor";"compr. Minor";true;false
"00676";"bruistabl. (deelb. niet kwantit.) Forte";"compr. efferv. (séc. non quantit.) Forte";true;false
"00677";"intest. gel";"gel intest.";true;false
"00678";"intest. gel [patr.]";"gel intest. [cart.]";true;false
"00679";"crème Lipocrème";"crème Lipocrème";true;false
"00680";"cut. emuls. Crelo";"émuls. cut. Crelo";true;false
"00681";"inj. susp. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";"susp. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]";true;false
