"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"0083725";"01715";"1";"ECCB";"0017632";"25353-3780";"Strumazol tabl. (deelb.) 100x 10mg";0;"tabl. (deelb. niet kwantit.)";1;"thiamazol";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"0131219";"00374";"1";"AJA";"0001438";"25361-935";"Stugeron tabl. (deelb.) 200x 25mg";0;"tabl. (deelb. kwantit.)";1;"cinnarizine";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"0041582";"01642";"1";"RABD";"0017756";"25395-3244";"Sufenta inj./inf. oploss. i.v./epidur. [amp.] 5x 10µg/2ml";0;"inj./inf. oploss. i.v./epidur. [amp.]";1;"sufentanil";;;10.0000;"µg";"/";2.0000;"ml";0.0000;;true;false
"0041590";"01642";"1";"RABD";"0017756";"25395-3244";"Sufenta inj./inf. oploss. i.v./epidur. [amp.] 5x 50µg/10ml";0;"inj./inf. oploss. i.v./epidur. [amp.]";1;"sufentanil";;;50.0000;"µg";"/";10.0000;"ml";0.0000;;true;false
"0291930";"01642";"1";"RABD";"0017756";"25395-3244";"Sufenta inj./inf. oploss. i.v./epidur. Forte [amp.] 5x 250µg/5ml";0;"inj./inf. oploss. i.v./epidur. Forte [amp.]";1;"sufentanil";;;250.0000;"µg";"/";5.0000;"ml";0.0000;;true;false
"3543121";"01642";"1";"RABD";"0017756";"38620-1289";"Sufentanil Viatris inj./inf. oploss. i.v./epidur. [amp.] 20x 10µg/2ml";0;"inj./inf. oploss. i.v./epidur. [amp.]";1;"sufentanil";;;10.0000;"µg";"/";2.0000;"ml";0.0000;;true;false
"3543113";"01642";"1";"RABD";"0017756";"38620-1289";"Sufentanil Viatris inj./inf. oploss. i.v./epidur. [amp.] 20x 250µg/5ml";0;"inj./inf. oploss. i.v./epidur. [amp.]";1;"sufentanil";;;250.0000;"µg";"/";5.0000;"ml";0.0000;;true;false
"3543139";"01642";"1";"RABD";"0017756";"38620-1289";"Sufentanil Viatris inj./inf. oploss. i.v./epidur. [amp.] 20x 50µg/10ml";0;"inj./inf. oploss. i.v./epidur. [amp.]";1;"sufentanil";;;50.0000;"µg";"/";10.0000;"ml";0.0000;;true;false
"4766614";"01644";"1";"RADA";"0021048";"47795-281";"Sugammadex Baxter 100 mg/1 ml inj. oploss. i.v. [flac.] 10x 200mg/2ml";0;"inj. oploss. i.v. [flac.]";1;"sugammadex";;;200.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"4766622";"01644";"1";"RADA";"0021048";"47795-281";"Sugammadex Baxter 100 mg/1 ml inj. oploss. i.v. [flac.] 10x 500mg/5ml";0;"inj. oploss. i.v. [flac.]";1;"sugammadex";;;500.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"4724357";"01644";"1";"RADA";"0021048";"47142-612";"Sugammadex EG 100 mg/1 ml inj. oploss. i.v. [flac.] 10x 200mg/2ml";0;"inj. oploss. i.v. [flac.]";1;"sugammadex";;;200.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"4724365";"01644";"1";"RADA";"0021048";"47142-612";"Sugammadex EG 100 mg/1 ml inj. oploss. i.v. [flac.] 10x 500mg/5ml";0;"inj. oploss. i.v. [flac.]";1;"sugammadex";;;500.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"4766630";"01644";"1";"RADA";"0021048";"47548-711";"Sugammadex Fresenius Kabi 100 mg/1 ml inj. oploss. i.v. [flac.] 10x 200mg/2ml";0;"inj. oploss. i.v. [flac.]";1;"sugammadex";;;200.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"4616199";"01644";"1";"RADA";"0021048";"47167-1289";"Sugammadex Mylan 100 mg/1 ml inj. oploss. i.v. [flac.] 10x 200mg/2ml";0;"inj. oploss. i.v. [flac.]";1;"sugammadex";;;200.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"4616207";"01644";"1";"RADA";"0021048";"47167-1289";"Sugammadex Mylan 100 mg/1 ml inj. oploss. i.v. [flac.] 10x 500mg/5ml";0;"inj. oploss. i.v. [flac.]";1;"sugammadex";;;500.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"4705208";"01644";"1";"RADA";"0021048";"47159-1636";"Sugammadex Sandoz 100 mg/1 ml inj. oploss. i.v. [flac.] 10x 200mg/2ml";0;"inj. oploss. i.v. [flac.]";1;"sugammadex";;;200.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"4705216";"01644";"1";"RADA";"0021048";"47159-1636";"Sugammadex Sandoz 100 mg/1 ml inj. oploss. i.v. [flac.] 10x 500mg/5ml";0;"inj. oploss. i.v. [flac.]";1;"sugammadex";;;500.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"0131375";"00112";"1";"QDCA";"0016055";"25437-612";"Sulfarlem S25 omh. tabl. 60x 25mg";0;"omh. tabl.";1;"anetholtrithion";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"1289586";"01650";"1";"OABBA";"0014027";"25445-1594";"Sulfasil crème 50g 10mg/1g";0;"crème";1;"sulfadiazine zilver";;;10.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"0017780";"01656";"1";"JBCB";"0007898";"25452-612";"Sulpiride EG tabl. (deelb. in 4) 12x 200mg";0;"tabl. (deelb. in 4 niet kwantit.)";1;"sulpiride";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"2074987";"01656";"1";"JBCB";"0007898";"25452-612";"Sulpiride EG tabl. (deelb. in 4) 36x 200mg";0;"tabl. (deelb. in 4 niet kwantit.)";1;"sulpiride";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"4769592";"01656";"1";"JBCB";"0007898";"49478-4465";"Sulpiride Grindeks tabl. 30x 50mg";0;"tabl.";1;"sulpiride";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"4769584";"01656";"1";"JBCB";"0007898";"49478-4465";"Sulpiride Grindeks tabl. (deelb.) 30x 200mg";0;"tabl. (deelb. kwantit.)";1;"sulpiride";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"2340396";"01658";"1";"JIAAF";"0009225";"25478-612";"Sumatriptan EG tabl. 12x 100mg";0;"tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3075785";"01658";"1";"JIAAF";"0009225";"25478-612";"Sumatriptan EG tabl. 24x 100mg";0;"tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2340362";"01658";"1";"JIAAF";"0009225";"25478-612";"Sumatriptan EG tabl. 6x 100mg";0;"tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2340370";"01658";"1";"JIAAF";"0009225";"25478-612";"Sumatriptan EG tabl. (deelb.) 12x 50mg";0;"tabl. (deelb. niet kwantit.)";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"3123122";"01658";"1";"JIAAF";"0009225";"25478-612";"Sumatriptan EG tabl. (deelb.) 24x 50mg";0;"tabl. (deelb. niet kwantit.)";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2340347";"01658";"1";"JIAAF";"0009225";"25478-612";"Sumatriptan EG tabl. (deelb.) 6x 50mg";0;"tabl. (deelb. niet kwantit.)";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2318608";"01658";"1";"JIAAF";"0009225";"25494-1636";"Sumatriptan Sandoz tabl. (deelb.) 12x 100mg";0;"tabl. (deelb. kwantit.)";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2318566";"01658";"1";"JIAAF";"0009225";"25494-1636";"Sumatriptan Sandoz tabl. (deelb.) 12x 50mg";0;"tabl. (deelb. kwantit.)";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"3000148";"01658";"1";"JIAAF";"0009225";"25494-1636";"Sumatriptan Sandoz tabl. (deelb.) 24x 100mg";0;"tabl. (deelb. kwantit.)";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3000130";"01658";"1";"JIAAF";"0009225";"25494-1636";"Sumatriptan Sandoz tabl. (deelb.) 24x 50mg";0;"tabl. (deelb. kwantit.)";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2318558";"01658";"1";"JIAAF";"0009225";"25494-1636";"Sumatriptan Sandoz tabl. (deelb.) 6x 50mg";0;"tabl. (deelb. kwantit.)";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2408912";"01658";"1";"JIAAF";"0009225";"25502-1818";"Sumatriptan Teva filmomh. tabl. 12x 100mg";0;"filmomh. tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3167442";"01658";"1";"JIAAF";"0009225";"25502-1818";"Sumatriptan Teva filmomh. tabl. 24x 100mg";0;"filmomh. tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2408888";"01658";"1";"JIAAF";"0009225";"25502-1818";"Sumatriptan Teva filmomh. tabl. (deelb.) 12x 50mg";0;"filmomh. tabl. (deelb. kwantit.)";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"3167426";"01658";"1";"JIAAF";"0009225";"25502-1818";"Sumatriptan Teva filmomh. tabl. (deelb.) 24x 50mg";0;"filmomh. tabl. (deelb. kwantit.)";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2408870";"01658";"1";"JIAAF";"0009225";"25502-1818";"Sumatriptan Teva filmomh. tabl. (deelb.) 6x 50mg";0;"filmomh. tabl. (deelb. kwantit.)";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2308211";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Viatris filmomh. tabl. 12x 100mg";0;"filmomh. tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2308179";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Viatris filmomh. tabl. 12x 50mg";0;"filmomh. tabl.";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"3412616";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Viatris filmomh. tabl. 24x 100mg";0;"filmomh. tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2308195";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Viatris filmomh. tabl. 24x 50mg";0;"filmomh. tabl.";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"4106951";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Viatris filmomh. tabl. 48x 100mg";0;"filmomh. tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"4106944";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Viatris filmomh. tabl. 48x 50mg";0;"filmomh. tabl.";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2308229";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Viatris filmomh. tabl. 6x 100mg";0;"filmomh. tabl.";1;"sumatriptan";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2311587";"01658";"1";"JIAAF";"0009225";"25486-1289";"Sumatriptan Viatris filmomh. tabl. 6x 50mg";0;"filmomh. tabl.";1;"sumatriptan";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"4415626";"01659";"1";"MBCLA";"8900706";"44644-1636";"Sunitinib Sandoz harde caps. 30x 12,5mg";0;"harde caps.";1;"sunitinib";;;12.5000;"mg";;0.0000;;0.0000;;true;false
"4415634";"01659";"1";"MBCLA";"8900706";"44644-1636";"Sunitinib Sandoz harde caps. 30x 25mg";0;"harde caps.";1;"sunitinib";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"4415642";"01659";"1";"MBCLA";"8900706";"44644-1636";"Sunitinib Sandoz harde caps. 30x 50mg";0;"harde caps.";1;"sunitinib";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"4378543";"01659";"1";"MBCLA";"8900706";"44594-1818";"Sunitinib Teva harde caps. 28x 12,5mg";0;"harde caps.";1;"sunitinib";;;12.5000;"mg";;0.0000;;0.0000;;true;false
"4378550";"01659";"1";"MBCLA";"8900706";"44594-1818";"Sunitinib Teva harde caps. 28x 25mg";0;"harde caps.";1;"sunitinib";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"4378568";"01659";"1";"MBCLA";"8900706";"44594-1818";"Sunitinib Teva harde caps. 28x 50mg";0;"harde caps.";1;"sunitinib";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"4613402";"02862";"1";"KDCFA";"8906273";"49833-794";"Sunlenca filmomh. tabl. 5x 300mg";0;"filmomh. tabl.";1;"lenacapavir";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"4613410";"02862";"1";"KDCFA";"8906273";"49833-794";"Sunlenca inj. oploss. s.c. [flac.] 2x 463,5mg/1,5ml";0;"inj. oploss. s.c. [flac.]";1;"lenacapavir";;;463.5000;"mg";"/";1.5000;"ml";0.0000;;true;false
"2355261";"01990";"1";"ONAA";"0014738";"25536-2295";"Suprasorb A+AG verband 10x (10x10cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2355279";"01990";"1";"ONAA";"0014738";"25536-2295";"Suprasorb A+AG verband 10x (5x5cm)";0;"verband";1;"geen actieve ingrediënten";"5 x 5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2355253";"01990";"1";"ONAA";"0014738";"25536-2295";"Suprasorb A+AG verband 5x (10x20cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2355246";"01990";"1";"ONAA";"0014738";"25536-2295";"Suprasorb A+AG wiek 5x (2x30cm)";0;"wiek";1;"geen actieve ingrediënten";"2 x 30 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1544451";"01990";"1";"ONAA";"0014738";"25528-2295";"Suprasorb A verband 10x (10x10cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1544469";"01990";"1";"ONAA";"0014738";"25528-2295";"Suprasorb A verband 10x (10x20cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1544444";"01990";"1";"ONAA";"0014738";"25528-2295";"Suprasorb A verband 10x (5x5cm)";0;"verband";1;"geen actieve ingrediënten";"5 x 5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1544477";"01990";"1";"ONAA";"0014738";"25528-2295";"Suprasorb A wiek 5x (2x30cm)";0;"wiek";1;"geen actieve ingrediënten";"2 x 30 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3356003";"01990";"1";"ONDA";"0014795";"25544-2295";"Suprasorb G verband 3x (20x20cm)";0;"verband";1;"geen actieve ingrediënten";"20 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3356011";"01990";"1";"ONDA";"0014795";"25544-2295";"Suprasorb G verband 5x (10x10cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3356029";"01990";"1";"ONDA";"0014795";"25544-2295";"Suprasorb G verband 5x (5x7,5cm)";0;"verband";1;"geen actieve ingrediënten";"5 x 7,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3945557";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H verband 10x (10x10cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3945565";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H verband 5x (15x15cm)";0;"verband";1;"geen actieve ingrediënten";"15 x 15 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3945573";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H verband 5x (20x20cm)";0;"verband";1;"geen actieve ingrediënten";"20 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3945649";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H verband Border 5x (14x14cm)";0;"verband Border";1;"geen actieve ingrediënten";"14 x 14 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3945615";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H verband Dun 10x (10x10cm)";0;"verband Dun";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3945599";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H verband Dun 10x (5x10cm)";0;"verband Dun";1;"geen actieve ingrediënten";"5 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3945607";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H verband Dun 10x (5x20cm)";0;"verband Dun";1;"geen actieve ingrediënten";"5 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3945581";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H verband Dun 10x (5x5cm)";0;"verband Dun";1;"geen actieve ingrediënten";"5 x 5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3945623";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H verband Dun 5x (15x15cm)";0;"verband Dun";1;"geen actieve ingrediënten";"15 x 15 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3945631";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H verband Dun 5x (20x20cm)";0;"verband Dun";1;"geen actieve ingrediënten";"20 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3945656";"01990";"1";"ONBA";"0014753";"25551-2295";"Suprasorb H verband Sacrum 5x (14x16cm)";0;"verband Sacrum";1;"geen actieve ingrediënten";"14 x 16 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3041993";"01990";"1";"ONCA";"0014779";"32326-2295";"Suprasorb Liquacel verband 10x (10x10cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3042009";"01990";"1";"ONCA";"0014779";"32326-2295";"Suprasorb Liquacel verband 10x (5x5cm)";0;"verband";1;"geen actieve ingrediënten";"5 x 5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3041985";"01990";"1";"ONCA";"0014779";"32326-2295";"Suprasorb Liquacel verband 5x (15x15cm)";0;"verband";1;"geen actieve ingrediënten";"15 x 15 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3041977";"01990";"1";"ONCA";"0014779";"32326-2295";"Suprasorb Liquacel wiek 5x (2x45cm)";0;"wiek";1;"geen actieve ingrediënten";"2 x 45 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2975886";"01990";"1";"ONEA";"0014811";"31971-2295";"Suprasorb P verband Niet-klevend 10x (10x10cm)";0;"verband Niet-klevend";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2975860";"01990";"1";"ONEA";"0014811";"31971-2295";"Suprasorb P verband Niet-klevend 10x (5x5cm)";0;"verband Niet-klevend";1;"geen actieve ingrediënten";"5 x 5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2975878";"01990";"1";"ONEA";"0014811";"31971-2295";"Suprasorb P verband Niet-klevend 10x (7,5x7,5cm)";0;"verband Niet-klevend";1;"geen actieve ingrediënten";"7,5 x 7,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2975894";"01990";"1";"ONEA";"0014811";"31971-2295";"Suprasorb P verband Niet-klevend 5x (15x15cm)";0;"verband Niet-klevend";1;"geen actieve ingrediënten";"15 x 15 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2975902";"01990";"1";"ONEA";"0014811";"31971-2295";"Suprasorb P verband Niet-klevend 5x (15x20cm)";0;"verband Niet-klevend";1;"geen actieve ingrediënten";"15 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2975928";"01990";"1";"ONEA";"0014811";"31971-2295";"Suprasorb P verband Sacrum Niet-klevend 5x (18x20,5cm)";0;"verband Sacrum Niet-klevend";1;"geen actieve ingrediënten";"18 x 20,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2975944";"01990";"1";"ONEA";"0014811";"31971-2295";"Suprasorb P verband Zelfklevend 10x (10x10cm)";0;"verband Zelfklevend";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2975936";"01990";"1";"ONEA";"0014811";"31971-2295";"Suprasorb P verband Zelfklevend 10x (7,5x7,5cm)";0;"verband Zelfklevend";1;"geen actieve ingrediënten";"7,5 x 7,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2975951";"01990";"1";"ONEA";"0014811";"31971-2295";"Suprasorb P verband Zelfklevend 5x (15x15cm)";0;"verband Zelfklevend";1;"geen actieve ingrediënten";"15 x 15 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2975910";"01990";"1";"ONEA";"0014811";"31971-2295";"Suprasorb P verband Zelfklevend 5x (15x20cm)";0;"verband Zelfklevend";1;"geen actieve ingrediënten";"15 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2736353";"01701";"1";"EDDB";"0004804";"25585-232";"Sustanon 250 inj. oploss. i.m. [amp.] 1x1ml";0;"inj. oploss. i.m. [amp.]";1;"testosteron decanoaat";;;100.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"2736353";"01703";"1";"EDDB";"0004804";"25585-232";"Sustanon 250 inj. oploss. i.m. [amp.] 1x1ml";0;"inj. oploss. i.m. [amp.]";2;"testosteron isocaproaat";;;60.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"2736353";"01702";"1";"EDDB";"0004804";"25585-232";"Sustanon 250 inj. oploss. i.m. [amp.] 1x1ml";0;"inj. oploss. i.m. [amp.]";3;"testosteron fenylpropionaat";;;60.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"2736353";"01704";"1";"EDDB";"0004804";"25585-232";"Sustanon 250 inj. oploss. i.m. [amp.] 1x1ml";0;"inj. oploss. i.m. [amp.]";4;"testosteron propionaat";;;30.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3178787";"01660";"1";"MBCLA";"8900706";"25593-1446";"Sutent harde caps. 28x 12,5mg";0;"harde caps.";1;"sunitinib";;;12.5000;"mg";;0.0000;;0.0000;;true;false
"3178761";"01660";"1";"MBCLA";"8900706";"25593-1446";"Sutent harde caps. 28x 25mg";0;"harde caps.";1;"sunitinib";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"3178779";"01660";"1";"MBCLA";"8900706";"25593-1446";"Sutent harde caps. 28x 50mg";0;"harde caps.";1;"sunitinib";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"3944493";"01570";"1";"ALIB";"8906737";"41590-2097";"Suvezen 10/10 filmomh. tabl. 30x";0;"filmomh. tabl.";1;"rosuvastatine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3944493";"00672";"1";"ALIB";"8906737";"41590-2097";"Suvezen 10/10 filmomh. tabl. 30x";0;"filmomh. tabl.";2;"ezetimibe";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3944485";"01570";"1";"ALIB";"8906737";"41590-2097";"Suvezen 10/10 filmomh. tabl. 90x";0;"filmomh. tabl.";1;"rosuvastatine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3944485";"00672";"1";"ALIB";"8906737";"41590-2097";"Suvezen 10/10 filmomh. tabl. 90x";0;"filmomh. tabl.";2;"ezetimibe";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3944469";"01570";"1";"ALIB";"8906737";"41590-2097";"Suvezen 20/10 filmomh. tabl. 30x";0;"filmomh. tabl.";1;"rosuvastatine";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3944469";"00672";"1";"ALIB";"8906737";"41590-2097";"Suvezen 20/10 filmomh. tabl. 30x";0;"filmomh. tabl.";2;"ezetimibe";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3944477";"01570";"1";"ALIB";"8906737";"41590-2097";"Suvezen 20/10 filmomh. tabl. 90x";0;"filmomh. tabl.";1;"rosuvastatine";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3944477";"00672";"1";"ALIB";"8906737";"41590-2097";"Suvezen 20/10 filmomh. tabl. 90x";0;"filmomh. tabl.";2;"ezetimibe";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3944451";"01570";"1";"ALIB";"8906737";"41590-2097";"Suvezen 40/10 filmomh. tabl. 30x";0;"filmomh. tabl.";1;"rosuvastatine";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"3944451";"00672";"1";"ALIB";"8906737";"41590-2097";"Suvezen 40/10 filmomh. tabl. 30x";0;"filmomh. tabl.";2;"ezetimibe";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3944444";"01570";"1";"ALIB";"8906737";"41590-2097";"Suvezen 40/10 filmomh. tabl. 90x";0;"filmomh. tabl.";1;"rosuvastatine";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"3944444";"00672";"1";"ALIB";"8906737";"41590-2097";"Suvezen 40/10 filmomh. tabl. 90x";0;"filmomh. tabl.";2;"ezetimibe";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2787471";"00130";"1";"JBDB";"0017863";"25601-3491";"Sycrest subling. tabl. 60x 10mg";0;"subling. tabl.";1;"asenapine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2787455";"00130";"1";"JBDB";"0017863";"25601-3491";"Sycrest subling. tabl. 60x 5mg";0;"subling. tabl.";1;"asenapine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3146263";"02044";"1";"LCBBDB";"0025239";"32185-2626";"Sylvant inf. oploss. conc. (pdr.) i.v. [flac.] 1x 100mg";0;"inf. oploss. conc. (pdr.) i.v. [flac.]";1;"siltuximab";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3146271";"02044";"1";"LCBBDB";"0025239";"32185-2626";"Sylvant inf. oploss. conc. (pdr.) i.v. [flac.] 1x 400mg";0;"inf. oploss. conc. (pdr.) i.v. [flac.]";1;"siltuximab";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"3483831";"00248";"1";"DAEA";"0003780";"25619-257";"Symbicort 160/4,5 dosisaerosol susp. [inhalator] 120dos.";0;"dosisaerosol susp. [inhalator]";1;"budesonide";;;160.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"3483831";"00772";"1";"DAEA";"0003780";"25619-257";"Symbicort 160/4,5 dosisaerosol susp. [inhalator] 120dos.";0;"dosisaerosol susp. [inhalator]";2;"formoterol fumaraat";;;4.5000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"1610187";"00248";"1";"DAEA";"0003780";"25619-257";"Symbicort 160/4,5 inhalatiepdr. Turbohaler 1x120dos.";0;"inhalatiepdr. Turbohaler";1;"budesonide";;;160.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"1610187";"00772";"1";"DAEA";"0003780";"25619-257";"Symbicort 160/4,5 inhalatiepdr. Turbohaler 1x120dos.";0;"inhalatiepdr. Turbohaler";2;"formoterol fumaraat";;;4.5000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"3420114";"00248";"1";"DAEA";"0003780";"25619-257";"Symbicort 160/4,5 inhalatiepdr. Turbohaler 3x120dos.";0;"inhalatiepdr. Turbohaler";1;"budesonide";;;160.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
