"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"38455-1800";"0002253";"BBAE";"Rixubis";"01800";false;;;;;0;0;false;false;false;true;false
"38117-570";"0019448";"GCAC";"Tadalafil Lilly";"00570";false;;;;;0;0;false;false;false;true;false
"38588-612";"0001701";"ALDA";"Ezetimibe EG";"00612";false;;;;;0;0;false;false;false;true;false
"30023-1636";"8904724";"KAABBB";"Zinacef";"01636";false;;;;;0;0;false;false;false;true;false
"34207-3855";"0013706";"NBABD";"Thorens";"03855";false;;;;;0;0;false;false;false;true;false
"38562-935";"0028597";"LCBBHA";"Tremfya";"00935";false;;;;;0;0;false;false;false;true;false
"38570-1628";"0028571";"LCBDBA";"Ocrevus";"01628";false;;;;;0;0;false;false;false;true;false
"38505-1313";"0028589";"BBBA";"Trasylol";"01313";false;;;;;0;0;false;false;false;true;false
"33811-1248";"0019596";"KAKCC";"Tixteller";"01248";false;;;;;0;0;false;false;false;true;false
"38547-1818";"0001701";"ALDA";"Ezetimibe Teva";"01818";false;;;;;0;0;false;false;false;true;false
"22053-1784";"0016147";"RBC";"Procaine HCl Sterop";"01784";false;;;;;0;0;false;false;false;true;false
"4788-711";"8904724";"KAABBB";"Cefuroxim Fresenius Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"38539-2360";"0018671";"TCA";"Luffeel";"02360";false;;;;;0;0;false;false;false;true;false
"20602-810";"0020750";"HCAL";"Palexia";"00810";false;;;;;0;0;false;true;false;true;false
"38760-2360";"0018671";"TCA";"Mulimen";"02360";false;;;;;0;0;false;false;false;true;false
"9399-1628";"0019521";"DCCA";"Esbriet";"01628";false;;;;;0;0;false;false;false;true;false
"12435-59";"0025817";"LCBAA";"Humira";"00059";false;;;;;0;0;false;false;false;true;false
"39073-752";"0016303";"SBA";"Clariscan";"00752";false;;;;;0;0;false;false;false;true;false
"38786-1636";"0025775";"QCBCAC";"Momepax";"01636";false;;;"c";"c";0;0;false;false;false;true;false
"50054-67";"0013243";"MDA";"Trabectedin Accord";"00067";true;;;;;0;0;false;false;false;true;false
"38620-1289";"0017756";"RABD";"Sufentanil Viatris";"01289";false;;;"N";"N";0;0;false;false;true;true;false
"38828-711";"0002949";"CDBC";"Palonosetron Fresenius Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"38901-2360";"0018671";"TCA";"Viburcol";"02360";false;;;;;0;0;false;false;false;true;false
"38877-562";"8900706";"MBCLA";"Lenvima";"00562";false;;;;;0;0;false;false;false;true;false
"42192-1784";"0008920";"JGBDA";"Phenobarbital Sodium Sterop";"01784";false;;;;;0;0;false;false;false;true;false
"38943-372";"0020594";"DACB";"Yanimo";"00372";false;;;"B2";"B2";0;0;false;false;false;true;false
"4812-612";"0009688";"KAABBA";"Cefuroxime EG";"00612";false;;;;;0;0;false;false;false;true;false
"38976-2428";"0016360";"SDA";"Indigokarmijn Serb";"02428";false;;;;;0;0;false;false;false;true;false
"39065-612";"0000174";"AADG";"Olmesartan / Amlodipine EG";"00612";false;;;;;0;0;false;false;false;true;false
"19471-1610";"0006866";"IAABB";"Nurofen";"01610";false;;;;;0;0;false;false;false;true;false
"38927-1289";"0028654";"HCBA";"Brufen Codeine";"01289";false;;;"d";"d";0;0;false;false;false;true;false
"38752-1289";"0001701";"ALDA";"Ezetimibe Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"10355-323";"0014043";"OABBB";"Flammacerium";"00323";false;;;;;0;0;false;false;false;true;false
"39008-190";"0028670";"EGAB";"Parsabiv";"00190";false;;;;;0;0;false;false;false;true;false
"18820-943";"0008417";"JEBCA";"Nicorette";"00943";false;;;;;0;0;false;false;false;true;false
"39164-2303";"0001701";"ALDA";"Ezetimibe Krka";"02303";false;;;;;0;0;false;false;false;true;false
"39180-2303";"0000166";"AADF";"Valsartan / Hydrochlorothiazide Krka";"02303";false;;;"D";"D";0;0;false;false;false;true;false
"14811-612";"0016014";"QDAA";"Lemocin";"00612";false;;;;;0;0;false;false;false;true;false
"30072-1636";"0009688";"KAABBA";"Zinnat";"01636";false;;;;;0;0;false;false;false;true;false
"4838-1289";"0006981";"IAADA";"Celebrex";"01289";false;;;;;0;0;false;false;false;true;false
"13995-4598";"0014407";"OEA";"Kamillosan";"04598";false;;;;;0;0;false;false;false;true;false
"15008-232";"8906141";"MAAAA";"Leukeran";"00232";false;;;;;0;0;false;false;false;true;false
"12336-1230";"0013813";"OAAC";"Hibidil";"01230";false;;;;;0;0;false;false;false;true;false
"4630-1602";"0013813";"OAAC";"Cedium Chlorhexidine";"01602";false;;;;;0;0;false;false;false;true;false
"39263-2360";"0018671";"TCA";"Vertigoheel";"02360";false;;;;;0;0;false;false;false;true;false
"39271-2360";"0018671";"TCA";"Gastricumeel";"02360";false;;;;;0;0;false;false;false;true;false
"39156-3574";"0004804";"EDDB";"Testarzon";"03574";false;;;"A";"A";0;0;false;false;false;true;false
"5017-1883";"0013946";"OAAL";"Cetavlex";"01883";false;;;;;0;0;false;false;false;true;false
"39305-1982";"0009415";"JKCA";"Tavoforce";"01982";false;;;;;0;0;false;false;false;true;false
"39446-612";"0007054";"IABAA";"Diclofenac Patch EG";"00612";false;;;;;0;0;false;false;false;true;false
"39198-2949";"0018671";"TCA";"2Lherp";"02949";false;;;;;0;0;false;false;false;true;false
"39354-2303";"0000174";"AADG";"Olmesartan / Amlodipine Krka";"02303";false;;;;;0;0;false;false;false;true;false
"39255-3343";"0013201";"MBAA";"Herzuma";"03343";false;;;;;0;0;false;false;false;true;false
"7120-1289";"0015206";"PACA";"De Icol";"01289";false;;;"c";"c";0;0;false;false;false;true;false
"39321-1289";"8901993";"KBBB";"Caspofungine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"13110-3269";"8900706";"MBCLA";"Inlyta";"03269";false;;;;;0;0;false;false;false;true;false
"39594-1909";"8906380";"JGACB";"Briviact";"01909";false;;;;;0;0;false;false;false;true;false
"6551-4150";"0016030";"QDBA";"Corsodyl";"04150";false;;;;;0;0;false;false;false;true;false
"39750-2303";"0000158";"AADE";"Perindopril / Amlodipine Krka";"02303";false;;;;;0;0;false;false;false;true;false
"33399-3269";"8900748";"MBEA";"Kyprolis";"03269";false;;;;;0;0;false;false;false;true;false
"33837-3269";"8900664";"MBCHA";"Mekinist";"03269";false;;;;;0;0;false;false;false;true;false
"5744-1636";"0010124";"KADA";"Clindamycin Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"39776-2485";"0009837";"KABBA";"Azithromycin AB";"02485";false;;;;;0;0;false;false;false;true;false
"39784-2485";"0010173";"KAEA";"Ciprofloxacine AB";"02485";false;;;;;0;0;false;false;false;true;false
"39792-2485";"0010199";"KAEC";"Moxifloxacin AB";"02485";false;;;;;0;0;false;false;false;true;false
"50070-1453";"0011932";"LBFA";"Immunorho";"01453";false;;;;;0;0;false;false;false;true;false
"16428-1602";"0016030";"QDBA";"Medica";"01602";false;;;;;0;0;false;false;false;true;false
"11916-1743";"0016014";"QDAA";"Golaseptine-Lidocaine";"01743";false;;;;;0;0;false;false;false;true;false
"18614-1347";"0012062";"LCADAA";"Neoral-Sandimmun";"01347";false;;;;;0;0;false;false;false;true;false
"12542-182";"0000422";"ADAAA";"Hygroton";"00182";false;;;"D";"D";0;0;false;false;false;true;false
"25114-3269";"8901001";"MBCBA";"Sprycel";"03269";false;;;;;0;0;false;false;false;true;false
"25726-3269";"8900607";"MBCCA";"Tafinlar";"03269";false;;;;;0;0;false;false;false;true;false
"23952-1347";"0012062";"LCADAA";"Sandimmun";"01347";false;;;;;0;0;false;false;false;true;false
"6049-604";"0000141";"AADD";"Co-Inhibace";"00604";false;;;"D";"D";0;0;false;false;false;true;false
"12344-1230";"0013813";"OAAC";"Hibiscrub";"01230";false;;;;;0;0;false;false;false;true;false
"7476-1610";"0013896";"OAAD";"Dettolmedical Chloroxylenol";"01610";false;;;;;0;0;false;false;false;true;false
"5249-1347";"8900029";"KEBBCA";"Ciloxan";"01347";false;;;;;0;0;false;false;false;true;false
"7054-1446";"0017905";"FABA";"Dalacin";"01446";false;;;;;0;0;false;false;false;true;false
"5488-1818";"0012641";"MAACB";"Cisplatine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"5454-67";"0012641";"MAACB";"Cisplatin Accord Healthcare";"00067";false;;;;;0;0;false;false;false;true;false
"5355-1289";"0010173";"KAEA";"Ciprofloxacine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"5363-1636";"0010173";"KAEA";"Ciprofloxacine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"5371-1818";"0010173";"KAEA";"Ciprofloxacine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"5389-299";"0010173";"KAEA";"Ciproxine";"00299";false;;;;;0;0;false;false;false;true;false
"13094-604";"0000919";"AGAB";"Inhibace";"00604";false;;;;;0;0;false;false;false;true;false
"5330-612";"0010173";"KAEA";"Ciprofloxacine EG";"00612";false;;;;;0;0;false;false;false;true;false
"18903-232";"0019141";"RACB";"Nimbex";"00232";false;;;;;0;0;false;false;false;true;false
"11478-1529";"0017616";"EAFE";"Galvus";"01529";false;;;;;0;0;false;false;false;true;false
"5314-1073";"0008169";"JCAAA";"Cipramil";"01073";false;;;;;0;0;false;false;false;true;false
"5629-612";"0009845";"KABBB";"Clarithromycine EG";"00612";false;;;;;0;0;false;false;false;true;false
"5645-1636";"0009845";"KABBB";"Clarithromycine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"19950-1636";"0005074";"EFCA";"Omnitrope";"01636";false;;;"H";"H";0;0;false;false;false;true;false
"16154-1289";"0009845";"KABBB";"Maclar";"01289";false;;;;;0;0;false;false;false;true;false
"27979-1289";"8906869";"GFA";"Uralyt U";"01289";false;;;;;0;0;false;false;false;true;false
"5769-711";"0010124";"KADA";"Clindamycine Fresenius Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"7062-1446";"0010124";"KADA";"Dalacin C";"01446";false;;;;;0;0;false;false;false;true;false
"5603-1636";"0009845";"KABBB";"Clarithromycin Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"5512-1636";"0008169";"JCAAA";"Citalopram Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"5520-1818";"0008169";"JCAAA";"Citalopram Teva";"01818";false;;;;;0;0;false;false;false;true;false
"5538-1818";"0008169";"JCAAA";"Citalopram-Ratiopharm";"01818";false;;;;;0;0;false;false;false;true;false
"5280-612";"0001438";"AJA";"Cinnarizine EG";"00612";false;;;;;0;0;false;false;false;true;false
"5751-612";"0010124";"KADA";"Clindamycine EG";"00612";false;;;;;0;0;false;false;false;true;false
"3301-1289";"0009845";"KABBB";"Biclar";"01289";false;;;;;0;0;false;false;false;true;false
"5793-4127";"0005827";"FEAA";"Clomid";"04127";false;;;"O";"O";0;0;false;false;false;true;false
"21592-2097";"0001875";"BAABAA";"Plavix";"02097";false;;;;;0;0;false;false;false;true;false
"5843-1636";"0001875";"BAABAA";"Clopidogrel (HCl) Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"5850-1818";"0001875";"BAABAA";"Clopidogrel Teva";"01818";false;;;;;0;0;false;false;false;true;false
"9613-950";"0020248";"JBACA";"Etumine";"00950";false;;;;;0;0;false;false;false;true;false
"6924-1743";"0013706";"NBABD";"D-Cure";"01743";false;;;;;0;0;false;false;false;true;false
"13607-1750";"0014688";"OJA";"Iruxol Mono";"01750";false;;;;;0;0;false;false;false;true;false
"16089-2022";"0003970";"DBAF";"Lysotossil";"02022";false;;;;;0;0;false;false;false;true;false
"5827-612";"0001875";"BAABAA";"Clopidogrel EG";"00612";false;;;;;0;0;false;false;false;true;false
"4200-299";"8904054";"FAAAA";"Canestene Gyn";"00299";false;;;;;0;0;false;false;false;true;false
"1040-1925";"0028423";"PBCC";"Allergo-COMOD";"01925";false;;;;;0;0;false;false;false;true;false
"9100-281";"8906158";"MAAAB";"Endoxan";"00281";false;;;;;0;0;false;false;false;true;false
"16360-1347";"0015149";"PBAA";"Maxidex";"01347";false;;;"c";"c";0;0;false;false;false;true;false
"5884-1446";"0007542";"JAAG";"Clozan";"01446";false;;;;;0;0;false;false;false;true;false
"5892-1636";"0007930";"JBDD";"Clozapine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"11197-1602";"0007518";"JAAD";"Frisium";"01602";false;;;;;0;0;false;false;false;true;false
"6247-75";"0007153";"ICAA";"Colchicine Opocalcium";"00075";false;;;;;0;0;false;false;false;true;false
"14852-1289";"0007930";"JBDD";"Leponex";"01289";false;;;;;0;0;false;false;false;true;false
"6791-125";"0015271";"PCB";"Cyclogyl";"00125";false;;;;;0;0;false;false;false;true;false
"23564-604";"0007526";"JAAE";"Rivotril";"00604";false;;;;;0;0;false;false;false;true;false
"27110-1602";"0003905";"DBAA";"Toularynx Codeine";"01602";false;;;"d";"d";0;0;false;false;false;true;false
"22525-604";"0001669";"ALCA";"Questran";"00604";false;;;;;0;0;false;false;false;true;false
"5785-745";"0014258";"OBAA";"Clobex";"00745";false;;;"c";"c";0;0;false;false;false;true;false
"6908-1446";"0012849";"MABCC";"Cytosar";"01446";false;;;;;0;0;false;false;false;true;false
"1966-190";"8904500";"BCAAA";"Aranesp";"00190";false;;;"H";"H";0;0;false;false;false;true;false
"20222-1289";"0002071";"BABBACA";"Orgaran";"01289";false;;;;;0;0;false;false;false;true;false
"6809-273";"0015271";"PCB";"Minims Cyclopentolaathydrochloride";"00273";false;;;;;0;0;false;false;false;true;false
"1172-1537";"0014951";"OMJ";"Alopexy";"01537";false;;;;;0;0;false;false;false;true;false
"6957-1024";"0017095";"MAADB";"Dacarbazine Medac";"01024";false;;;;;0;0;false;false;false;true;false
"8888-737";"0013367";"NABA";"Elmex Medical Gel";"00737";false;;;;;0;0;false;false;false;true;false
"10256-455";"0016444";"TACBA";"Ferriprox";"00455";false;;;;;0;0;false;false;false;true;false
"521-1172";"0017855";"ICBB";"Adenuric";"01172";false;;;;;0;0;false;false;false;true;false
"17236-661";"0017673";"EFBA";"Minirin";"00661";false;;;"M";"M";0;0;false;false;false;true;false
"4945-3491";"0019422";"FBBAA";"Cerazette";"03491";false;;;;;0;0;false;false;false;true;false
"16006-3491";"0019422";"FBBAA";"Lueva";"03491";false;;;;;0;0;false;false;false;true;false
"4820-760";"0019422";"FBBAA";"Desoceane";"00760";false;;;;;0;0;false;false;false;true;false
"7450-554";"0019422";"FBBAA";"Desopop";"00554";false;;;;;0;0;false;false;false;true;false
"7435-315";"0019422";"FBBAA";"Desogestrel Besins";"00315";false;;;;;0;0;false;false;false;true;false
"16386-1347";"0015206";"PACA";"Maxitrol";"01347";false;;;"c";"c";0;0;false;false;false;true;false
"26906-1347";"0015206";"PACA";"Tobradex";"01347";false;;;"c";"c";0;0;false;false;false;true;false
"29231-1347";"0006809";"IAAAB";"Voltaren";"01347";false;;;;;0;0;false;false;false;true;false
"7591-1826";"0015164";"PBBA";"Dicloabak";"01826";false;;;;;0;0;false;false;false;true;false
"38190-2303";"0019448";"GCAC";"Tadalafil Krka";"02303";false;;;;;0;0;false;false;false;true;false
"7393-661";"0017673";"EFBA";"Desmopressine Ferring";"00661";false;;;"M";"M";0;0;false;false;false;true;false
"7567-612";"0007567";"JAAH";"Diazepam EG";"00612";false;;;;;0;0;false;false;false;true;false
"7575-1818";"0007567";"JAAH";"Diazepam Teva";"01818";false;;;;;0;0;false;false;false;true;false
"48538-406";"8905192";"AOCA";"Camzyos";"00406";true;;;;;0;0;false;false;false;true;false
"7633-1636";"0006809";"IAAAB";"Diclofenac Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"17087-1529";"0006114";"GAAF";"Mictonorm";"01529";false;;;;;0;0;false;false;false;true;false
"6239-1685";"0002261";"BBAG";"Cofact";"01685";false;;;;;0;0;false;false;false;true;false
"23218-2097";"0018473";"LACFA";"Revaxis";"02097";false;;;;;0;0;false;false;false;true;false
"14506-232";"0000356";"ACAA";"Lanoxin";"00232";false;;;;;0;0;false;false;false;true;false
"26773-2097";"0000869";"AFCA";"Tildiem";"02097";false;;;;;0;0;false;false;false;true;false
"22293-1446";"0005777";"FDAA";"Prostin E2";"01446";false;;;;;0;0;false;false;false;true;false
"38430-1040";"0014605";"OHCA";"Enstilum";"01040";false;;;"c";"c";0;0;false;false;false;true;false
"7484-3624";"0015966";"QCBDA";"Dexa-Rhinospray Dexamethasone / Tramazoline";"03624";false;;;"c";"c";0;0;false;false;false;true;false
"6999-1701";"0001503";"AKA";"Daflon";"01701";false;;;;;0;0;false;false;false;true;false
"8086-1818";"0002857";"CDAB";"Domperidon Teva";"01818";false;;;;;0;0;false;false;false;true;false
"8094-612";"0002857";"CDAB";"Domperidone EG";"00612";false;;;;;0;0;false;false;false;true;false
"17814-943";"0002857";"CDAB";"Motilium";"00943";false;;;;;0;0;false;false;false;true;false
"22442-1628";"0004051";"DBBCA";"Pulmozyme";"01628";false;;;;;0;0;false;false;false;true;false
"27698-2444";"0015453";"PDEA";"Trusopt";"02444";false;;;;;0;0;false;false;false;true;false
"4572-1347";"0006809";"IAAAB";"Cataflam";"01347";false;;;;;0;0;false;false;false;true;false
"22616-4598";"0014373";"OCA";"R Calm";"04598";false;;;;;0;0;false;false;false;true;false
"15651-3269";"0020438";"BCCC";"Lonquex";"03269";false;;;;;0;0;false;false;false;true;false
"19497-4598";"0012401";"LDABA";"Nustasium";"04598";false;;;;;0;0;false;false;false;true;false
"30015-3103";"0002857";"CDAB";"Zilium";"03103";false;;;;;0;0;false;false;false;true;false
"13276-935";"0007955";"JBDF";"Invega";"00935";false;;;;;0;0;false;false;false;true;false
"13045-3491";"8906729";"ALIC";"Inegy";"03491";false;;;;;0;0;false;false;false;true;false
"26344-1289";"0025999";"PDFC";"TensocViatris";"01289";false;;;"B";"B";0;0;false;false;false;true;false
"7930-1289";"0001347";"AIAC";"Dobutrexviatris";"01289";false;;;"S";"S";0;0;false;false;false;true;false
"562-1446";"0012955";"MACAB";"Adriblastina";"01446";false;;;;;0;0;false;false;false;true;false
"8318-1818";"0012955";"MACAB";"Doxorubicine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"8631-1818";"0012435";"LDAAD";"Ebastine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"29843-2626";"0000158";"AADE";"Zanicombo";"02626";false;;;;;0;0;false;false;false;true;false
"22905-1289";"0009183";"JIAAB";"Relert";"01289";false;;;;;0;0;false;false;false;true;false
"8342-1636";"0009910";"KACA";"Doxycycline Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"9027-794";"0010918";"KDCABB";"Emtriva";"00794";false;;;;;0;0;false;false;false;true;false
"9035-612";"0000927";"AGAC";"Enalapril EG";"00612";false;;;;;0;0;false;false;false;true;false
"23036-3491";"0000927";"AGAC";"Renitec";"03491";false;;;;;0;0;false;false;false;true;false
"2634-828";"0006247";"GBBA";"Avodart";"00828";false;;;;;0;0;false;false;false;true;false
"28761-1446";"0009910";"KACA";"Vibratab";"01446";false;;;;;0;0;false;false;false;true;false
"6155-3491";"0000141";"AADD";"Co-Renitec";"03491";false;;;"D";"D";0;0;false;false;false;true;false
"8672-1289";"0015800";"QCADA";"Echinacin Liquidum";"01289";false;;;;;0;0;false;false;false;true;false
"554-1784";"0001396";"AIAE";"Adrenaline (Tartrate) Sterop";"01784";false;;;"S";"S";0;0;false;false;false;true;false
"3632-281";"0000646";"AED";"Brevibloc";"00281";false;;;"B";"B";0;0;false;false;false;true;false
"18804-810";"0002550";"CAABA";"Nexiam";"00810";false;;;;;0;0;false;false;false;true;false
"22111-299";"0005595";"FCAAA";"Progynova";"00299";false;;;;;0;0;false;false;false;true;false
"7302-315";"0005611";"FCABA";"Dermestril";"00315";false;;;;;0;0;false;false;false;true;false
"25684-3160";"0005611";"FCABA";"Systen";"03160";false;;;;;0;0;false;false;false;true;false
"12021-760";"0005645";"FCACB";"Gynoflor";"00760";false;;;;;0;0;false;false;false;true;false
"59-232";"0005637";"FCACA";"Aacifemine";"00232";false;;;;;0;0;false;false;false;true;false
"37606-760";"0005363";"FBAAD";"Drosana 30";"00760";false;;;;;0;0;false;false;false;true;false
"9837-1636";"0017038";"MECB";"Exemestan Sandoz";"01636";false;;;"AO";"AO";0;0;false;false;false;true;false
"3038-1446";"0002253";"BBAE";"Benefix";"01446";false;;;;;0;0;false;false;false;true;false
"19570-1370";"0002253";"BBAE";"Octanine";"01370";false;;;;;0;0;false;false;false;true;false
"15883-1289";"0001032";"AGBD";"Losartan Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"34223-4150";"0025767";"QCBCAB";"Otrivine Anti-Allergie";"04150";false;;;"c";"c";0;0;false;false;false;true;false
"30452-1289";"0005595";"FCAAA";"Zumenon";"01289";false;;;;;0;0;false;false;false;true;false
"24703-1073";"0008177";"JCAAB";"Sipralexa";"01073";false;;;;;0;0;false;false;false;true;false
"22996-2915";"0018697";"JKAB";"Reminyl";"02915";false;;;;;0;0;false;false;false;true;false
"9530-1818";"0002550";"CAABA";"Esomeprazole Teva";"01818";false;;;;;0;0;false;false;false;true;false
"19653-315";"0005611";"FCABA";"Oestrogel";"00315";false;;;;;0;0;false;false;false;true;false
"16147-1628";"0013201";"MBAA";"Mabthera";"01628";false;;;;;0;0;false;false;false;true;false
"2006-1529";"0017129";"MECA";"Arimidex";"01529";false;;;"AO";"AO";0;0;false;false;false;true;false
"8565-935";"0006601";"HCAB";"Durogesic";"00935";false;;;"N";"N";0;0;false;false;true;true;false
"10207-1636";"0006601";"HCAB";"Fentanyl Sandoz";"01636";false;;;"N";"N";0;0;false;false;true;true;false
