"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"8906141";"MAAAA";true;"Chloorambucil";;
"8900003";"KEBAA";true;"Plaats van antibiotica";"**Antibiotica zijn in de regel niet geïndiceerd bij een patiënt met acute   keelpijn **(GRADE 1A). Op basis van symptomen en klinische tekens is het onmogelijk om   een onderscheid te maken tussen een bacteriële en een virale   oorzaak. Ook bij een bacteriële oorzaak is een behandeling met   antibiotica doorgaans niet noodzakelijk.    
 
**Antibiotica zijn wel geïndiceerd bij **(GRADE 1C*):
 
                       
  
  -                  
1. risicopatiënten: de huisarts oordeelt op basis van risicofactoren, voorgeschiedenis     en kliniek wie die risicopatiënten (kunnen) zijn; zoals:     immunogecompromitteerde patiënten, oncologische     patiënten, patiënten met een voorgeschiedenis     van acute gewrichtsreuma, patiënten met recente prothese chirurgie,     patiënten met hartkleplijden met risico op endocarditis
                
  -                  
2. ernstig zieke patiënten 
                
 
             _Opgelet:   Keelpijn in combinatie met ernstige stridor en/of respiratoire   insufficiëntie en/of ernstige slikklachten is een absolute indicatie   voor verwijzing naar de tweede lijn._           
 ";
"8000044";"KEBAB";false;"Antimicrobiële behandeling";;
"8906158";"MAAAB";true;"Cyclofosfamide";;
"8906166";"MAAAC";true;"Ifosfamide";;
"8906174";"MAAAD";true;"Melfalan";;
"8906125";"MAAB";false;"Alkylsulfonaten";"**_Indicaties (synthese van de SKP)_**

  
  - Zie SKP. 
 

**_Contra-indicaties_**

  
  - [Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559) 
  - **Zwangerschap en borstvoeding.** 
  - Treosulfan: ook ernstige hart-, long-, lever- of nierfunctiestoornis. 
 

**_Ongewenste effecten_**

  
  - [Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559) 
  - Busulfan: ook longtoxiciteit, hepatotoxiciteit (ook veno-occlusieve leverziekte) en convulsies. 
  - Treosulfan: ook hepatotoxiciteit. 
 

**_Zwangerschap en borstvoeding_**

  
  - **[Zie13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559)** 
 

**_Interacties_**

  
  - [Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559) 
 

**_Bijzondere voorzorgen_**

  
  - [Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559) 
 ";
"8906133";"MAABA";true;"Busulfan";;
"8906208";"MAABB";true;"Treosulfan";;
"0012617";"MAAC";false;"Platinumderivaten";"**_Indicaties (synthese van de SKP)_**

  
  - Zie SKP. 
 

**_Contra-indicaties_**

  
  - [Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559) 
  - **Zwangerschap en borstvoeding.** 
  - Carboplatine: ook ernstige nierinsufficiëntie. 
  - Cisplatine: ook matige of ernstige nierinsufficiëntie, perifere neuropathie, bestaande gehoorproblemen. 
  - Oxaliplatine: ook ernstige nierinsufficiëntie, perifere neuropathie met functieverlies en risicofactoren voor QT-verlenging ([zie Inl.6.2.2. QT-verlenging en torsades de pointes](http://www.bcfi.be/nl/contents/9990169)). 
 

**_Ongewenste effecten_**

  
  - [Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559) 
  - Uitgesproken nausea en braken. 
  - Overgevoeligheidsreacties. 
  - Nefro- en ototoxiciteit (vooral cisplatine, minder carboplatine). 
  - Neurotoxiciteit: perifere neuropathie met paresthesieën, soms irreversibel (vooral met oxaliplatine, minder met cisplatine en zelden met carboplatine). 
  - Oxaliplatine: 
    - Ook verlenging van het QT-interval. 
    - Typische koude-paresthesieën die vooral optreden bij lage omgevingstemperatuur of bij contact met koude voorwerpen, voeding en drank.  
 

**_Zwangerschap en borstvoeding_**

  
  - **[Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559)** 
 

**_Interacties_**

  
  - [Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559) 
  - Toename van de longtoxiciteit van bleomycine bij associëren met cisplatine. 
  - Oxaliplatine: verhoogd risico van _torsades de pointes_ bij associëren met andere middelen die het risico van QT-verlenging verhogen ([zie Inl.6.2.2. QT-verlenging en torsades de pointes](http://www.bcfi.be/nl/contents/9990169)). 
 

**_Bijzondere voorzorgen_**

  
  - [Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559) 
  - Bij gedaalde nierfunctie wordt de voorkeur gegeven aan carboplatine boven cisplatine. 
 ";
"0012625";"MAACA";true;"Carboplatine";;
"0012641";"MAACB";true;"Cisplatine";;
"0012666";"MAACC";true;"Oxaliplatine";;
"0012682";"MAAD";false;"Andere alkylerende middelen";"**_Indicaties (synthese van de SKP)_**

  
  - Zie SKP. 
 

**_Contra-indicaties_**

  
  - [Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559) 
  - **Zwangerschap en borstvoeding.** 
  - Bendamustine: ook ernstige leverinsufficiëntie (SKP). 
  - Dacarbazine: ook ernstige nierinsufficiëntie, ernstige leverinsufficiëntie (SKP). 
 

**_Ongewenste effecten_**

  
  - [Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559) 
  - Longfibrose. 
  - Bendamustine: ook icterus en leverinsufficiëntie. 
  - Temozolomide: ook fotosensibilisatie en neuropathie. 
  - Thiotepa: ook graft-versus-host-ziekte, hemorragische cystitis, leuko-encefalopathie. 
 

**_Zwangerschap en borstvoeding_**

  
  - **[Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559)** 
 

**_Interacties_**

  
  - **[Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559)** 
 

**_Bijzondere voorzorgen_**

  
  - [Zie 13. Antitumorale middelen](http://www.bcfi.be/nl/contents/12559) 
 ";
"0017178";"MAADA";true;"Bendamustine";;
"0017095";"MAADB";true;"Dacarbazine";;
"0001719";"ALE";false;"Omega 3-vetzuren";"Hoge doses omega-3-vetzuren (&gt; 2 g/dag) verlagen de VLDL-concentratie en de triglyceriden door een daling van de hepatische synthese van triglyceriden.
 

**_Plaatsbepaling_**

  
  - [Zie 1.12. Hypolipemiërende middelen](http://www.bcfi.be/nl/contents/1537) voor de algemene aanpak van hyperlipidemie in het kader van cardiovasculair risicobeheer. 
  - De werkzaamheid van omega 3-vetzuren voor cardiovasculaire preventie is onzeker (offlabel gebruik). Enkele oudere studies toonden een beperkt effect in secundaire preventie, maar recentere publicaties tonen geen winst. Eén studie met een in België niet beschikbaar hooggedoseerd eicosapentaeenzuurderivaat toont mogelijk wel winst, maar vertoont methodologische tekortkomingen. Daartegenover staat een duidelijk aangetoond verhoogd risico van voorkamerfibrillatie, zeker met de hogere doses (≥ 1g/dag). Hierdoor lijkt de risico-baten balans van deze producten momenteel negatief [[zie Folia september 2019](http://www.bcfi.be/nl/articles/query?number=F46N09C) _en_ [Folia maart 2024](http://www.bcfi.be/nl/articles/query?number=F51N03A)]. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Endogene hypertriglyceridemie. 
 

**_Ongewenste effecten_**

  
  - Dyspepsie en andere gastro-intestinale stoornissen, matige verhoging van de leverenzymen. 
  - In sommige studies met hooggedoseerde omega 3-vetzuren werd een toename van de incidentie van voorkamerfibrillatie vastgesteld [[zie Folia maart 2024](http://www.bcfi.be/nl/articles/query?number=F51N03A)]. 
  - Zelden: rash, urticaria, bloedingen. 
 

**_Interacties_**

  
  - Verhoogd effect van vitamine K-antagonisten bij gelijktijdig gebruik met hoge dosissen omega-3-vetzuren. 
 

**_Zwangerschap en borstvoeding_**

  
  - Gezien de mogelijke interferentie met de steroïdsynthese worden hypolipemiërende middelen afgeraden tijdens de zwangerschap en de periode van borstvoeding. 
 

**_Oudere patiënten_**

  
  - Voor hypolipemiërende behandelingen in het algemeen bij ouderen, [zie 1.12. Hypolipemiërende middelen](http://www.bcfi.be/nl/contents/1537). 
  - Geen enkel geneesmiddel van deze groep is opgenomen in het **Formularium Ouderenzorg** omdat de risico-batenverhouding bij ouderen ongunstig is. Net als bij jongere patiënten hebben omega 3-vetzuren een beperkte plaats in lipidenverlagende therapie bij ouderen. 
 ";
"0001727";"ALEA";true;"Specialiteiten [Omega 3-vetzuren]";;"2 tot 4 g p.d."
"0025502";"ALF";false;"PCSK9-inhibitoren";"Alirocumab en evolocumab zijn monoklonale antilichamen die binden aan een eiwit dat de afbraak van LDL-receptoren regelt, waardoor meer LDL-receptoren beschikbaar komen.
 

**_Plaatsbepaling_**

  
  - [Zie 1.12. Hypolipemiërende middelen](http://www.bcfi.be/nl/contents/1537) voor de algemene aanpak van hyperlipidemie in het kader van cardiovasculair risicobeheer. 
  - In combinatie met statines zorgen ze voor een duidelijke daling van LDL-cholesterol. 
  - Alleen bij patiënten met atherosclerotische aandoeningen (de overgrote meerderheid na doorgemaakt acuut coronair syndroom) is voor de combinatie PCSK9-inhibitor + statine  een gunstig effect op de cardiovasculaire morbiditeit vastgesteld ten opzichte van monotherapie met een statine. De winst in absolute cijfers was gering, er was geen voordeel op de cardiovasculaire mortaliteit en de studies waren van korte duur. 
  - Bij gebrek aan meer langetermijngegevens over hun klinische doeltreffendheid op harde eindpunten en hun ongewenste effecten, lijkt de plaats van de PCSK9-inhibitoren voorlopig zeer beperkt. Een ander probleem is hun zeer hoge prijs. Ze worden voornamelijk overwogen bij bepaalde patiënten met zeer sterk verhoogd cardiovasculair risico, bv. met familiale hypercholesterolemie [[zie Folia oktober 2016](http://www.bcfi.be/nl/articles/query?number=F43N10D), [Folia juli 2017](http://www.bcfi.be/nl/articles/query?number=F44N07C) en [Folia februari 2019](http://www.bcfi.be/nl/articles/query?number=F46N02C)]. 
  - Er zijn voor monotherapie geen studies met harde eindpunten bij patiënten die intolerant zijn tegenover statines, ook al is dit als indicatie aanvaard in de SKP. 
  - Deze geneesmiddelen worden enkel terugbetaald onder bepaalde voorwaarden. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Primaire hypercholesterolemie (heterozygote familiale (voor alirocumab reeds vanaf de leeftijd van 8 jaar) en niet-familiale) of gemengde dyslipidemie: 
    - in associatie met een statine of met een statine + andere hypolipemiërende middelen, bij patiënten bij wie een meer uitgesproken daling van LDL-cholesterol wordt beoogd; 
    - in monotherapie of in associatie met andere hypolipemiërende middelen bij contra-indicatie of intolerantie voor statines.  
  - Cardiovasculaire preventie bij patiënten met vastgestelde atherosclerotische cardiovasculaire aandoeningen: 
    - in associatie met de maximaal getolereerde dosis van een statine met of zonder andere hypolipemiërende middelen; 
    - in monotherapie of in associatie met andere hypolipemiërende middelen bij contra-indicatie of intolerantie voor statines.  
  - Evolocumab: ook homozygote familiale hypercholesterolemie, in associatie met andere hypolipemiërende middelen. 
 

**_Ongewenste effecten_**

  
  - Reacties ter hoogte van de injectieplaats. 
  - Bovenste luchtwegklachten en grieperig beeld. 
  - Myalgie of artralgie (zeldzaam). 
  - Zelden vorming van (neutraliserende) antilichamen; de klinische relevantie op lange termijn is niet duidelijk. 
 

**_Zwangerschap en borstvoeding_**

  
  - Gezien de mogelijke interferentie met de steroïdsynthese worden hypolipemiërende middelen afgeraden tijdens de zwangerschap en de periode van borstvoeding. 
 

**_Oudere patiënten_**

  
  - Voor hypolipemiërende behandelingen in het algemeen bij ouderen, [zie 1.12. Hypolipemiërende middelen](http://www.bcfi.be/nl/contents/1537). 
  - Geen enkel geneesmiddel van deze groep is opgenomen in het **Formularium Ouderenzorg** omdat de risico-batenverhouding bij ouderen onvoldoende onderbouwd is. Net als bij jongere patiënten hebben PCSK9-inhibitoren een beperkte plaats in lipidenverlagende therapie bij ouderen. 
 ";
"0025510";"ALFA";true;"Alirocumab";;"75 tot 150 mg in 1 injectie om de twee weken"
"0025528";"ALFB";true;"Evolocumab";;"140 mg in 1 injectie om de twee weken of 420 mg in drie injecties binnen de 30 minuten 1 x per maand"
"8901910";"ALG";false;"Inclisiran";"Inclisiran is een _small interfering RNA_ dat de aanmaak van het PCSK9-eiwit beperkt. Hierdoor komen meer LDL-receptoren beschikbaar en dit leidt tot een uitgesproken daling van de LDL-cholesterolwaarden.
 

**_Plaatsbepaling_**

  
  - [Zie 1.12. Hypolipemiërende middelen](http://www.bcfi.be/nl/contents/1537) voor de algemene aanpak van hyperlipidemie in het kader van cardiovasculair risicobeheer. 
  - Studies met cardiovasculaire eindpunten (cardiovasculaire morbiditeit en mortaliteit) en van lange duur ontbreken. De plaats van inclisiran ten opzichte van de andere hypolipemiërende middelen is dus nog onduidelijk [[zie Folia oktober 2021](http://www.bcfi.be/nl/articles/query?number=F48N10G#inc)]. 
  - Dit geneesmiddel wordt enkel terugbetaald onder bepaalde voorwaarden. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Primaire hypercholesterolemie (heterozygote familiale en niet-familiale) of gemengde dyslipidemie: 
    - in associatie met een statine of met een statine + andere hypolipemiërende middelen, bij patiënten bij wie een meer uitgesproken daling van LDL-cholesterol wordt beoogd; 
    - in monotherapie of in associatie met andere hypolipemiërende middelen bij contra-indicatie of intolerantie voor statines.  
 

**_Ongewenste effecten_**

  
  - Reacties ter hoogte van de injectieplaats. 
 

**_Zwangerschap en borstvoeding_**

  
  - Gezien de mogelijke interferentie met de steroïdsynthese worden hypolipemiërende middelen afgeraden tijdens de zwangerschap en de periode van borstvoeding. 
 

**_Oudere patiënten_**

  
  - Voor hypolipemiërende behandelingen in het algemeen bij ouderen, [zie 1.12. Hypolipemiërende middelen](http://www.bcfi.be/nl/contents/1537). 
  - Geen enkel geneesmiddel van deze groep is opgenomen in het **Formularium Ouderenzorg** omdat de risico-batenverhouding bij ouderen onvoldoende onderbouwd is. Net als bij jongere patiënten heeft inclisiran een beperkte plaats in lipidenverlagende therapie bij ouderen. 
 ";
"8901944";"ALGA";true;"Specialiteiten [Inclisiran]";;"284 mg in 1 injectie om de 6 maanden (3 maanden voor eerste herhaling)"
"8902058";"ALH";false;"Bempedoïnezuur";"Bempedoïnezuur is een inhibitor van het ATP-citraatlyase, een enzym dat tussenkomt in de hepatische cholesterolsynthese. Het vermindert de productie van LDL-cholesterol door de lever. Bempedoïnezuur is beschikbaar als monopreparaat en als associatie met ezetimibe.
 

**_Plaatsbepaling_**

  
  - [Zie 1.12. Hypolipemiërende middelen](http://www.bcfi.be/nl/contents/1537) voor de algemene aanpak van hyperlipidemie in het kader van cardiovasculair risicobeheer. 
  - De plaats van bempedoïnezuur is nog niet duidelijk, want de enige studie waarin dit geneesmiddel werd beoordeeld op cardiovasculaire eindpunten (cardiovasculaire morbiditeit en mortaliteit) omvatte uitsluitend patiënten die statines niet verdroegen. Die studie toonde een voordeel aan ten opzichte van placebo [[zie Folia januari 2022](http://www.bcfi.be/nl/articles/query?number=F49N01K#bem) en [Folia september 2024](http://www.bcfi.be/nl/articles/query?number=F51N09H#bem)]. De cardiovasculaire eindpunten werden niet geëvalueerd in andere populaties. 
  - Er zijn geen direct vergelijkende studies met andere hypolipemiërende middelen beschikbaar en ook geen langetermijngegevens. 
  - Dit geneesmiddel wordt enkel terugbetaald onder bepaalde voorwaarden. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Primaire hypercholesterolemie (heterozygote familiale en niet-familiale) of gemengde dyslipidemie: 
    - in associatie met een statine of met een statine en andere hypolipemiërende middelen, bij patiënten bij wie een meer uitgesproken daling van LDL-cholesterol wordt beoogd 
    - in monotherapie of in associatie met andere hypolipemiërende middelen bij contra-indicatie of intolerantie voor statines.  
  - Vastgestelde atherosclerotische cardiovasculaire aandoeningen of een hoog risico hierop, om het cardiovasculaire risico te verminderen door het LDL-cholesterol te verlagen, als aanvulling op de correctie van andere risicofactoren: 
    - bij patiënten behandeld met een maximaal getolereerde dosis van een statine met of zonder ezetimibe 
    - alleen of in combinatie met ezetimibe bij patiënten die statine-intolerant zijn of voor wie een statine gecontra-indiceerd is.  
 

**_Contra-indicaties_**

  
  - Gelijktijdige toediening van simvastatine in een dosis hoger dan 40 mg. 
 

**_Ongewenste effecten_**

  
  - Hyperuricemie met risico van jichtaanvallen bij voorbeschikte patiënten. 
  - Pijn ter hoogte van de ledematen, mogelijk verhoogd risico van peesruptuur. 
  - Anemie. 
  - Stijging van de leverenzymen. 
 

**_Zwangerschap en borstvoeding_**

  
  - Gezien de mogelijke interferentie met de steroïdsynthese worden hypolipemiërende middelen afgeraden tijdens de zwangerschap en de periode van borstvoeding. 
 

**_Oudere patiënten_**

  
  - Voor hypolipemiërende behandelingen in het algemeen bij ouderen, [zie 1.12. Hypolipemiërende middelen](http://www.bcfi.be/nl/contents/1537). 
  - Geen enkel geneesmiddel van deze groep is opgenomen in het **Formularium Ouderenzorg** omdat de risico-batenverhouding bij ouderen onvoldoende onderbouwd is. Net als bij jongere patiënten heeft bempedoïnezuur een beperkte plaats in lipidenverlagende therapie bij ouderen. 
 

**_Interacties_**

  
  - Verhoging van de plasmaconcentraties van de statines met risico van myopathie (en rhabdomyolyse). 
 

**_Bijzondere voorzorgen_**

  
  - De leverfunctie van de patiënt moet gecontroleerd worden bij aanvang van de behandeling, en nadien op geregelde tijdstippen bij patiënten met ernstige leverinsufficiëntie. Wanneer de transaminasen meer dan 3 maal de bovengrens van de normaalwaarde bedragen, moet de behandeling stopgezet worden. 
  - Bij klachten die kunnen wijzen op spieraantasting, de behandeling tijdelijk stoppen en de creatinekinase (CK)-concentraties bepalen. 
 ";
"8902066";"ALHA";true;"Specialiteiten [Bempedoïnezuur]";;"180 mg 1x/dag"
"0001735";"ALI";false;"Combinatiepreparaten";"**_Plaatsbepaling_**

  
  - [Zie 1.12. Hypolipemiërende middelen](http://www.bcfi.be/nl/contents/1537) voor de plaatsbepaling van de verschillende geneesmiddelen in monotherapie en voor de algemene aanpak van hyperlipidemie in het kader van cardiovasculair risicobeheer. 
  - Ezetimibe + statine: toevoegen van ezetimibe aan simvastatine verlaagt ten opzichte van simvastatine alleen in lichte mate de cardiovasculaire morbiditeit bij patiënten met nierinsufficiëntie en bij patiënten met recent coronair syndroom. Er is geen bewezen effect op de cardiovasculaire of totale mortaliteit. Over het toevoegen van ezetimibe aan atorvastatine of rosuvastatine bestaan geen klinische gegevens op harde eindpunten (mortaliteit, morbiditeit) en veiligheid. 
  - Fibraat + statine: er is geen bewijs dat deze combinatie de cardiovasculaire morbiditeit of mortaliteit meer verlaagt dan het statine alleen. 
  - Bempedoïnezuur + ezetimibe: deze associatie lijkt werkzamer dan elk van de afzonderlijke componenten in monotherapie op vlak van reductie van de LDL-cholesterolconcentraties [[zie Folia januari 2022](http://www.bcfi.be/nl/articles/query?number=F49N01K#bem)], maar er zijn geen studies beschikbaar op vlak van preventie van cardiovasculaire morbiditeit en mortaliteit [[zie Folia september 2024](http://www.bcfi.be/nl/articles/query?number=F51N09H#bem)]. 
  - Sommige van deze associaties worden enkel terugbetaald onder bepaalde voorwaarden. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Ezetimibe + statine: 
    - hypercholesterolemie bij patiënten met hoog cardiovasculair risico waarbij een sterkere daling van totaal cholesterol of LDL-cholesterol wordt nagestreefd dan deze bereikt met de maximaal getolereerde dosis van een statine alleen. 
    - secundaire preventie van cardiovasculaire ziekten bij patiënten met een voorgeschiedenis van acuut coronair syndroom, al dan niet vooraf behandeld met een statine.  
  - Fenofibraat + pravastatine: gemengde hyperlipidemie bij patiënten met hoog cardiovasculair ririco en met goede regeling van LDL-cholesterol onder pravastatine 40 mg in monotherapie of onder een matig gedoseerd statine anders dan pravastatine, waarbij een daling van de triglyceriden en een stijging van HDL-cholesterol wordt nagestreefd. 
  - Bempedoïnezuur + ezetimibe: 
    - primaire hypercholesterolemie of gemengde hyperlipidemie: in associatie met een statine bij patiënten bij wie een meer uitgesproken daling van LDL-cholesterol wordt beoogd of in monotherapie in geval van intolerantie of contra-indicatie voor statines. 
    - vastgestelde atherosclerotische cardiovasculaire aandoeningen of een hoog risico hierop, om het cardiovasculaire risico te verminderen door het LDL-cholesterol te verlagen, als aanvulling op de correctie van andere risicofactoren: 
      - bij patiënten bij wie geen adequate controle van de hypercholesterolemie wordt verkregen met een maximaal getolereerde dosis van een statine en ezetimibe, 
      - bij patiënten die statine-intolerant zijn of voor wie een statine gecontra-indiceerd is en bij wie geen adequate controle van de hypercholesterolemie wordt verkregen met ezetimibe.   
 

**_Contra-indicaties_**

  
  - Leverinsufficiëntie (SKP). 
  - Pravastatine + fenofibraat: ook ernstige nierinsufficiëntie (SKP). 
  - Bempedoïnezuur + ezetimibe: gelijktijdige toediening met een statine bij patiënten met een actieve leveraandoening of aanhoudende verhoging van de leverenzymen. 
  - Statines 
    - Leverinsufficiëntie en verhoogde transaminasen (&gt; 3 keer de bovengrens van de normaalwaarden) (SKP). 
    - Atorvastatine: op de website https://www.geneesmiddelenbijlevercirrose.nl wordt atorvastatine als ""onveilig"" (te vermijden) bij levercirrose beoordeeld. 
    - Rosuvastatine: ernstige nierinsufficiëntie (SKP).  
  - Fibraten 
    - Leverinsufficiëntie (SKP). 
    - Galblaasaandoeningen, galstenen inbegrepen. 
    - Ciprofibraat, fenofibraat: ernstige nierinsufficiëntie (SKP).  
  - Ezetimibe 
    - Leverinsufficiëntie (SKP).  
  - Bempedoïnezuur 
    - Gelijktijdige toediening van simvastatine in een dosis hoger dan 40 mg.  
 

**_Ongewenste effecten_**

  
  - Statines 
    - Met intensieve lipidenverlagende therapie is een hoger risico van ongewenste effecten aangetoond. 
    - Spierklachten: myalgieën, myopathie, zelden leidend tot rhabdomyolyse en nierfalen; dit risico verhoogt bij ouderen en patiënten met nierinsufficiëntie, en bij associatie met bepaalde andere geneesmiddelen (zie rubriek _“Interacties”_). 
    - Gastro-intestinale stoornissen, matige en vaak voorbijgaande stijging van de transaminasen, zelden hepatitis. 
    - Beperkte stijging van de incidentie van type 2-diabetes. 
    - Zelden: polyneuropathie, myasthenie.  
  - Fibraten 
    - Gastro-intestinale stoornissen, leverafwijkingen, galsteenvorming, pancreatitis. 
    - Myalgieën, vooral bij associatie met een statine of in geval van nierinsufficiëntie. 
    - Verhoging van creatinine en van homocysteïne.  
  - Ezetimibe 
    - Hoofdpijn, gastro-intestinale stoornissen, stijging van de leverenzymen. 
    - Spieraantasting met zelden (meestal in associatie met een statine) rhabdomyolyse.  
  - Bempedoïnezuur 
    - Hyperuricemie met risico van jichtaanvallen, vooral bij voorbeschikte patiënten. 
    - Pijn ter hoogte van de ledematen, mogelijk verhoogd risico van peesruptuur. 
    - Anemie. 
    - Stijging van de leverenzymen.  
 

**_Zwangerschap en borstvoeding_**

  
  - Gezien de mogelijke interferentie met de steroïdsynthese worden hypolipemiërende middelen afgeraden tijdens de zwangerschap en de periode van borstvoeding. 
 

**_Oudere patiënten_**

  
  - Voor hypolipemiërende behandelingen in het algemeen bij ouderen, [zie 1.12. Hypolipemiërende middelen](http://www.bcfi.be/nl/contents/1537). 
  - De associaties rosuvastatine/ezetimibe, simvastatine/ezetimibe en pravastatine/fenofibraat vragen bijzondere aandacht bij matige en ernstige nierinsufficiëntie, wat bij ouderen vaker het geval is ([zie Inl.6.1.2. Nierinsufficiëntie](http://www.bcfi.be/nl/contents/9990367)). 
  - Geen enkel geneesmiddel van deze groep is opgenomen in het **Formularium Ouderenzorg** omdat de risico-batenverhouding bij ouderen onvoldoende onderbouwd is. 
 

**_Interacties_**

  
  - Statines 
    - Verhoogd risico van spiertoxiciteit bij associëren met: 
      - andere hypolipemiërende middelen zoals ezetimibe, fibraten en bempedoïnezuur; 
      - colchicine; 
      - ciclosporine (door inhibitie van de OAT1B1- en OATP1B3-transporters); 
      - (neo)macroliden; 
      - CYP3A4-inhibitoren (voor atorvastatine en simvastatine), CYP2C9-inhibitoren (voor rosuvastatine) of P-gp-inhibitoren (voor atorvastatine).  
    - Statines kunnen zich binden aan anionenuitwisselaars en moeten daarom minstens één uur vóór of vier uur na de toediening van de anionenuitwisselaar ingenomen worden. 
    - Verhoogd effect van vitamine K-antagonisten door rosuvastatine, en misschien door de andere statines. 
    - Verhoogde plasmaconcentraties bij gelijktijdig gebruik van bepaalde protease-inhibitoren (atazanavir + ritonavir; lopinavir + ritonavir) of van roxadustat door inhibitie van de OATP-transporter. 
    - Atorvastatine is een substraat van CYP3A4 en van P-gp (zie Tabel Ic. in Inl.6.3. en Tabel Id. in Inl.6.3.). 
    - Rosuvastatine is een substraat van CYP2C9 (zie Tabel Ic. in Inl.6.3.). 
    - Simvastatine is een substraat van CYP3A4 (zie Tabel Ic. in Inl.6.3.).  
  - Fibraten 
    - Verhoogd effect van vitamine K-antagonisten en van hypoglykemiërende sulfamiden. 
    - Verhoogd risico van spiertoxiciteit bij associëren met een statine of met colchicine. 
    - Fibraten kunnen zich binden aan anionenuitwisselaars en moeten daarom minstens één uur vóór of vier uur na de toediening van de anionenuitwisselaar ingenomen worden.  
  - Ezetimibe 
    - Ezetimibe kan zich binden aan anionenuitwisselaars en moet daarom minstens één uur vóór of vier uur na de toediening van de anionenuitwisselaar ingenomen worden.  
  - Bempedoïnezuur 
    - Verhoging van de plasmaconcentraties van de statines met risico van myopathie (en rhabdomyolyse).  
 

**_Bijzondere voorzorgen_**

  
  - Combinatiepreparaten met hoge doses simvastatine (80 mg per dag) moeten vermeden worden wegens verhoogd risico van rhabdomyolyse. 
  - De associatie bempedoïnezuur + ezetimibe wordt afgeraden in geval van matige leverinsufficiëntie. 
  - Statines 
    - Bij klachten die kunnen wijzen op spieraantasting de behandeling tijdelijk stoppen en de creatinekinase (CK)-concentraties bepalen. 
      - Indien de CK-concentraties minder dan 4 maal de bovengrens van de normaalwaarden bedragen, wordt een onderbreking van 2-4 weken aanbevolen. Bij ongewijzigde klachten mag het oorspronkelijke statine herstart worden en moeten andere oorzaken van de spierklachten overwogen worden; bij verbetering van de klachten wordt aanbevolen om een ander statine op te starten. Indien hierna de klachten terugkeren, raadt men een derde statine aan in lage dosis of één van de reeds geprobeerde statines in een alternatief doseringsschema (om de andere dag of tweemaal per week). 
      - Als de CK-concentraties hoger zijn dan 4 maal de bovengrens van de normaalwaarde, wordt na een onderbreking van 6 weken of na normalisatie van de CK-waarden een voorzichtige herintroductie met een ander statine en/of lagere dosis of alternatief doseringsschema aanbevolen.  
    - Bij klachten die kunnen wijzen op leverlijden, de transaminasen bepalen en de behandeling stoppen indien de transaminasen blijvend meer dan 3 maal de bovengrens van de normaalwaarde bedragen. Na normalisatie is een voorzichtige herintroductie met een ander statine en/of lagere dosis te overwegen. 
    - Hoge doses statines vermijden bij patiënten met matige tot ernstige nierinsufficiëntie.  
  - Bempedoïnezuur 
    - De leverfunctie van de patiënt moet gecontroleerd worden bij aanvang van de behandeling, en nadien op geregelde tijdstippen bij patiënten met ernstige leverinsufficiëntie. Wanneer de transaminasen meer dan 3 maal de bovengrens van de normaalwaarde bedragen, moet de behandeling stopgezet worden.  
 ";
"8906745";"ALIA";true;"Ezetimibe + atorvastatine";;"1 tabl. 10/10 mg, eventueel verhogen tot 1 tabl. 10/80 mg 1x/dag"
"8906737";"ALIB";true;"Ezetimibe + rosuvastatine";;"1 tabl. 10/5 mg tot 10/10 mg, eventueel verhogen tot 1 tabl. 10/40 mg 1x/dag"
"8906729";"ALIC";true;"Ezetimibe + simvastatine";;"1 tabl. 10/10 mg tot 10/20 mg, eventueel verhogen tot 1 tabl. 10/40 mg 1x/dag"
"8906711";"ALID";true;"Bempedoïnezuur + ezetimibe";;"1 tabl. 180/10 mg 1x/dag"
"8906703";"ALIE";true;"Pravastatine + fenofibraat";;"1 caps. 40/160 mg 1x/dag"
