"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0006197";"GBA";false;"Alfa<SUB>1</SUB>-blokkers";"Alfa1-blokkers hebben een relaxerend effect op de gladde spiercellen ter hoogte van de prostatische urethra en de blaashals, maar ook ter hoogte van de bloedvaten.
 

**_Plaatsbepaling_**

  
  - Voor de algemene plaats van geneesmiddelen bij mictieklachten, [zie 7.2. Mictieklachten bij mannen](http://www.bcfi.be/nl/contents/6189) 
  - De diverse alfa1-blokkers zijn bij matige tot ernstige symptomen van prostaathypertrofie de meest bestudeerde geneesmiddelen. Ze geven een beperkte winst op scores en urodynamische parameters. De winst treedt op binnen de maand. De verschillende α1-blokkers hebben waarschijnlijk een vergelijkbare doeltreffendheid. Ze beïnvloeden het prostaatvolume niet. 
  - Alfuzosine, silodosine en tamsulosine zijn enkel geregistreerd voor gebruik bij benigne prostaathypertrofie. Terazosine is ook geregistreerd voor gebruik bij hypertensie. 
  - Silodosine heeft een hogere selectiviteit voor de α1-receptoren in de prostaat en urethra. Het is onduidelijk of dit een klinisch voordeel biedt. Er werden systemische ongewenste effecten gemeld, zoals hypotensie. 
  - Alfa-blokkers (vooral tamsulosine) worden soms _offlabel_ gebruikt bij niersteenkolieken om steenlozing te versnellen. Er zijn studies die succes rapporteren bij stenen groter dan 5 mm. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Benigne prostaathypertrofie. 
  - Terazosine: ook hypertensie. 
 

**_Contra-indicaties_**

  
  - Antecedenten van orthostatische hypotensie of van syncope. 
  - Alfuzosine, tamsulosine: ernstige leverinsufficiëntie (SKP). 
 

**_Ongewenste effecten_**

  
  - Orthostatische hypotensie en duizeligheid, vooral bij ouderen en bij associatie met andere antihypertensiva. 
  - Moeheid en sedatie, hoofdpijn. 
  - Ejaculatiestoornissen (retrograde ejaculatie, vooral met silodosine, of afwezige ejaculatie). 
  - _Floppy Iris Syndrome_ tijdens operatieve behandeling van cataract. 
  - Tamsulosine: ook allergische reacties (jeuk, rash, zelden angioneurotisch oedeem). 
 

**_Oudere patiënten_**

  
  - Bij incontinentieklachten: een medicatiebeoordeling uitvoeren. Voorstellen om, indien mogelijk, de chronische behandelingen te stoppen die verantwoordelijk zouden kunnen zijn voor de klachten. 
  - Ouderen zijn gevoeliger voor het risico van orthostatische hypotensie met alfa1-blokkers. 
  - Bij sommige alfa-blokkers is een dosisaanpassing noodzakelijk bij matig en bij ernstig nierlijden. 
  - Binnen deze groep wordt geen enkel geneesmiddel opgenomen in het **Formularium Ouderenzorg**, omdat de risico-batenverhouding ongustig is. 
 

**_Interacties_**

  
  - Meer uitgesproken orthostatische hypotensie bij associëren met andere antihypertensiva, nitraten, molsidomine en fosfodiësterase type 5-inhibitoren. 
  - Alfuzosine is een substraat van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). 
  - Silodosine is een substraat van CYP3A4 en van P-gp ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#pgp)). 
  - Tamsulosine is een substraat van CYP2D6 en van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). 
 

**_Bijzondere voorzorgen_**

  
  - Waarschuwen voor mogelijke orthostatische hypotensie bij de start van de behandeling; de dosis langzaam verhogen. 
 ";
"0006205";"GBAA";true;"Alfuzosine";;"benigne prostaathypertrofie:      
  - 10 mg 1 keer per dag 
   "
"0017079";"GBAB";true;"Silodosine";;"benigne prostaathypertrofie:      
  - 4 à 8 mg 1 keer per dag 
   "
"0006213";"GBAC";true;"Tamsulosine";;"benigne prostaathypertrofie:      
  - 0,4 mg 1 keer per dag 
   "
"0006221";"GBAD";true;"Terazosine";;"het is mogelijk om een magistrale bereiding te maken met een sterkte van 1 mg
benigne prostaathypertrofie: 
  - 1 mg 1 keer per dag, geleidelijk verhogen tot 5 à 10 mg 1 keer per dag 
  
hypertensie: 
  - 1 à 2 mg 1 keer per dag "
"0006239";"GBB";false;"5-alfa-reductase-inhibitoren";"Finasteride en dutasteride verminderen het prostaatvolume door remming van de omzetting van testosteron tot dihydrotestosteron.
 

**_Plaatsbepaling_**

  
  - 5α-reductase-inhibitoren hebben een beperkt en traag optredend effect op de symptomen. Het duurt 6 maanden vooraleer hun effect kan worden geëvalueerd. Ze kunnen bij patiënten met een sterk vergrote prostaat (≥ 30 ml op echo) het risico van urinaire retentie verminderen. Na het stoppen van de behandeling neemt het prostaatvolume weer toe. 
  - Finasteride wordt in lage dosis ook soms _offlabel_ gebruikt bij _alopecia androgenetica_. De risico-batenverhouding bij deze indicatie is negatief: het effect is tijdelijk en beperkt, en er is een suïciderisico [[zie Folia februari 2023](http://www.bcfi.be/nl/articles/query?number=F50N02P) en [Folia juni 2025](http://www.bcfi.be/nl/articles/query?number=F52N06J)]. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Benigne prostaathypertrofie met prostaatvolume ≥ 30 ml. 
 

**_Contra-indicaties_**

  
  - **Zwangerschap of zwangerschapswens (SKP, zie ook de rubriek _“Zwangerschap en borstvoeding”_).** 
  - Leeftijd &lt; 18 jaar. 
  - Leverinsufficiëntie (SKP). 
 

**_Ongewenste effecten_**

  
  - Anti-androgene effecten: frequente en zelden onomkeerbare seksuele stoornissen (erectiestoornissen, verminderde libido, ejaculatiestoornissen), gynaecomastie, pijn ter hoogte van de testes. 
  - Gewichtstoename. 
  - Rash. 
  - Depressie, zelfmoordgedachten, _post-finasteridesyndroom_ [[zie Folia februari 2023](http://www.bcfi.be/nl/articles/query?number=F50N02P) en [Folia juni 2025](http://www.bcfi.be/nl/articles/query?number=F52N06J)]. 
  - Daling van het prostaatspecifiek antigeen (PSA), waarmee rekening moet gehouden worden bij screening naar prostaatcarcinoom. Het percentage aan vrij PSA wordt niet beïnvloed en kan worden gebruikt als parameter zonder dat aanpassingen nodig zijn. 
  - Vermoeden van verhoogd risico van borstkanker bij mannen [[zie Folia november 2010](http://www.bcfi.be/nl/articles/query?number=F37N11F)]. 
  - Er is blijvend controverse rond het verhoogd risico van hooggradige prostaattumoren in observationeel onderzoek. 
 

**_Zwangerschap en borstvoeding_**

  
  - **Zwangerschap:** 
    - Finasteride en dutasteride kunnen ernstige afwijkingen van de mannelijke foetus veroorzaken. Ze worden opgenomen door de huid en mogen dus niet worden gemanipuleerd of toegediend door vrouwen die zwanger zijn of een zwangerschapswens hebben.  
  - **Mannen met kinderwens:** 
    - Langdurig gebruik van finasteride (ook in de lage doses bij alopecie, _offlabel_) en dutasteride kan de spermakwaliteit negatief beïnvloeden (reversibel) [[zie Folia mei 2024](http://www.bcfi.be/nl/articles/query?number=F51N05B)]. 
    - Aangezien de concentratie die in het sperma terechtkomt, zeer klein is, is het gebruik van een condoom volgens onze standaardbronnen niet nodig.  
  - **Borstvoeding:** het is niet mogelijk om een uitspraak te doen over de veiligheid van gebruik van deze preparaten tijdens de periode van borstvoeding (geen of onvoldoende informatie beschikbaar). 
 

**_Oudere patiënten_**

  
  - Bij incontinentieklachten: een medicatiebeoordeling uitvoeren. Voorstellen om, indien mogelijk, de chronische behandelingen te stoppen die verantwoordelijk zouden kunnen zijn voor de klachten. 
  - Binnen deze groep wordt geen enkel geneesmiddel opgenomen in het **Formularium Ouderenzorg**, omdat de risico-batenverhouding ongunstig is. 
 

**_Interacties_**

  
  - Dutasteride is een substraat van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). 
 

**_Bijzondere voorzorgen_**

  
  - Het is aanbevolen prostaatkanker uit te sluiten vooraleer een behandeling te starten. 
 ";
"0006247";"GBBA";true;"Dutasteride";;"0,5 mg 1x/dag"
"0006254";"GBBB";true;"Finasteride";;"5 mg 1x/dag"
"0017913";"GBC";false;"Combinatiepreparaten";"**_Plaatsbepaling_**

  
  - Voor de algemene plaats van geneesmiddelen bij mictieklachten, [zie 7.2. Mictieklachten bij mannen](http://www.bcfi.be/nl/contents/6189) 
  - α1-blokker + 5α-reductase-inhibitor: 
    - Ten opzichte van placebo biedt deze associatie enkel een verbetering van de urinaire klachten bij een sterk vergrote prostaat (prostaatvolume &gt; 40 ml). 
    - Ten opzichte van alleen een α1-blokker reduceert de associatie de kans op progressie van symptomen, acute retentie en nood aan heelkunde. 
    - Er zijn geen gegevens beschikbaar over het effect van deze associatie op de kwaliteit van leven. Het risico van ongewenste effecten is groter met de associatie dan met monotherapie. De ongewenste effecten zijn die van de beide bestanddelen, en een dergelijke vaste associatie laat geen dosisaanpassing toe.  
  - Solifenacine + tamsulosine: associatie van een anticholinergicum ([zie 7.1.1. Middelen bij overactieve blaas](http://www.bcfi.be/nl/contents/6064)) en een alfa-1 blokker. Studies onderzochten de mogelijke meerwaarde van deze associatie ten opzichte van een α1-blokker in monotherapie, maar de resultaten zijn tegenstrijdig. De ongewenste effecten zijn deze van de beide bestanddelen, en een dergelijke vaste associatie laat geen dosisaanpassing toe. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Benigne prostaathypertrofie, bij matige tot ernstige symptomen of wanneer monotherapie niet effectief is.  
 

**_Contra-indicaties_**

  
  - **Associaties met dutasteride** 
    - **Zwangerschap of zwangerschapswens (SKP, zie ook de rubriek _“Zwangerschap en borstvoeding”_).** 
    - Leeftijd &lt; 18 jaar. 
    - Leverinsufficiëntie (SKP).  
  - Ernstige leverinsufficiëntie (SKP). 
 

**_Zwangerschap en borstvoeding_**

  
  - **Zwangerschap:** 
    - Dutasteride kan ernstige afwijkingen van de mannelijke foetus veroorzaken. Het wordt opgenomen door de huid en mag dus niet worden gemanipuleerd of toegediend door vrouwen die zwanger zijn of een zwangerschapswens hebben.  
  - **Mannen met kinderwens:** 
    - Langdurig gebruik van dutasteride kan de spermakwaliteit negatief beïnvloeden (reversibel) [[zie Folia mei 2024](http://www.bcfi.be/nl/articles/query?number=F51N05B)]. 
    - Aangezien de concentratie die in het sperma terechtkomt, zeer klein is, is het gebruik van een condoom volgens onze standaardbronnen niet nodig.  
  - **Borstvoeding:** het is niet mogelijk om een uitspraak te doen over de veiligheid van gebruik van deze preparaten tijdens de periode van borstvoeding (geen of onvoldoende informatie beschikbaar). 
 

**_Oudere patiënten_**

  
  - Ouderen zijn gevoeliger voor het risico van orthostatische hypotensie met alfa1-blokkers. Bij incontinentieklachten: een medicatiebeoordeling uitvoeren. Voorstellen om, indien mogelijk, de chronische behandelingen te stoppen die verantwoordelijk zouden kunnen zijn voor de klachten. 
  - Solifenacine is (sterk) anticholinerg: zeker bij ouderen met cognitieve functiestoornissen is voorzichtigheid aangewezen ([zie Inl.6.2.3. Anticholinerge ongewenste effecten](http://www.bcfi.be/nl/contents/9990177)). 
  - Binnen deze groep wordt geen enkel geneesmiddel opgenomen in het **Formularium Ouderenzorg**, omdat de risico-batenverhouding ongunstig is. 
 ";
"0006270";"GBCA";true;"Dutasteride + tamsulosine";;"1 caps. 1x/dag"
"8906802";"GBCB";true;"Solifénacine + tamsulosine";;"1 compr. 1x/dag"
"0006288";"GBD";false;"Middelen op basis van planten";"**_Plaatsbepaling_**

  
  - Voor de algemene plaats van geneesmiddelen bij mictieklachten, [zie 7.2. Mictieklachten bij mannen](http://www.bcfi.be/nl/contents/6189) 
  - _Serenoa repens_ (syn. _Sabal serrulata_ of zaagpalm, vergund op basis van traditioneel gebruik) gaf in enkele studies een resultaat vergelijkbaar met finasteride en α1-blokkers. In een Cochrane-review vond men geen superioriteit ten opzichte van placebo. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Mictieklachten door benigne prostaathypertrofie. 
 

**_Ongewenste effecten_**

  
  - Gastro-intestinale stoornissen. 
 

**_Oudere patiënten_**

  
  - Bij incontinentieklachten: een medicatiebeoordeling uitvoeren. Voorstellen om, indien mogelijk, de chronische behandelingen te stoppen die verantwoordelijk zouden kunnen zijn voor de klachten. 
  - Binnen deze groep wordt geen enkel geneesmiddel opgenomen in het **Formularium Ouderenzorg**, omdat de risico-batenverhouding ongunstig is. 
 

**_Bijzondere voorzorgen_**

  
  - Inname tijdens de maaltijd is aanbevolen om het risico op gastro-intestinale ongewenste effecten te beperken. 
 ";
"0017939";"GBDA";true;"Serenoa repens";;"320 mg 1x/dag"
"0006304";"GC";false;"Erectiestoornissen";"**_Plaatsbepaling_**

  
  - Erectiestoornissen nemen toe met de leeftijd en vooral vanaf 40 jaar. Ze kunnen gepaard gaan met problemen met premature ejaculatie. 
  - Niet-medicamenteuze maatregelen zoals rookstop, gewichtsverlies bij obesitas, beperking van het alcoholgebruik en lichaamsbeweging hebben een positief effect op erectiestoornissen. 
  - Het gebruik van bepaalde medicatie, zoals 5-alfa-reductase remmers (ook in lage doses), antidepressiva, antipsychotica en sommige antihypertensiva (bijvoorbeeld beta-blokkers en calciumantagonisten), kan erectiestoornissen als ongewenst effect hebben. 
  - In geval van erectiestoornissen van voornamelijk psychische oorsprong raden de richtlijnen aan om de patiënt uitleg en advies te geven en zo nodig door te verwijzen naar een seksuoloog voor opvolging, individueel of als koppel. Medicatie kan nuttig zijn als kortdurende ondersteuning. 
  - Fosfodiësterade type 5-inhibitoren zijn effectief bij de behandeling van erectiestoornissen van voornamelijk somatische oorsprong. 
  - Intracaverneuze injecties en lokale toediening van alprostadil zijn een optie voor patiënten bij wie fosfodiësterade type 5-inhibitoren onvoldoende werkzaam blijken. 
  - Yohimbine wordt sinds lange tijd gebruikt bij erectiestoornissen, maar de werkzaamheid ervan is in deze indicatie niet bewezen. 
 ";
"0006353";"GCA";false;"Fosfodiësterase type 5-inhibitoren";"Avanafil, sildenafil, tadalafil en vardenafil leiden bij seksuele stimulatie tot erectie.
 

**_Plaatsbepaling_**

  
  - Voor de algemene plaats van geneesmiddelen bij erectiestoornissen, [zie 7.3. Erectiestoornissen](http://www.bcfi.be/nl/contents/6304) 
  - Fosfodiësterade type 5-inhibitoren zijn effectief bij de behandeling van erectiestoornissen van voornamelijk somatische oorsprong. 
  - Met laaggedoseerd tadalafil (5 mg/dag), dat ook erectiestoornissen als indicatie heeft, werd een bescheiden effect gevonden op de symptomen van benigne prostaathypertrofie. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Erectiestoornissen van diverse oorsprong. 
  - Tadalafil 5 mg: ook benigne prostaathypertrofie. 
  - Sildenafil en tadalafil: ook arteriële pulmonale hypertensie. 
 

**_Contra-indicaties_**

  
  - **Gebruik samen met nitraten, molsidomine, α1-blokkers of riociguat (risico van ernstige hypotensie).** 
  - Hypotensie (&lt; 90 mmHg systolisch), instabiele angor, recent cerebrovasculair accident of myocardinfarct. 
  - Ischemische optische neuropathie. 
  - Sikkelcelanemie. 
  - Avanafil: ook ernstige nierinsufficiëntie. 
  - Avanafil, sildenafil, vardenafil: ook ernstige leverinsufficiëntie (SKP). 
 

**_Ongewenste effecten_**

  
  - Hoofdpijn, warmte-opwellingen, dyspepsie, nausea. 
  - Hypotensie, duizeligheid; zelden cerebrovasculair accident, TIA en myocardinfarct. 
  - Tijdelijke visusstoornissen; gevallen van ischemische optische neuropathie en chorioretinitis zijn gerapporteerd. 
  - Priapisme (vooral bij anatomische afwijkingen van de penis of bij sikkelcelanemie). 
  - Verergering van slaapapneu. 
  - Syndroom van Stevens-Johnson. 
 

**_Oudere patiënten_**

  
  - Bij ouderen moet men extra voorzichtig zijn vanwege mogelijke ongewenste effecten en contra-indicaties. 
  - Bij deze middelen zijn veel interacties gemeld. 
  - Bij al deze middelen is dosisaanpassing noodzakelijk bij ernstig nierlijden. 
  - Binnen deze groep wordt geen enkel geneesmiddel opgenomen in het **Formularium Ouderenzorg**, omdat de risico-batenverhouding ongunstig is. 
 

**_Interacties_**

  
  - **Ernstige hypotensie bij associëren met antihypertensiva, nitraten, molsidomine, α1-blokkers of riociguat** (_zie ook rubriek “Contra-indicaties”)_. 
  - Fosfodiësterase type 5-inhibitoren zijn substraten van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). 
  - Avanafil: risico op hypotensie bij gelijktijdige inname van alcohol. 
 

**_Bijzondere voorzorgen_**

  
  - Leverinsufficiëntie: een dosisverlaging kan nodig zijn bij lichte leverinsufficiëntie. Ernstige leverinsufficiëntie is een contra-indicatie voor avanafil, sildenafil en vardenafil. De gegevens voor tadalafil zijn beperkt (SKP). 
  - Bij troebele visus of visusverlies moet de behandeling worden stopgezet. 
  - In sommige bronnen wordt aangeraden de behandeling te onderbreken drie dagen vóór een chirurgische ingreep, om het risico van hypotensie tijdens anesthesie te beperken. 
 

**_Dosering_**

  
  - Deze middelen dienen 30 minuten à 1 uur voor de seksuele betrekkingen te worden ingenomen. Het effect van avanafil, sildenafil en vardenafil houdt enkele uren aan; tadalafil werkt meer dan 24 uur door zijn langere halfwaardetijd. 
 ";
"0020453";"GCAA";true;"Avanafil";;"50 à 200 mg (max. 1 keer per dag)"
"0019430";"GCAB";true;"Sildenafil";;"25 à 100 mg (max. 1 keer per dag)"
"0019448";"GCAC";true;"Tadalafil";;"erectiestoornissen: 10 à 20 mg (max. 1 keer per dag)     
benigne prostaathypertrofie: 5 mg 1 keer per dag   "
"0019455";"GCAD";true;"Vardenafil";;"5 à 20 mg (max. 1 keer per dag)"
"0006338";"GCB";false;"Yohimbine";"**_Plaatsbepaling_**

  
  - Voor de plaats van geneesmiddelen bij erectiestoornissen, [zie 7.3. Erectiestoornissen](http://www.bcfi.be/nl/contents/6304). 
  - Yohimbine heeft geen bewezen effect op erectiestoornissen. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Erectiele dysfunctie van onder andere psychische oorsprong (maar zie Plaatsbepaling). 
 

**_Contra-indicaties_**

  
  - Ernstige nierinsufficiëntie, ernstige leverinsufficiëntie (SKP). 
  - Glaucoom. 
  - Psychische stoornissen, zoals affectieve stoornis en paniekstoornis. 
  - Instabiele cardiovasculaire toestanden. 
 

**_Ongewenste effecten_**

  
  - Tachycardie bij hoge doses. 
  - Hoofdpijn, slapeloosheid, angst, agitatie, prikkelbaarheid. 
  - Gastro-intestinale stoornissen. 
  - Polyurie. 
 

**_Oudere patiënten_**

  
  - Bij ouderen moet men extra voorzichtig zijn vanwege mogelijke ongewenste effecten en contra-indicaties. 
  - Binnen deze groep wordt geen enkel geneesmiddel opgenomen in het **Formularium Ouderenzorg**, omdat de risico-batenverhouding ongunstig is. 
 

**_Interacties_**

  
  - Versterkt het effect van tricyclische antidepressiva. 
 

**_Bijzondere voorzorgen_**

  
  - Voorzichtigheid is geboden bij vaat- of bloeddrukstoornissen. 
  - Bij langdurig gebruik wordt aanbevolen om de bloeddruk te controleren. 
  - Bij nierinsufficiëntie wordt aanbevolen om de nierfunctie te controleren, vanwege het risico op verslechtering. 
  - Voorzichtigheid is geboden bij peptische ulcera, vanwege het risico op verhoogde maagzuursecretie. 
 ";
"0006346";"GCBA";true;"Specialiteiten [Yohimbine]";;"1 tabl. 3x/dag"
"0006312";"GCC";false;"Alprostadil";"Alprostadil (prostaglandine E1) heeft vasodilaterende eigenschappen. De hieronder vermelde specialiteiten zijn bedoeld voor intracaverneuze of intra-urethrale toediening.
 
Een specialiteit op basis van alprostadil voor intraveneuze toediening ([zie 1.15.1. Alprostadil](http://www.bcfi.be/nl/contents/1784)) wordt gebruikt voor het openhouden van de _ductus arteriosus_ bij neonati met bepaalde congenitale hartafwijkingen.
 

**_Plaatsbepaling_**

  
  - Voor de algemene plaats van geneesmiddelen bij erectiestoornissen, [zie 7.3. Erectiestoornissen](http://www.bcfi.be/nl/contents/6304) 
  - Intracaverneuze injecties en lokale toediening van alprostadil zijn een optie voor patiënten bij wie fosfodiësterade type 5-inhibitoren onvoldoende werkzaam blijken. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Erectiestoornissen. 
 

**_Contra-indicaties_**

  
  - Risico van verlengde erectie (bv. bij sikkelcelanemie, multipel myeloom, leukemie, trombocytose). 
  - Penismisvorming, urethritis, balanitis. 
  - Orthostatische hypotensie, syncope. 
  - Instabiele cardiovasculaire toestanden. 
  - Intracaverneus: penisprothese. 
 

**_Ongewenste effecten_**

  
  - Pijn, priapisme. 
  - Intra-urethraal 
    - Lokale reacties: branderig gevoel, jeuk, erytheem, huiduitslag (ook bij de partner). 
    - Duizeligheid, hypotensie.  
  - Intracaverneus 
    - Lokale reacties: hematoom, erytheem. 
    - Penisfibrose, inclusief ziekte van Peyronie.  
 

**_Oudere patiënten_**

  
  - Geen enkel geneesmiddel van deze groep is opgenomen in het **Formularium Ouderenzorg**, omdat de risico-batenverhouding bij ouderen onvoldoende onderbouwd is. 
 

**_Interacties_**

  
  - Mogelijk verhoogd risico op priapisme bij associëren met andere behandelingen voor erectiestoornissen. 
  - Mogelijk verhoogd risico op cardiovasculaire effecten bij associëren met fosfodiësterase type 5-inhibitoren. 
  - Verminderd effect van alprostadil bij associëren met vasoconstrictoren. 
  - Risico op hypotensie bij associëren met antihypertensiva. 
  - Risico op hematurie bij associëren met antiaggregantia of anticoagulantia. 
 

**_Bijzondere voorzorgen_**

  
  - De patiënt waarschuwen dat hij onmiddellijk een arts moet raadplegen in geval van priapisme (erectie ≥ 4u). 
  - Voorzichtigheid is geboden bij situaties waarin de gevolgen van hypotensie of syncope ernstig kunnen zijn (bv. voertuigen besturen, valrisico). 
 ";
"0006320";"GCCA";true;"Specialiteiten [Alprostadil]";;"- intra-urethraal: maximaal 300 µg 1x/24u 3x/week     
- intracaverneus: titratie door de specialist   "
"8906810";"GD";false;"Premature ejaculatie";"**_Plaatsbepaling_**

  
  - Premature ejaculatie komt vooral voor bij jonge mannen. Het kan ook op latere leeftijd voorkomen, vaak in combinatie met erectiestoornissen. 
  - De aanpak is vooral niet-medicamenteus en berust op een correcte voorlichting over seksualiteit, het leren controleren van de ejaculatie en/of psychologische opvolging, individueel of als koppel. 
  - Zijn niet-medicamenteuze maatregelen onvoldoende effectief of zijn er gevolgen voor de levenskwaliteit, dan kan een medicamenteuze behandeling worden toegevoegd. 
  - Chronisch _offlabel_ gebruik van bepaalde SSRI's kan het ejaculatiemoment uitstellen, maar geeft wel een risico op de ongewenste effecten van SSRI's. Paroxetine, sertraline en fluoxetine zijn het best onderbouwd. Dapoxetine is ook een SSRI met premature ejaculatie als enige indicatie in de SKP. Zijn risico-batenverhouding is controversieel [[zie Folia januari 2022](http://www.bcfi.be/nl/articles/query?number=F49N01B) en [10.3. Antidepressiva](http://www.bcfi.be/nl/contents/7997)]. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Premature ejaculatie. 
 

**_Contra-indicaties_**

  
  - Ernstig hartlijden, antecedenten van syncope. 
  - Antecedenten van bipolaire stoornissen of van ernstige depressie. 
 

**_Ongewenste effecten_**

  
  - Die van de SSRI’s ([zie 10.3.1. Selectieve heropnameremmers](http://www.bcfi.be/nl/contents/18168)). 
  - Duizeligheid, hoofdpijn, nausea (zeer frequent). 
 

**_Oudere patiënten_**

  
  - Geen enkel geneesmiddel van deze groep is opgenomen in het **Formularium Ouderenzorg**, omdat de risico-batenverhouding bij ouderen onvoldoende onderbouwd is. 
 

**_Interacties_**

  
  - Dapoxetine is een SSRI: farmacodynamische interacties met MAO-inhibitoren en met andere middelen met serotoninerge werking zijn mogelijk ([zie 10.3.1. Selectieve heropnameremmers](http://www.bcfi.be/nl/contents/18168)). 
  - Risico van ernstige hypotensie, toename van sedatie bij associëren met andere geneesmiddelen met sederend effect of met alcohol. 
  - Dapoxetine is een substraat van CYP2D6 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). 
 

**_Bijzondere voorzorgen_**

  
  - Voorzichtigheid is geboden bij risicofactoren voor cardiovasculaire aandoeningen of bij orthostatische hypotensie. 
  - Verlaagde epilepsiedrempel bij epilepsiepatiënten. 
  - Voorzichtigheid is geboden bij gelijktijdig gebruik van alcohol of partydrugs (SKP). 
 ";
"8906828";"GDA";true;"Specialiteiten [Premature ejaculatie]";;"30 à 60 mg 1 tot 3u vóór de seksuele activiteit"
"8906836";"GE";false;"Polycysteuze nierziekte";"**_Plaatsbepaling_**

  
  - Tolvaptan, een vasopressine-antagonist ter hoogte van de nieren, vertraagt de afname van de glomerulaire functie en de progressie van cysten bij autosomaal dominante polycysteuze nierziekte bij volwassenen. Het zou ook het optreden van nierinsufficiëntie kunnen uitstellen. 
 

**_Indicaties (synthese van de SKP)_**

  
  - Tolvaptan: vertraging van de progressie van cysten en nierinsufficiëntie bij autosomaal dominante polycysteuze nierziekte bij volwassenen. 
 

**_Contra-indicaties_**

  
  - Verhoogde leverenzymwaarden of leverletsel (zie SKP). 
  - Anurie, volumedepletie, hypernatriëmie. 
  - Zwangerschap en borstvoeding (SKP). 
 

**_Ongewenste effecten_**

  
  - Dorst (zeer vaak), droge mond, polyurie, pollakisurie, nycturie. 
  - Ernstige dehydratie. 
  - Gastro-intestinale stoornissen. 
  - Duizeligheid, hoofdpijn. 
  - Hypernatriëmie, hyperuricemie en jicht, hyperglykemie. 
  - Hepatotoxiciteit. 
 

**_Zwangerschap en borstvoeding_**

  
  - Het is niet mogelijk om een uitspraak te doen over de veiligheid van gebruik van tolvaptan tijdens de zwangerschap en de periode van borstvoeding (geen of onvoldoende informatie beschikbaar). Zwangerschap en borstvoeding zijn contra-indicaties in de SKP. 
 

**_Oudere patiënten_**

  
  - Geen enkel geneesmiddel van deze groep is opgenomen in het **Formularium Ouderenzorg**, omdat het geen standaardbehandeling is in de eerste lijn. 
 

**_Interacties_**

  
  - Tolvaptan is een substraat van CYP3A4 en van P-gp ([Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp) _en_ [% in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#pgp)). 
  - Risico op hypernatriëmie bij gelijktijdige toediening van geneesmiddelen die natrium bevatten of die het natriumgehalte van het bloed verhogen. 
  - Voorzichtigheid is geboden bij gelijktijdige toediening van diuretica, vanwege het risico op dehydratie en nierinsufficiëntie. 
 

**_Bijzondere voorzorgen_**

  
  - Te controleren: 
    - Leverfunctie vóor en tijdens de behandeling. 
    - Vochtbalans en elektrolyten. 
    - Uricemie vóór en tijdens de behandeling, vanwege het risico op een jichtaanval. 
    - Glykemie bij diabetici.  
  - Bij ernstige nierinsufficiëntie neemt het risico op leverschade toe. 
  - Aanbevolen wordt om al vanaf de eerste tekenen van dorst water te drinken en om 1 tot 2 glazen te drinken voor het slapengaan en bij elke nycturie-episode. 
 ";
"0011395";"LAAIA";true;"Vaccin tegen varicella";;
