"mppcv";"hyr_";"hyrcv";"ogc";"mpcv";"ouc";"mppnm";"VolgNr";"GalCV";"spef";"cq";"cu";"cfq";"cfu";"aq";"au";"afq";"afu";"atype";"cmucomb";"law";"ssecr";"pupr";"use";"note";"pos";"Content_";"GalNm_";"Index";"RemA";"RemW";"InnCnk";"VosNm_";"BT";"gdkp";"Excip";"Cheapest";"SpecRules";"Narcotic";"Amb";"Hosp"
"2756807";"MAEBB";"0013177";;"7955-2485";"O";"Docetaxel Eugia 20 mg/1 ml inf. oploss. (conc.) i.v. [flac.] 1x 80mg/4ml";;"00009";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"9662";"docetaxel infusie 80 mg / 4 ml [no switch: onco]";false;false;;false;false;false;true;false
"3038536";"MAEBB";"0013177";;"41244-711";"O";"Docetaxel Kabi inf. oploss. (conc.) i.v. [flac.] 1x 160mg/8ml";;"00009";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"9639";"docetaxel infusie 160 mg / 8 ml [no switch: onco]";false;false;;false;false;false;true;false
"3038510";"MAEBB";"0013177";;"41244-711";"O";"Docetaxel Kabi inf. oploss. (conc.) i.v. [flac.] 1x 20mg/1ml";;"00009";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"9647";"docetaxel infusie 20 mg / 1 ml [no switch: onco]";false;false;;false;false;false;true;false
"3038528";"MAEBB";"0013177";;"41244-711";"O";"Docetaxel Kabi inf. oploss. (conc.) i.v. [flac.] 1x 80mg/4ml";;"00009";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"9662";"docetaxel infusie 80 mg / 4 ml [no switch: onco]";false;false;;false;false;false;true;false
"0040758";"JBCB";"0007898";;"7997-3756";"O";"Dogmatil harde caps. 30x 50mg";;"00014";;30;"x";;;;;0.0000;;;;"R";;8.6500;;;;;"harde caps.";28.8300;8.6500;8.6500;"29389";"sulpiride oraal 50 mg";false;false;;false;false;false;true;false
"0040774";"JBCB";"0007898";"B";"7997-3756";"O";"Dogmatil inj. oploss. i.m. [amp.] 6x 100mg/2ml";;"00245";;6;"x";;;;;0.0000;;;;"R";"b";7.7500;;;;;"inj. oploss. i.m. [amp.]";33.3300;2.0000;1.0000;"29363";"sulpiride injectie 100 mg / 2 ml";false;false;;true;false;false;true;false
"0040766";"JBCB";"0007898";"B";"7997-3756";"O";"Dogmatil tabl. (deelb. in 4) 12x 200mg";;"00138";;12;"x";;;;;0.0000;;;;"R";"b";9.2000;;;;;"tabl. (deelb. in 4 kwantit.)";16.6700;2.0000;1.0000;"29371";"sulpiride oraal 200 mg";false;false;;false;false;false;true;false
"2789980";"IDAA";"0021402";;"8011-4648";"O";"Dolenio filmomh. tabl. (deelb.) 90x 1178mg";;"00047";;90;"x";;;;;0.0000;;;;;;30.0000;;;;;"filmomh. tabl. (deelb. niet kwantit.)";33.3300;30.0000;30.0000;"14761";"glucosamine oraal 1 178 mg";false;false;;false;false;false;true;false
"2769230";"JBAAB";"0019992";"B";"8060-1289";"O";"Dominal filmomh. tabl. (deelb.) Forte 50x 80mg";;"00516";;50;"x";;;;;0.0000;;;;"R";"b";11.9100;;;;;"filmomh. tabl. (deelb. kwantit.) Forte";4.2200;2.1100;1.2600;"26773";"prothipendyl oraal 80 mg";false;false;;true;false;false;true;false
"4564316";"CDAB";"0002857";;"38232-2485";"O";"Domperidon AB orodisp. tabl. 30x 10mg";;"00157";;30;"x";;;;;0.0000;;;;"R";;11.2300;;;;;"orodisp. tabl.";37.4300;11.2300;11.2300;"9738";"domperidon oraal 10 mg";false;false;;false;false;false;true;false
"3067048";"CDAB";"0002857";;"8094-612";"O";"Domperidone EG orodisp. tabl. Instant 100x 10mg";;"00151";;100;"x";;;;;0.0000;;;;"R";;28.7300;;;;;"orodisp. tabl. Instant";28.7300;28.7300;28.7300;"9738";"domperidon oraal 10 mg";false;false;;false;false;false;true;false
"2623759";"CDAB";"0002857";;"8094-612";"O";"Domperidone EG orodisp. tabl. Instant 30x 10mg";;"00151";;30;"x";;;;;0.0000;;;;"R";;10.7200;;;;;"orodisp. tabl. Instant";35.7300;10.7200;10.7200;"9738";"domperidon oraal 10 mg";false;false;;false;false;false;true;false
"4637120";"CDAB";"0002857";;"8094-1529";"O";"Domperidone EG (PI-Pharma) orodisp. tabl. Instant 30x 10mg";;"00151";;30;"x";;;;;0.0000;;;;"R";;0.0000;;"parallelinvoer";;;"orodisp. tabl. Instant";0.0000;0.0000;0.0000;"9738";"domperidon oraal 10 mg";false;false;;false;false;false;true;false
"2048254";"CDAB";"0002857";;"8094-612";"O";"Domperidone EG tabl. 30x 10mg";;"00008";;30;"x";;;;;0.0000;;;;"R";;7.0800;;;;;"tabl.";23.6000;7.0800;7.0800;"9738";"domperidon oraal 10 mg";false;false;;false;false;false;true;false
"3114337";"CDAB";"0002857";;"8102-1818";"O";"Domperidone Teva orodisp. tabl. Instant 100x 10mg";;"00151";;100;"x";;;;;0.0000;;;;"R";;26.5000;;;;;"orodisp. tabl. Instant";26.5000;26.5000;26.5000;"9738";"domperidon oraal 10 mg";false;false;;false;false;false;true;false
"3114329";"CDAB";"0002857";;"8102-1818";"O";"Domperidone Teva orodisp. tabl. Instant 30x 10mg";;"00151";;30;"x";;;;;0.0000;;;;"R";;10.5000;;;;;"orodisp. tabl. Instant";35.0000;10.5000;10.5000;"9738";"domperidon oraal 10 mg";false;false;;false;false;false;true;false
"3111374";"CDAB";"0002857";;"8086-1818";"O";"Domperidon Teva filmomh. tabl. 100x 10mg";;"00003";;100;"x";;;;;0.0000;;;;"R";;21.1500;;;;;"filmomh. tabl.";21.1500;21.1500;21.1500;"9738";"domperidon oraal 10 mg";false;false;;false;false;false;true;false
"1579820";"CDAB";"0002857";;"8086-1818";"O";"Domperidon Teva filmomh. tabl. 30x 10mg";;"00003";;30;"x";;;;;0.0000;;;;"R";;7.0500;;;;;"filmomh. tabl.";23.5000;7.0500;7.0500;"9738";"domperidon oraal 10 mg";false;false;;false;false;false;true;false
"2512093";"IDAA";"0021402";;"8128-4598";"O";"Donacom oploss. (pdr., zakjes) 90x 1178mg";;"00201";;90;"x";;;;;0.0000;;;;;;41.4400;;;;;"oploss. (pdr., zakjes)";46.0400;41.4400;41.4400;"14761";"glucosamine oraal 1 178 mg";false;false;;false;false;false;true;false
"2876415";"JKAA";"0009373";"G";"8144-612";"O";"Donepezil EG filmomh. tabl. 28x 10mg";;"00003";;28;"x";;;;;0.0000;;;;"R";"b4";11.3500;;;;;"filmomh. tabl.";7.1400;2.0000;1.1500;"9787";"donepezil oraal 10 mg";false;true;;true;false;false;true;false
"2876381";"JKAA";"0009373";"G";"8144-612";"O";"Donepezil EG filmomh. tabl. 28x 5mg";;"00003";;28;"x";;;;;0.0000;;;;"R";"b4";11.3600;;;;;"filmomh. tabl.";7.1400;2.0000;1.1500;"9795";"donepezil oraal 5 mg";false;true;;true;false;false;true;false
"2876431";"JKAA";"0009373";"G";"8144-612";"O";"Donepezil EG filmomh. tabl. 98x 10mg";;"00003";;98;"x";;;;;0.0000;;;;"R";"b4";27.8000;;;;;"filmomh. tabl.";7.3500;7.2000;4.2800;"9787";"donepezil oraal 10 mg";false;true;;true;false;false;true;false
"2876407";"JKAA";"0009373";"G";"8144-612";"O";"Donepezil EG filmomh. tabl. 98x 5mg";;"00003";;98;"x";;;;;0.0000;;;;"R";"b4";27.8000;;;;;"filmomh. tabl.";7.3500;7.2000;4.2800;"9795";"donepezil oraal 5 mg";false;true;;true;false;false;true;false
"3496338";"JKAA";"0009373";"G";"33571-2303";"O";"Donepezil Krka filmomh. tabl. 28x 10mg";;"00003";;28;"x";;;;;0.0000;;;;"R";"b4";11.3500;;;;;"filmomh. tabl.";7.1400;2.0000;1.1500;"9787";"donepezil oraal 10 mg";false;true;;true;false;false;true;false
"3496395";"JKAA";"0009373";"G";"33571-2303";"O";"Donepezil Krka filmomh. tabl. 28x 5mg";;"00003";;28;"x";;;;;0.0000;;;;"R";"b4";11.3600;;;;;"filmomh. tabl.";7.1400;2.0000;1.1500;"9795";"donepezil oraal 5 mg";false;true;;true;false;false;true;false
"3496361";"JKAA";"0009373";"G";"33571-2303";"O";"Donepezil Krka filmomh. tabl. 98x 10mg";;"00003";;98;"x";;;;;0.0000;;;;"R";"b4";27.8000;;;;;"filmomh. tabl.";7.3500;7.2000;4.2800;"9787";"donepezil oraal 10 mg";false;true;;true;false;false;true;false
"3496353";"JKAA";"0009373";"G";"33571-2303";"O";"Donepezil Krka filmomh. tabl. 98x 5mg";;"00003";;98;"x";;;;;0.0000;;;;"R";"b4";27.8000;;;;;"filmomh. tabl.";7.3500;7.2000;4.2800;"9795";"donepezil oraal 5 mg";false;true;;true;false;false;true;false
"2853091";"JKAA";"0009373";"G";"8151-1636";"O";"Donepezil Sandoz filmomh. tabl. 28x 5mg";;"00003";;28;"x";;;;;0.0000;;;;"R";"b4";11.3600;;;;;"filmomh. tabl.";7.1400;2.0000;1.1500;"9795";"donepezil oraal 5 mg";false;true;;true;false;false;true;false
"2853117";"JKAA";"0009373";"G";"8151-1636";"O";"Donepezil Sandoz filmomh. tabl. 98x 5mg";;"00003";;98;"x";;;;;0.0000;;;;"R";"b4";27.7600;;;;;"filmomh. tabl.";7.3400;7.1900;4.2800;"9795";"donepezil oraal 5 mg";false;true;;true;false;false;true;false
"2853125";"JKAA";"0009373";"G";"8151-1636";"O";"Donepezil Sandoz filmomh. tabl. (deelb.) 28x 10mg";;"00041";;28;"x";;;;;0.0000;;;;"R";"b4";11.3500;;;;;"filmomh. tabl. (deelb. kwantit.)";7.1400;2.0000;1.1500;"9787";"donepezil oraal 10 mg";false;true;;true;false;false;true;false
"2853141";"JKAA";"0009373";"G";"8151-1636";"O";"Donepezil Sandoz filmomh. tabl. (deelb.) 98x 10mg";;"00041";;98;"x";;;;;0.0000;;;;"R";"b4";27.7600;;;;;"filmomh. tabl. (deelb. kwantit.)";7.3400;7.1900;4.2800;"9787";"donepezil oraal 10 mg";false;true;;true;false;false;true;false
"2872646";"JKAA";"0009373";"G";"8151-1636";"O";"Donepezil Sandoz orodisp. tabl. 98x 5mg";;"00157";;98;"x";;;;;0.0000;;;;"R";"b4";27.8000;;;;;"orodisp. tabl.";7.3500;7.2000;4.2800;"9795";"donepezil oraal 5 mg";false;true;;true;false;false;true;false
"2982031";"JKAA";"0009373";"G";"8169-1818";"O";"Donepezil Teva filmomh. tabl. 28x 10mg";;"00003";;28;"x";;;;;0.0000;;;;"R";"b4";11.0300;;;;;"filmomh. tabl.";7.1400;2.0000;1.0900;"9787";"donepezil oraal 10 mg";false;true;;true;false;false;true;false
"2982015";"JKAA";"0009373";"G";"8169-1818";"O";"Donepezil Teva filmomh. tabl. 28x 5mg";;"00003";;28;"x";;;;;0.0000;;;;"R";"b4";11.0600;;;;;"filmomh. tabl.";7.1400;2.0000;1.0900;"9795";"donepezil oraal 5 mg";false;true;;true;false;false;true;false
"2982049";"JKAA";"0009373";"G";"8169-1818";"O";"Donepezil Teva filmomh. tabl. 98x 10mg";;"00003";;98;"x";;;;;0.0000;;;;"R";"b4";27.7800;;;;;"filmomh. tabl.";7.3400;7.1900;4.2800;"9787";"donepezil oraal 10 mg";false;true;;true;false;false;true;false
"2982023";"JKAA";"0009373";"G";"8169-1818";"O";"Donepezil Teva filmomh. tabl. 98x 5mg";;"00003";;98;"x";;;;;0.0000;;;;"R";"b4";27.7800;;;;;"filmomh. tabl.";7.3400;7.1900;4.2800;"9795";"donepezil oraal 5 mg";false;true;;true;false;false;true;false
"3139854";"FCGA";"0020644";;"8177-2014";"O";"Donnafyta Meno filmomh. tabl. 90x 6,5mg";;"00003";;90;"x";;;;;0.0000;;;;;;39.4100;;;"-- (af te raden geneesmiddel)";;"filmomh. tabl.";43.7900;39.4100;39.4100;"32821";"Cimicifuga racemosa oraal 6,5 mg";false;false;;false;false;false;true;false
"4871356";"JFBB";"0008532";"G";"48710-1404";"U";"Doporio 12,5/50 tabl. (deelb.) 100x";;"00020";;100;"x";;;;;0.0000;;;;"R";"b";17.3600;;;;;"tabl. (deelb. niet kwantit.)";3.9400;3.9400;2.3700;"48843";"levodopa + carbidopa oraal 50 mg + 12,5 mg";false;true;;true;false;false;true;false
"4871372";"JFBB";"0008532";"G";"48710-1404";"U";"Doporio 25/100 tabl. (deelb.) 100x";;"00017";;100;"x";;;;;0.0000;;;;"R";"b";20.5400;;;;;"tabl. (deelb. kwantit.)";5.0200;5.0200;3.0100;"48850";"levodopa + carbidopa oraal 100 mg + 25 mg";false;true;;true;false;false;true;false
"0037317";"DCAAA";"0004127";;"8193-596";"O";"Dopram inj./inf. oploss. i.v. [amp.] 5x5ml 20mg/1ml";;"00043";;5;"x";"5.0";"ml";;;0.0000;;;;;;0.0000;"H";;;;"inj./inf. oploss. i.v. [amp.]";0.0000;0.0000;0.0000;"9852";"doxapram injectie/infusie 20 mg / 1 ml";false;false;;false;false;false;true;false
"4396099";"BCBA";"8901936";;"44024-1792";"O";"Doptelet filmomh. tabl. 10x 20mg";;"00003";;10;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"filmomh. tabl.";0.0000;0.0000;0.0000;"44933";"avatrombopag oraal 20 mg";false;false;;false;false;false;true;false
"4396081";"BCBA";"8901936";;"44024-1792";"O";"Doptelet filmomh. tabl. 15x 20mg";;"00003";;15;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"filmomh. tabl.";0.0000;0.0000;0.0000;"44933";"avatrombopag oraal 20 mg";false;false;;false;false;false;true;false
"4396115";"BCBA";"8901936";;"44024-1792";"O";"Doptelet filmomh. tabl. 30x 20mg";;"00003";;30;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"filmomh. tabl.";0.0000;0.0000;0.0000;"44933";"avatrombopag oraal 20 mg";false;false;;false;false;false;true;false
"2995611";"FBAAD";"0005363";;"8201-3160";"U";"Dorinelletheramex 0,02/3 filmomh. tabl. 13x21";;"00003";;13;"x";"21.0";"x";;;0.0000;;;;"R";"J";75.9200;;;;;"filmomh. tabl.";13.5200;36.9200;36.9200;"11569";"ethinylestradiol + drospirenon oraal 0,02 mg + 3 mg [no switch: oraal anticonceptivum]";false;false;;false;false;false;true;false
"2995603";"FBAAD";"0005363";;"8201-3160";"U";"Dorinelletheramex 0,02/3 filmomh. tabl. 3x21";;"00003";;3;"x";"21.0";"x";;;0.0000;;;;"R";"J";23.8600;;;;;"filmomh. tabl.";23.5900;14.8600;14.8600;"11569";"ethinylestradiol + drospirenon oraal 0,02 mg + 3 mg [no switch: oraal anticonceptivum]";false;false;;false;false;false;true;false
"2994648";"FBAAD";"0005363";;"8219-3160";"U";"Dorintheramex 0,03/3 filmomh. tabl. 13x21";;"00003";;13;"x";"21.0";"x";;;0.0000;;;;"R";"J";75.9200;;;;;"filmomh. tabl.";13.5200;36.9200;36.9200;"11650";"ethinylestradiol + drospirenon oraal 0,03 mg + 3 mg [no switch: oraal anticonceptivum]";false;false;;false;false;false;true;false
"2994630";"FBAAD";"0005363";;"8219-3160";"U";"Dorintheramex 0,03/3 filmomh. tabl. 3x21";;"00003";;3;"x";"21.0";"x";;;0.0000;;;;"R";"J";23.8600;;;;;"filmomh. tabl.";23.5900;14.8600;14.8600;"11650";"ethinylestradiol + drospirenon oraal 0,03 mg + 3 mg [no switch: oraal anticonceptivum]";false;false;;false;false;false;true;false
"0888982";"JAAL";"0007609";;"8243-1453";"O";"Dormonoct tabl. (deelb.) 30x 1mg";;"00017";;30;"x";;;;;0.0000;;;;"R";;10.8400;;;;;"tabl. (deelb. kwantit.)";36.1300;10.8400;10.8400;"19760";"loprazolam oraal 1 mg";false;false;;false;false;false;true;false
"0888990";"JAAL";"0007609";;"8243-1453";"O";"Dormonoct tabl. (deelb.) 30x 2mg";;"00017";;30;"x";;;;;0.0000;;;;"R";;18.2300;;;;;"tabl. (deelb. kwantit.)";60.7700;18.2300;18.2300;"19778";"loprazolam oraal 2 mg";false;false;;false;false;false;true;false
"2948339";"PDFC";"0025999";"G";"8250-612";"U";"Dorzolamide/Timolol EG 20/5 ocul. druppels oploss. 1x5ml";;"00060";;1;"x";"5.0";"ml";;;0.0000;;;;"R";"b";10.0100;;"bevat benzalkonium chloride";;;"ocul. druppels oploss.";40.0000;2.0000;1.0000;"9829";"timolol + dorzolamide druppels oculair 5 mg + 20 mg / 1 ml [no switch: lokaal]";false;true;;true;false;false;true;false
"2903912";"PDFC";"0025999";"G";"8250-612";"U";"Dorzolamide/Timolol EG 20/5 ocul. druppels oploss. 3x5ml";;"00060";;3;"x";"5.0";"ml";;;0.0000;;;;"R";"b";18.6700;;"bevat benzalkonium chloride";;;"ocul. druppels oploss.";29.2000;4.3800;2.6300;"9829";"timolol + dorzolamide druppels oculair 5 mg + 20 mg / 1 ml [no switch: lokaal]";false;true;;true;false;false;true;false
"1023050";"FHA";"0006023";;"8268-1446";"O";"Dostinex tabl. (deelb.) 2x 0,5mg";;"00017";;2;"x";;;;;0.0000;;;;"R";;29.5000;;;;;"tabl. (deelb. kwantit.)";1475.0000;29.5000;29.5000;"4747";"cabergoline oraal 0,5 mg";false;false;;false;false;false;true;false
"0444133";"SBA";"0016303";;"8276-836";"O";"Dotarem 0,5 mmol/1 ml inj. oploss. i.v. [flac.] 1x 10mmol/20ml";;"00034";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inj. oploss. i.v. [flac.]";0.0000;0.0000;0.0000;"14175";"gadoteerzuur injectie 0,5 mmol / 1 ml";false;false;;false;false;false;true;false
"1663822";"SBA";"0016303";;"8276-836";"O";"Dotarem 0,5 mmol/1 ml inj. oploss. i.v. [flac.] 1x 30mmol/60ml";;"00034";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inj. oploss. i.v. [flac.]";0.0000;0.0000;0.0000;"14175";"gadoteerzuur injectie 0,5 mmol / 1 ml";false;false;;false;false;false;true;false
"0444117";"SBA";"0016303";;"8276-836";"O";"Dotarem 0,5 mmol/1 ml inj. oploss. i.v. [flac.] 1x 5mmol/10ml";;"00034";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inj. oploss. i.v. [flac.]";0.0000;0.0000;0.0000;"14175";"gadoteerzuur injectie 0,5 mmol / 1 ml";false;false;;false;false;false;true;false
"0444125";"SBA";"0016303";;"8276-836";"O";"Dotarem 0,5 mmol/1 ml inj. oploss. i.v. [flac.] 1x 7,5mmol/15ml";;"00034";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inj. oploss. i.v. [flac.]";0.0000;0.0000;0.0000;"14175";"gadoteerzuur injectie 0,5 mmol / 1 ml";false;false;;false;false;false;true;false
"4184966";"SBA";"0016303";;"8276-836";"O";"Dotarem 0,5 mmol/1 ml inj. oploss. i.v. [voorgev. spuit] 10x 10mmol/20ml";;"00105";;10;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inj. oploss. i.v. [voorgev. spuit]";0.0000;0.0000;0.0000;"14175";"gadoteerzuur injectie 0,5 mmol / 1 ml";false;false;;false;false;false;true;false
"4184958";"SBA";"0016303";;"8276-836";"O";"Dotarem 0,5 mmol/1 ml inj. oploss. i.v. [voorgev. spuit] 10x 7,5mmol/15ml";;"00105";;10;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inj. oploss. i.v. [voorgev. spuit]";0.0000;0.0000;0.0000;"14175";"gadoteerzuur injectie 0,5 mmol / 1 ml";false;false;;false;false;false;true;false
"4751038";"KDCGA";"0020339";"B";"41467-1966";"U";"Dovato 50/300 filmomh. tabl. 30x [blister]";;"00003";;30;"x";;;;;0.0000;;;;"R";"a4";686.1100;;"de verpakkingen van 30 tabletten zijn beschikbaar in blister en in flacon";;;"filmomh. tabl.";6.6700;2.0000;1.0000;"42416";"dolutegravir + lamivudine oraal 50 mg + 300 mg";false;false;;true;false;false;true;false
"3966579";"KDCGA";"0020339";"B";"41467-1966";"U";"Dovato 50/300 filmomh. tabl. 30x [flacon]";;"00003";;30;"x";;;;;0.0000;;;;"R";"a4";686.1100;;"de verpakkingen van 30 tabletten zijn beschikbaar in blister en in flacon";;;"filmomh. tabl.";6.6700;2.0000;1.0000;"42416";"dolutegravir + lamivudine oraal 50 mg + 300 mg";false;false;;true;false;false;true;false
"4183596";"KDCGA";"0020339";"B";"41467-3269";"U";"Dovato (Abacus) 50/300 filmomh. tabl. 30x";;"00003";;30;"x";;;;;0.0000;;;;"R";"a4";686.1100;;"parallelle distributie";;;"filmomh. tabl.";6.6700;2.0000;1.0000;"42416";"dolutegravir + lamivudine oraal 50 mg + 300 mg";false;false;;true;false;false;true;false
"2733665";"OHCA";"0014605";"G";"8284-1040";"U";"Dovobet 50/0,5 gel 60g";;"00006";;1;"x";"60.0";"g";;;0.0000;;;;"R";"b";25.1600;;;;;"gel";10.9700;6.5800;3.9200;"3467";"betamethason (dipropionaat) + calcipotriol gel cutaan 0,5 mg + 50 µg / 1 g [no switch: lokaal]";false;true;;true;false;false;true;false
"1764497";"OHCA";"0014605";"G";"8284-1040";"U";"Dovobet 50/0,5 zalf 60g";;"00050";;1;"x";"60.0";"g";;;0.0000;;;;"R";"b";25.1600;;;;;"zalf";10.9700;6.5800;3.9200;"3475";"betamethason (dipropionaat) + calcipotriol zalf cutaan 0,5 mg + 50 µg / 1 g [no switch: lokaal]";false;true;;true;false;false;true;false
"2976314";"MACAB";"0012955";;"8292-67";"O";"Doxorubicin Accord Healthcare inf./instill. oploss. (conc.) i.v./i.vesic. [flac.] 1x 10mg/5ml";;"00155";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inf./instill. oploss. (conc.) i.v./i.vesic. [flac.]";0.0000;0.0000;0.0000;"9894";"doxorubicine infusie/instillatie 10 mg / 5 ml [no switch: onco]";false;false;;false;false;false;true;false
"2976330";"MACAB";"0012955";;"8292-67";"O";"Doxorubicin Accord Healthcare inf./instill. oploss. (conc.) i.v./i.vesic. [flac.] 1x 200mg/100ml";;"00155";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inf./instill. oploss. (conc.) i.v./i.vesic. [flac.]";0.0000;0.0000;0.0000;"9910";"doxorubicine infusie/instillatie 200 mg / 100 ml [no switch: onco]";false;false;;false;false;false;true;false
"2976322";"MACAB";"0012955";;"8292-67";"O";"Doxorubicin Accord Healthcare inf./instill. oploss. (conc.) i.v./i.vesic. [flac.] 1x 50mg/25ml";;"00155";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inf./instill. oploss. (conc.) i.v./i.vesic. [flac.]";0.0000;0.0000;0.0000;"9928";"doxorubicine infusie/instillatie 50 mg / 25 ml [no switch: onco]";false;false;;false;false;false;true;false
"2826725";"MACAB";"0012955";;"8318-1818";"O";"Doxorubicine Teva inf./instill. oploss. (conc.) i.v./i.vesic. [flac.] 1x 200mg/100ml";;"00155";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inf./instill. oploss. (conc.) i.v./i.vesic. [flac.]";0.0000;0.0000;0.0000;"9910";"doxorubicine infusie/instillatie 200 mg / 100 ml [no switch: onco]";false;false;;false;false;false;true;false
"2826741";"MACAB";"0012955";;"8318-1818";"O";"Doxorubicine Teva inf./instill. oploss. (conc.) i.v./i.vesic. [flac.] 1x 50mg/25ml";;"00155";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inf./instill. oploss. (conc.) i.v./i.vesic. [flac.]";0.0000;0.0000;0.0000;"9928";"doxorubicine infusie/instillatie 50 mg / 25 ml [no switch: onco]";false;false;;false;false;false;true;false
"1334580";"KACA";"0009910";"B";"8326-612";"O";"Doxycycline EG tabl. (deelb.) 10x 100mg";;"00020";;10;"x";;;;;0.0000;;;;"R";"c";8.6900;;;;;"tabl. (deelb. niet kwantit.)";20.3000;2.0300;2.0300;"9969";"doxycycline oraal 100 mg";false;false;;false;false;false;true;false
"1334598";"KACA";"0009910";"G";"8326-612";"O";"Doxycycline EG tabl. (deelb.) 10x 200mg";;"00020";;10;"x";;;;;0.0000;;;;"R";"c";11.0800;;;;;"tabl. (deelb. niet kwantit.)";36.5000;3.6500;3.6500;"9977";"doxycycline oraal 200 mg";false;true;;true;false;false;true;false
"1597129";"KACA";"0009910";"G";"8342-1636";"O";"Doxycycline Sandoz tabl. (deelb.) 10x 100mg";;"00017";;10;"x";;;;;0.0000;;;;"R";"c";7.9400;;;;;"tabl. (deelb. kwantit.)";20.0000;2.0000;1.4500;"9969";"doxycycline oraal 100 mg";false;true;;true;false;false;true;false
"4952438";"JBBAB";"0020222";;"50237-117";"O";"Droperidol Aguettant inj. oploss. i.v. [amp.] 10x 1,25mg/1ml";;"00035";;10;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inj. oploss. i.v. [amp.]";0.0000;0.0000;0.0000;"46987";"droperidol injectie 1,25 mg / 1 ml";false;false;;false;false;false;true;false
"4614368";"JBBAB";"0020222";;"46508-711";"O";"Droperidol Kalceks inj. oploss. i.v. [amp.] 10x 1,25mg/1ml";;"00035";;10;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inj. oploss. i.v. [amp.]";0.0000;0.0000;0.0000;"46987";"droperidol injectie 1,25 mg / 1 ml";false;false;;false;false;false;true;false
"4668315";"CFFA";"8904112";;"47282-1024";"O";"Dropizole 10 mg/1 ml druppels oploss. 1x10ml";;"00025";;1;"x";"10.0";"ml";;;0.0000;;;;"R";;59.4900;;"1 ml = 20 druppels; verdovend middel";;;"druppels oploss.";594.9000;59.4900;59.4900;"47563";"Papaver somniferum oraal";false;false;;false;false;true;true;false
"3562295";"FBAAD";"0005363";;"37598-760";"U";"Drosana 20 0,02/3 filmomh. tabl. 13x21";;"00003";;13;"x";"21.0";"x";;;0.0000;;;;"R";"J";76.4000;;;;;"filmomh. tabl.";13.7000;37.4000;37.4000;"11569";"ethinylestradiol + drospirenon oraal 0,02 mg + 3 mg [no switch: oraal anticonceptivum]";false;false;;false;false;false;true;false
"3562287";"FBAAD";"0005363";;"37598-760";"U";"Drosana 20 0,02/3 filmomh. tabl. 3x21";;"00003";;3;"x";"21.0";"x";;;0.0000;;;;"R";"J";26.1600;;;;;"filmomh. tabl.";27.2400;17.1600;17.1600;"11569";"ethinylestradiol + drospirenon oraal 0,02 mg + 3 mg [no switch: oraal anticonceptivum]";false;false;;false;false;false;true;false
"3562279";"FBAAD";"0005363";;"37598-760";"U";"Drosana 20 0,02/3 filmomh. tabl. 6x21";;"00003";;6;"x";"21.0";"x";;;0.0000;;;;"R";"J";41.8600;;;;;"filmomh. tabl.";18.9400;23.8600;23.8600;"11569";"ethinylestradiol + drospirenon oraal 0,02 mg + 3 mg [no switch: oraal anticonceptivum]";false;false;;false;false;false;true;false
"3562329";"FBAAD";"0005363";;"37606-760";"U";"Drosana 30 0,03/3 filmomh. tabl. 13x21";;"00003";;13;"x";"21.0";"x";;;0.0000;;;;"R";"J";82.0100;;;;;"filmomh. tabl.";15.7500;43.0100;43.0100;"11650";"ethinylestradiol + drospirenon oraal 0,03 mg + 3 mg [no switch: oraal anticonceptivum]";false;false;;false;false;false;true;false
"3562303";"FBAAD";"0005363";;"37606-760";"U";"Drosana 30 0,03/3 filmomh. tabl. 3x21";;"00003";;3;"x";"21.0";"x";;;0.0000;;;;"R";"J";27.3700;;;;;"filmomh. tabl.";29.1600;18.3700;18.3700;"11650";"ethinylestradiol + drospirenon oraal 0,03 mg + 3 mg [no switch: oraal anticonceptivum]";false;false;;false;false;false;true;false
